site,category_code,local_clock_hour,n_intervals,n_participants,n_participant_days,category_order,category_label
FUSPCEU,sleep_external_light,4,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,5,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,6,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,7,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,8,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,9,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,10,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,11,1,1,1,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,12,1,1,1,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,13,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,14,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,15,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,16,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,17,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,18,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,19,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,20,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,21,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,22,0,0,0,7,Light entering from outside during sleep
FUSPCEU,sleep_external_light,23,1,1,1,7,Light entering from outside during sleep
IZTECH,sleep_external_light,0,5,4,5,7,Light entering from outside during sleep
IZTECH,sleep_external_light,1,7,5,7,7,Light entering from outside during sleep
IZTECH,sleep_external_light,2,10,5,10,7,Light entering from outside during sleep
IZTECH,sleep_external_light,3,8,5,8,7,Light entering from outside during sleep
IZTECH,sleep_external_light,4,10,5,10,7,Light entering from outside during sleep
IZTECH,sleep_external_light,5,11,5,11,7,Light entering from outside during sleep
IZTECH,sleep_external_light,6,18,5,18,7,Light entering from outside during sleep
IZTECH,sleep_external_light,7,15,5,15,7,Light entering from outside during sleep
IZTECH,sleep_external_light,8,17,7,17,7,Light entering from outside during sleep
IZTECH,sleep_external_light,9,12,6,12,7,Light entering from outside during sleep
IZTECH,sleep_external_light,10,8,5,8,7,Light entering from outside during sleep
IZTECH,sleep_external_light,11,8,5,8,7,Light entering from outside during sleep
IZTECH,sleep_external_light,12,3,1,3,7,Light entering from outside during sleep
IZTECH,sleep_external_light,13,1,1,1,7,Light entering from outside during sleep
IZTECH,sleep_external_light,14,2,2,2,7,Light entering from outside during sleep
IZTECH,sleep_external_light,15,0,0,0,7,Light entering from outside during sleep
IZTECH,sleep_external_light,16,0,0,0,7,Light entering from outside during sleep
IZTECH,sleep_external_light,17,0,0,0,7,Light entering from outside during sleep
IZTECH,sleep_external_light,18,1,1,1,7,Light entering from outside during sleep
IZTECH,sleep_external_light,19,1,1,1,7,Light entering from outside during sleep
IZTECH,sleep_external_light,20,3,2,3,7,Light entering from outside during sleep
IZTECH,sleep_external_light,21,2,2,2,7,Light entering from outside during sleep
IZTECH,sleep_external_light,22,1,1,1,7,Light entering from outside during sleep
IZTECH,sleep_external_light,23,3,3,3,7,Light entering from outside during sleep
KNUST,sleep_external_light,0,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,1,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,2,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,3,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,4,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,5,2,1,2,7,Light entering from outside during sleep
KNUST,sleep_external_light,6,2,2,2,7,Light entering from outside during sleep
KNUST,sleep_external_light,7,1,1,1,7,Light entering from outside during sleep
KNUST,sleep_external_light,8,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,9,1,1,1,7,Light entering from outside during sleep
KNUST,sleep_external_light,10,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,11,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,12,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,13,2,2,2,7,Light entering from outside during sleep
KNUST,sleep_external_light,14,3,3,3,7,Light entering from outside during sleep
KNUST,sleep_external_light,15,2,2,2,7,Light entering from outside during sleep
KNUST,sleep_external_light,16,1,1,1,7,Light entering from outside during sleep
KNUST,sleep_external_light,17,1,1,1,7,Light entering from outside during sleep
KNUST,sleep_external_light,18,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,19,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,20,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,21,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,22,0,0,0,7,Light entering from outside during sleep
KNUST,sleep_external_light,23,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,0,19,6,19,7,Light entering from outside during sleep
MPI,sleep_external_light,1,15,4,15,7,Light entering from outside during sleep
MPI,sleep_external_light,2,17,4,17,7,Light entering from outside during sleep
MPI,sleep_external_light,3,21,5,21,7,Light entering from outside during sleep
MPI,sleep_external_light,4,22,5,22,7,Light entering from outside during sleep
MPI,sleep_external_light,5,32,7,32,7,Light entering from outside during sleep
MPI,sleep_external_light,6,40,11,40,7,Light entering from outside during sleep
MPI,sleep_external_light,7,56,15,56,7,Light entering from outside during sleep
MPI,sleep_external_light,8,39,13,39,7,Light entering from outside during sleep
MPI,sleep_external_light,9,21,11,21,7,Light entering from outside during sleep
MPI,sleep_external_light,10,9,3,9,7,Light entering from outside during sleep
MPI,sleep_external_light,11,3,2,3,7,Light entering from outside during sleep
MPI,sleep_external_light,12,3,2,3,7,Light entering from outside during sleep
MPI,sleep_external_light,13,2,1,2,7,Light entering from outside during sleep
MPI,sleep_external_light,14,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,15,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,16,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,17,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,18,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,19,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,20,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,21,0,0,0,7,Light entering from outside during sleep
MPI,sleep_external_light,22,2,2,2,7,Light entering from outside during sleep
MPI,sleep_external_light,23,10,4,10,7,Light entering from outside during sleep
RISE,sleep_external_light,0,6,3,6,7,Light entering from outside during sleep
RISE,sleep_external_light,1,6,3,6,7,Light entering from outside during sleep
RISE,sleep_external_light,2,6,3,6,7,Light entering from outside during sleep
RISE,sleep_external_light,3,14,4,14,7,Light entering from outside during sleep
RISE,sleep_external_light,4,17,3,17,7,Light entering from outside during sleep
RISE,sleep_external_light,5,16,4,16,7,Light entering from outside during sleep
RISE,sleep_external_light,6,18,7,18,7,Light entering from outside during sleep
RISE,sleep_external_light,7,19,7,19,7,Light entering from outside during sleep
RISE,sleep_external_light,8,13,7,13,7,Light entering from outside during sleep
RISE,sleep_external_light,9,7,6,7,7,Light entering from outside during sleep
RISE,sleep_external_light,10,2,2,2,7,Light entering from outside during sleep
RISE,sleep_external_light,11,1,1,1,7,Light entering from outside during sleep
RISE,sleep_external_light,12,0,0,0,7,Light entering from outside during sleep
RISE,sleep_external_light,13,1,1,1,7,Light entering from outside during sleep
RISE,sleep_external_light,14,2,2,2,7,Light entering from outside during sleep
RISE,sleep_external_light,15,1,1,1,7,Light entering from outside during sleep
RISE,sleep_external_light,16,0,0,0,7,Light entering from outside during sleep
RISE,sleep_external_light,17,2,2,2,7,Light entering from outside during sleep
RISE,sleep_external_light,18,0,0,0,7,Light entering from outside during sleep
RISE,sleep_external_light,19,0,0,0,7,Light entering from outside during sleep
RISE,sleep_external_light,20,0,0,0,7,Light entering from outside during sleep
RISE,sleep_external_light,21,1,1,1,7,Light entering from outside during sleep
RISE,sleep_external_light,22,10,3,10,7,Light entering from outside during sleep
RISE,sleep_external_light,23,6,4,6,7,Light entering from outside during sleep
THUAS,sleep_external_light,0,1,1,1,7,Light entering from outside during sleep
THUAS,sleep_external_light,1,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,2,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,3,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,4,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,5,2,2,2,7,Light entering from outside during sleep
THUAS,sleep_external_light,6,2,2,2,7,Light entering from outside during sleep
THUAS,sleep_external_light,7,6,4,6,7,Light entering from outside during sleep
THUAS,sleep_external_light,8,8,4,8,7,Light entering from outside during sleep
THUAS,sleep_external_light,9,3,2,3,7,Light entering from outside during sleep
THUAS,sleep_external_light,10,1,1,1,7,Light entering from outside during sleep
THUAS,sleep_external_light,11,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,12,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,13,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,14,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,15,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,16,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,17,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,18,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,19,1,1,1,7,Light entering from outside during sleep
THUAS,sleep_external_light,20,1,1,1,7,Light entering from outside during sleep
THUAS,sleep_external_light,21,0,0,0,7,Light entering from outside during sleep
THUAS,sleep_external_light,22,1,1,1,7,Light entering from outside during sleep
THUAS,sleep_external_light,23,0,0,0,7,Light entering from outside during sleep
TUM,sleep_external_light,0,7,3,7,7,Light entering from outside during sleep
TUM,sleep_external_light,1,13,3,13,7,Light entering from outside during sleep
TUM,sleep_external_light,2,14,3,14,7,Light entering from outside during sleep
TUM,sleep_external_light,3,14,3,14,7,Light entering from outside during sleep
TUM,sleep_external_light,4,15,4,15,7,Light entering from outside during sleep
TUM,sleep_external_light,5,15,4,15,7,Light entering from outside during sleep
TUM,sleep_external_light,6,17,5,17,7,Light entering from outside during sleep
TUM,sleep_external_light,7,16,4,16,7,Light entering from outside during sleep
TUM,sleep_external_light,8,12,4,12,7,Light entering from outside during sleep
TUM,sleep_external_light,9,9,4,9,7,Light entering from outside during sleep
TUM,sleep_external_light,10,3,2,3,7,Light entering from outside during sleep
TUM,sleep_external_light,11,1,1,1,7,Light entering from outside during sleep
TUM,sleep_external_light,12,1,1,1,7,Light entering from outside during sleep
TUM,sleep_external_light,13,1,1,1,7,Light entering from outside during sleep
TUM,sleep_external_light,14,2,2,2,7,Light entering from outside during sleep
TUM,sleep_external_light,15,1,1,1,7,Light entering from outside during sleep
TUM,sleep_external_light,16,1,1,1,7,Light entering from outside during sleep
TUM,sleep_external_light,17,0,0,0,7,Light entering from outside during sleep
TUM,sleep_external_light,18,0,0,0,7,Light entering from outside during sleep
TUM,sleep_external_light,19,0,0,0,7,Light entering from outside during sleep
TUM,sleep_external_light,20,2,1,2,7,Light entering from outside during sleep
TUM,sleep_external_light,21,3,1,3,7,Light entering from outside during sleep
TUM,sleep_external_light,22,4,2,4,7,Light entering from outside during sleep
TUM,sleep_external_light,23,4,2,4,7,Light entering from outside during sleep
UCR,sleep_external_light,0,13,5,13,7,Light entering from outside during sleep
UCR,sleep_external_light,1,16,5,16,7,Light entering from outside during sleep
UCR,sleep_external_light,2,15,4,15,7,Light entering from outside during sleep
UCR,sleep_external_light,3,15,4,15,7,Light entering from outside during sleep
UCR,sleep_external_light,4,20,6,20,7,Light entering from outside during sleep
UCR,sleep_external_light,5,45,14,45,7,Light entering from outside during sleep
UCR,sleep_external_light,6,45,12,45,7,Light entering from outside during sleep
UCR,sleep_external_light,7,19,9,19,7,Light entering from outside during sleep
UCR,sleep_external_light,8,8,5,8,7,Light entering from outside during sleep
UCR,sleep_external_light,9,1,1,1,7,Light entering from outside during sleep
UCR,sleep_external_light,10,0,0,0,7,Light entering from outside during sleep
UCR,sleep_external_light,11,1,1,1,7,Light entering from outside during sleep
UCR,sleep_external_light,12,0,0,0,7,Light entering from outside during sleep
UCR,sleep_external_light,13,0,0,0,7,Light entering from outside during sleep
UCR,sleep_external_light,14,2,2,2,7,Light entering from outside during sleep
UCR,sleep_external_light,15,0,0,0,7,Light entering from outside during sleep
UCR,sleep_external_light,16,1,1,1,7,Light entering from outside during sleep
UCR,sleep_external_light,17,1,1,1,7,Light entering from outside during sleep
UCR,sleep_external_light,18,2,2,2,7,Light entering from outside during sleep
UCR,sleep_external_light,19,4,4,4,7,Light entering from outside during sleep
UCR,sleep_external_light,20,2,2,2,7,Light entering from outside during sleep
UCR,sleep_external_light,21,4,2,4,7,Light entering from outside during sleep
UCR,sleep_external_light,22,8,3,8,7,Light entering from outside during sleep
UCR,sleep_external_light,23,14,5,14,7,Light entering from outside during sleep
BAUA,missing_primary_light_source,0,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,1,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,2,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,3,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,4,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,5,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,6,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,7,1,1,1,8,<missing primary light source>
BAUA,missing_primary_light_source,8,1,1,1,8,<missing primary light source>
BAUA,missing_primary_light_source,9,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,10,1,1,1,8,<missing primary light source>
BAUA,missing_primary_light_source,11,1,1,1,8,<missing primary light source>
BAUA,missing_primary_light_source,12,1,1,1,8,<missing primary light source>
BAUA,missing_primary_light_source,13,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,14,1,1,1,8,<missing primary light source>
BAUA,missing_primary_light_source,15,1,1,1,8,<missing primary light source>
BAUA,missing_primary_light_source,16,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,17,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,18,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,19,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,20,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,21,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,22,0,0,0,8,<missing primary light source>
BAUA,missing_primary_light_source,23,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,0,37,6,37,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,1,38,7,38,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,2,37,6,37,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,3,38,6,38,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,4,38,6,38,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,5,38,6,38,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,6,38,6,38,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,7,32,6,32,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,8,22,5,22,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,9,11,4,11,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,10,6,3,6,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,11,3,1,3,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,12,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,13,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,14,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,15,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,16,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,17,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,18,0,0,0,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,19,2,2,2,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,20,3,1,3,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,21,3,1,3,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,22,7,2,7,8,<missing primary light source>
FUSPCEU,missing_primary_light_source,23,18,4,18,8,<missing primary light source>
IZTECH,missing_primary_light_source,0,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,1,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,2,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,3,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,4,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,5,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,6,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,7,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,8,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,9,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,10,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,11,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,12,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,13,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,14,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,15,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,16,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,17,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,18,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,19,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,20,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,21,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,22,0,0,0,8,<missing primary light source>
IZTECH,missing_primary_light_source,23,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,0,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,1,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,2,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,3,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,4,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,5,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,6,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,7,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,8,1,1,1,8,<missing primary light source>
KNUST,missing_primary_light_source,9,1,1,1,8,<missing primary light source>
KNUST,missing_primary_light_source,10,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,11,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,12,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,13,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,14,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,15,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,16,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,17,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,18,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,19,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,20,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,21,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,22,0,0,0,8,<missing primary light source>
KNUST,missing_primary_light_source,23,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,0,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,1,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,2,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,3,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,4,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,5,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,6,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,7,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,8,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,9,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,10,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,11,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,12,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,13,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,14,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,15,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,16,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,17,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,18,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,19,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,20,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,21,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,22,0,0,0,8,<missing primary light source>
MPI,missing_primary_light_source,23,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,0,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,1,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,2,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,3,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,4,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,5,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,6,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,7,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,8,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,9,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,10,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,11,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,12,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,13,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,14,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,15,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,16,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,17,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,18,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,19,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,20,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,21,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,22,0,0,0,8,<missing primary light source>
RISE,missing_primary_light_source,23,1,1,1,8,<missing primary light source>
THUAS,missing_primary_light_source,0,24,9,24,8,<missing primary light source>
THUAS,missing_primary_light_source,1,24,9,24,8,<missing primary light source>
THUAS,missing_primary_light_source,2,24,9,24,8,<missing primary light source>
THUAS,missing_primary_light_source,3,24,9,24,8,<missing primary light source>
THUAS,missing_primary_light_source,4,24,9,24,8,<missing primary light source>
THUAS,missing_primary_light_source,5,24,9,24,8,<missing primary light source>
THUAS,missing_primary_light_source,6,23,10,23,8,<missing primary light source>
THUAS,missing_primary_light_source,7,21,10,21,8,<missing primary light source>
THUAS,missing_primary_light_source,8,13,10,13,8,<missing primary light source>
THUAS,missing_primary_light_source,9,15,11,15,8,<missing primary light source>
THUAS,missing_primary_light_source,10,14,11,14,8,<missing primary light source>
THUAS,missing_primary_light_source,11,14,10,14,8,<missing primary light source>
THUAS,missing_primary_light_source,12,16,11,16,8,<missing primary light source>
THUAS,missing_primary_light_source,13,15,11,15,8,<missing primary light source>
THUAS,missing_primary_light_source,14,14,10,14,8,<missing primary light source>
THUAS,missing_primary_light_source,15,15,11,15,8,<missing primary light source>
THUAS,missing_primary_light_source,16,15,11,15,8,<missing primary light source>
THUAS,missing_primary_light_source,17,14,12,14,8,<missing primary light source>
THUAS,missing_primary_light_source,18,11,10,11,8,<missing primary light source>
THUAS,missing_primary_light_source,19,12,11,12,8,<missing primary light source>
THUAS,missing_primary_light_source,20,11,10,11,8,<missing primary light source>
THUAS,missing_primary_light_source,21,12,10,12,8,<missing primary light source>
THUAS,missing_primary_light_source,22,15,10,15,8,<missing primary light source>
THUAS,missing_primary_light_source,23,19,10,19,8,<missing primary light source>
TUM,missing_primary_light_source,0,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,1,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,2,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,3,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,4,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,5,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,6,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,7,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,8,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,9,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,10,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,11,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,12,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,13,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,14,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,15,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,16,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,17,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,18,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,19,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,20,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,21,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,22,0,0,0,8,<missing primary light source>
TUM,missing_primary_light_source,23,0,0,0,8,<missing primary light source>
UCR,missing_primary_light_source,0,65,13,65,8,<missing primary light source>
UCR,missing_primary_light_source,1,65,12,65,8,<missing primary light source>
UCR,missing_primary_light_source,2,65,12,65,8,<missing primary light source>
UCR,missing_primary_light_source,3,65,12,65,8,<missing primary light source>
UCR,missing_primary_light_source,4,64,12,64,8,<missing primary light source>
UCR,missing_primary_light_source,5,46,12,46,8,<missing primary light source>
UCR,missing_primary_light_source,6,28,11,28,8,<missing primary light source>
UCR,missing_primary_light_source,7,14,8,14,8,<missing primary light source>
UCR,missing_primary_light_source,8,5,5,5,8,<missing primary light source>
UCR,missing_primary_light_source,9,2,2,2,8,<missing primary light source>
UCR,missing_primary_light_source,10,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,11,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,12,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,13,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,14,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,15,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,16,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,17,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,18,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,19,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,20,1,1,1,8,<missing primary light source>
UCR,missing_primary_light_source,21,4,2,4,8,<missing primary light source>
UCR,missing_primary_light_source,22,26,7,26,8,<missing primary light source>
UCR,missing_primary_light_source,23,54,13,54,8,<missing primary light source>
