frame_id,run_id,placement,placement_label,metric_id,instrument_id,participants,participant_days,observations,sites,derivation_hours,domain,assessment,assessment_basis,evidence
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.997; skewness -0.109; excess kurtosis -0.334; maximum |standardized residual| 3.752; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.046; site residual-SD ratio 1.405; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000003
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.126; corCAR1 phi 0.000; slope change 0.007 h
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Participant influence,acceptable,Prespecified quantitative or identity rule,9 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.507
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.063 h
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Prepared-data sensitivity,not acceptable,Prespecified quantitative or identity rule,Registered fifth outcome is unavailable in the gap-timing-unaware artifact; the limitation is explicit
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MCTQ,149,547,547,8,12980.05,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Join and sample identity,acceptable,Prespecified quantitative or identity rule,150 participants; 549 participant-days; 549 observations; 8 sites; frame hash 1907b1e46384901f463be25c32a2f6c825a358de50139ec89478fffe2933eb1f
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 9; minimum within-site predictor range 2.300
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -2.773; maximum anchored departure 0.427 h
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.996; skewness -0.111; excess kurtosis -0.331; maximum |standardized residual| 3.763; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.046; site residual-SD ratio 1.413; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Convergence and Hessian,not acceptable,Prespecified quantitative or identity rule,4/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000012
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Singularity and variance,not acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 4/5 declared fits
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.125; corCAR1 phi 0.000; slope change -0.004 h
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Participant influence,acceptable,Prespecified quantitative or identity rule,11 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.334
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.106 h
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Prepared-data sensitivity,not acceptable,Prespecified quantitative or identity rule,Registered fifth outcome is unavailable in the gap-timing-unaware artifact; the limitation is explicit
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,chest,Chest,longest_period_midpoint,MEQ,150,549,549,8,13027.8,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Join and sample identity,acceptable,Prespecified quantitative or identity rule,153 participants; 896 participant-days; 896 observations; 8 sites; frame hash 7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.060
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -1.330; maximum anchored departure 0.176 h
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.980; skewness 0.346; excess kurtosis 1.471; maximum |standardized residual| 4.315; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.121; site residual-SD ratio 1.542; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000009
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.068; corCAR1 phi 0.041; slope change -0.000 h
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Participant influence,acceptable,Prespecified quantitative or identity rule,12 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.609
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.067 h
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,chest,Chest,m10_midpoint,MCTQ,153,896,896,8,20752.433333333334,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Join and sample identity,acceptable,Prespecified quantitative or identity rule,154 participants; 902 participant-days; 902 observations; 8 sites; frame hash a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.300
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -2.597; maximum anchored departure 0.333 h
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.981; skewness 0.333; excess kurtosis 1.479; maximum |standardized residual| 4.370; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.128; site residual-SD ratio 1.529; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000001
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.060; corCAR1 phi 0.049; slope change -0.000 h
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Participant influence,acceptable,Prespecified quantitative or identity rule,9 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.432
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.077 h
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,chest,Chest,m10_midpoint,MEQ,154,902,902,8,20891.75,Multiplicity,acceptable,Prespecified quantitative or identity rule,Main and interaction tests reproduce complete five-member BH families
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Join and sample identity,acceptable,Prespecified quantitative or identity rule,153 participants; 825 participant-days; 825 observations; 8 sites; frame hash 00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.060
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -3.615; maximum anchored departure 0.147 h
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.990; skewness -0.029; excess kurtosis 2.230; maximum |standardized residual| 5.939; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.005; site residual-SD ratio 1.529; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000022
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.097; corCAR1 phi 0.009; slope change -0.000 h
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Participant influence,acceptable,Prespecified quantitative or identity rule,9 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.447
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.053 h
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MCTQ,153,825,825,8,19196.816666666666,Multiplicity,acceptable,Prespecified quantitative or identity rule,Adapted mean timing is outside F1-F4 by design; raw p-value only
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Questionnaire scoring,acceptable,Prespecified quantitative or identity rule,Pinned msf_sc/meq aggregates accepted under H09-G4; item-level reconstruction unavailable
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Join and sample identity,acceptable,Prespecified quantitative or identity rule,154 participants; 831 participant-days; 831 observations; 8 sites; frame hash 61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Site and instrument support,acceptable,Prespecified quantitative or identity rule,minimum site participants 10; minimum within-site predictor range 2.300
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Clock representation,acceptable,Prespecified quantitative or identity rule,Fixed outcome-specific linear clock support retained
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Chronotype linearity,acceptable,Prespecified quantitative or identity rule,spline AIC improvement -2.501; maximum anchored departure 0.335 h
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Response and residual distribution,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,Q-Q r 0.990; skewness -0.039; excess kurtosis 2.242; maximum |standardized residual| 5.972; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Residual heteroscedasticity,acceptable,Final author visual adjudication H09-002; quantitative screen retained as acceptable,"|Spearman(abs residual, fitted)| 0.007; site residual-SD ratio 1.524; quantitative screen acceptable; author visual adjudication H09-002 using Figure 3: acceptable"
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Convergence and Hessian,acceptable,Prespecified quantitative or identity rule,5/5 declared fits converged; 5/5 had a positive-definite Hessian; maximum optimizer gradient 0.000035
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Singularity and variance,acceptable,Prespecified quantitative or identity rule,isSingular(tolerance = 1e-4) false for 5/5 declared fits
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Fixed-effect rank,acceptable,Prespecified quantitative or identity rule,fixed-effect model matrices are full rank for 5/5 declared fits
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Temporal dependence,acceptable,Prespecified quantitative or identity rule,one-day residual correlation -0.093; corCAR1 phi 0.013; slope change 0.000 h
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Participant influence,acceptable,Prespecified quantitative or identity rule,11 DFBETA flags; 0 sign reversals; 0 material participant-deletion changes; maximum |DFBETA| 0.273
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Site influence,acceptable,Prespecified quantitative or identity rule,0 leave-site-out sign reversals; 0 material changes; maximum slope change 0.019 h
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Placement and common sample,acceptable,Prespecified quantitative or identity rule,"Near-eye and chest fits use separately fitted, exactly matched paired/common frames"
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Prepared-data sensitivity,acceptable,Prespecified quantitative or identity rule,All-available and exact primary/gap common-sample results are estimable
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,chest,Chest,mean_timing_above_250,MEQ,154,831,831,8,19336.133333333335,Multiplicity,acceptable,Prespecified quantitative or identity rule,Adapted mean timing is outside F1-F4 by design; raw p-value only
