"page","section","row","cell","old_text","new_text","baseline_page","baseline_sha256","candidate_sha256","label","found_in_complete_table"
"table_s2_part_03.html","tbody",5,10,"18:45 (17:02, 19:38) 18:23 ± 02:15 N=17; d=89","18:45 (17:02, 19:38) 18:23 ± 02:15 N=17; d=89","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",5,11,"15:45 (13:20, 16:38) 15:22 ± 02:38 N=6; d=28","15:45 (13:20, 16:38) 15:22 ± 02:38 N=6; d=28","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",5,12,"15:54 (14:34, 17:25) 15:46 ± 02:13 N=15; d=66","15:54 (14:34, 17:25) 15:46 ± 02:13 N=15; d=66","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",5,13,"Circular clock","Circular clock","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",5,14,"Last light timing above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","Last light timing above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,1,"Mean timing of exposure above 250 lx melEDI Average bright-light timing; summarizes the phase of daily circadian stimulation.","Mean timing of exposure above 250 lx melEDI Average bright-light timing; summarizes the phase of daily circadian stimulation.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,2,"HH:MM clock time","HH:MM clock time","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,3,"13:29 (12:29, 14:39) 13:31 ± 01:52 N=141; d=742","13:29 (12:29, 14:39) 13:31 ± 01:52 N=141; d=742","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,4,"13:20 (12:29, 14:24) 13:21 ± 01:25 N=13; d=72","13:20 (12:29, 14:24) 13:21 ± 01:25 N=13; d=72","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,5,"13:52 (13:13, 15:06) 14:02 ± 01:41 N=13; d=71","13:52 (13:13, 15:06) 14:02 ± 01:41 N=13; d=71","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,6,"13:44 (12:28, 14:55) 13:51 ± 01:56 N=18; d=93","13:44 (12:28, 14:55) 13:51 ± 01:56 N=18; d=93","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,7,"13:17 (12:17, 14:31) 13:24 ± 01:45 N=26; d=138","13:17 (12:17, 14:31) 13:24 ± 01:45 N=26; d=138","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,8,"14:04 (12:58, 15:25) 14:09 ± 02:22 N=10; d=55","14:04 (12:58, 15:25) 14:09 ± 02:22 N=10; d=55","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,9,"13:43 (12:55, 14:29) 13:47 ± 01:33 N=23; d=117","13:43 (12:55, 14:29) 13:47 ± 01:33 N=23; d=117","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,10,"13:58 (12:54, 14:58) 14:04 ± 01:39 N=17; d=94","13:58 (12:54, 14:58) 14:04 ± 01:39 N=17; d=94","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,11,"11:30 (10:28, 12:38) 11:26 ± 01:36 N=6; d=31","11:30 (10:28, 12:38) 11:26 ± 01:36 N=6; d=31","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,12,"12:17 (11:04, 13:04) 12:11 ± 01:36 N=15; d=71","12:17 (11:04, 13:04) 12:11 ± 01:36 N=15; d=71","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,13,"Circular clock","Circular clock","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tbody",6,14,"Mean timing of exposure above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","Mean timing of exposure above 250 lx melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tfoot",1,1,"Median (25th percentile, 75th percentile), circular or arithmetic mean ± standard deviation, N=participants; d=participant-days with a finite value for that metric.","Median (25th percentile, 75th percentile), circular or arithmetic mean ± standard deviation, N=participants; d=participant-days with a finite value for that metric.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tfoot",2,1,"1 The brief meaning and relevance notes describe established physiological constructs; this descriptive table does not estimate individual health effects.","1 The brief meaning and relevance notes describe established physiological constructs; this descriptive table does not estimate individual health effects.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tfoot",3,1,"2 Scaling describes the distribution column only; printed values remain on their stated scale. Symlog uses base 10 with a linear region through 1 in the stated unit; Identity is linear; Circular clock unwraps values around the metric-specific clock centre.","2 Scaling describes the distribution column only; printed values remain on their stated scale. Symlog uses base 10 with a linear region through 1 in the stated unit; Identity is linear; Circular clock unwraps values around the metric-specific clock centre.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s2_part_03.html","tfoot",4,1,"3 Red lines indicate site medians. Symlog and circular-clock rows are transformed only for plotting.","3 Red lines indicate site medians. Symlog and circular-clock rows are transformed only for plotting.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_03.html","7880e7427aab84a0ebf85ea890d0ab9068e2bd8094c5996110be903785c00677","745cc2c6b391c7332c4a2dfbcf7ab1b0e3301345b8a7791df476c30a01781da8","Table_S2",TRUE
"table_s7_part_03.html","thead",1,1,"","","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",1,2,"Overall site FDR-adjusted p","Overall site FDR-adjusted p","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",1,3,"Photoperiod","Photoperiod","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",1,4,"Latitude","Latitude","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",1,5,"Site-versus-latitude FDR-adjusted p","Site-versus-latitude FDR-adjusted p","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",1,6,"Exact fitted sample","Exact fitted sample","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",2,1,"Photoperiod association (95% CI)","Photoperiod association (95% CI)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",2,2,"Photoperiod FDR-adjusted p","Photoperiod FDR-adjusted p","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",2,3,"Latitude association per 10° (95% CI)","Latitude association per 10° (95% CI)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","thead",2,4,"Latitude FDR-adjusted p","Latitude FDR-adjusted p","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",1,1,"Timing","Timing","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,1,"Midpoint of the brightest 10 hours","Midpoint of the brightest 10 hours","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,2,"<0.001","<0.001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,3,"0.05 [-0.05–0.15] h","0.05 [-0.05–0.15] h","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,4,"0.305","0.305","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,5,"0.19 [0.06–0.32] h","0.19 [0.06–0.32] h","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,6,"0.013","0.013","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,7,"0.010","0.010","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",2,8,"nparticipants = 141; nparticipant-days = 816","nparticipants = 141; nparticipant-days = 816","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,1,"Midpoint of the darkest 10 hours","Midpoint of the darkest 10 hours","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,2,"0.020","0.020","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,3,"-0.15 [-0.25–-0.05] h","-0.15 [-0.25–-0.05] h","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,4,"0.004","0.004","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,5,"0.12 [-0.00–0.24] h","0.12 [-0.00–0.24] h","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,6,"0.114","0.114","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,7,"0.043","0.043","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
"table_s7_part_03.html","tbody",3,8,"nparticipants = 141; nparticipant-days = 816","nparticipants = 141; nparticipant-days = 816","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s7_part_03.html","b6218a1af8a8aabcb7e8667e7e90bf0599c0a959c87fb7f087873ddb5c2c4535","947508c649ae016a7e8bf907d104cf979175cf7ea395025dc06af4eccd2df7b6","Table_S7",TRUE
