"label","part","cell","text"
"Table_S11a","tbody",28,"×0.895 (0.785–1.020) FDR-adjusted p = 0.362"
"Table_S11a","tbody",29,"×0.911 (0.797–1.043) FDR-adjusted p = 0.390"
"Table_S11a","tbody",30,"×0.831 (0.725–0.953) FDR-adjusted p = 0.169"
"Table_S11a","tbody",31,"Time above 250 lx melEDI during wake"
"Table_S11a","tbody",32,"×1.122 (1.006–1.252) FDR-adjusted p = 0.260"
"Table_S11a","tbody",33,"×0.907 (0.814–1.010) FDR-adjusted p = 0.351"
"Table_S11a","tbody",34,"×0.953 (0.852–1.065) FDR-adjusted p = 0.614"
"Table_S11a","tbody",35,"×0.946 (0.843–1.061) FDR-adjusted p = 0.586"
"Table_S11a","tbody",36,"Time below 10 lx melEDI before sleep"
"Table_S11a","tbody",37,"-0.005 h (-0.135–+0.124 h) FDR-adjusted p = 0.958"
"Table_S11a","tbody",38,"+0.052 h (-0.073–+0.177 h) FDR-adjusted p = 0.614"
"Table_S11a","tbody",39,"+0.028 h (-0.104–+0.159 h) FDR-adjusted p = 0.781"
"Table_S11a","tbody",40,"-0.031 h (-0.167–+0.105 h) FDR-adjusted p = 0.781"
"Table_S11a","tbody",41,"Time below 1 lx melEDI during sleep"
"Table_S11a","tbody",42,"Unfit for inference Estimate and p-values suppressed from the reader display"
"Table_S11a","tbody",43,"Unfit for inference Estimate and p-values suppressed from the reader display"
"Table_S11a","tbody",44,"Unfit for inference Estimate and p-values suppressed from the reader display"
"Table_S11a","tbody",45,"Unfit for inference Estimate and p-values suppressed from the reader display"
"Table_S11a","tbody",46,"Longest continuous period above 250 lx melEDI"
"Table_S11a","tbody",47,"×1.117 (1.007–1.238) FDR-adjusted p = 0.260"
"Table_S11a","tbody",48,"×0.924 (0.835–1.023) FDR-adjusted p = 0.375"
"Table_S11a","tbody",49,"×0.933 (0.840–1.037) FDR-adjusted p = 0.393"
"Table_S11a","tbody",50,"×0.945 (0.847–1.053) FDR-adjusted p = 0.557"
"Table_S11a","tfoot",1,"Associations are reported per one participant-level SD of the LEBA score with 95% CIs. FDR-adjusted p is bold only at alpha = 0.050 across all 68 tests. Sleep-environment cells are unfit for inference and suppressed."
"Table_S11b","thead",1,""
"Table_S11b","thead",2,"F2"
"Table_S11b","thead",3,"F3"
"Table_S11b","thead",4,"F4"
"Table_S11b","thead",5,"F5"
"Table_S11b","tbody",1,"Midpoint of the brightest 10 hours"
"Table_S11b","tbody",2,"+0.049 h (-0.132–+0.229 h) FDR-adjusted p = 0.747"
"Table_S11b","tbody",3,"+0.133 h (-0.042–+0.309 h) FDR-adjusted p = 0.375"
"Table_S11b","tbody",4,"+0.030 h (-0.153–+0.213 h) FDR-adjusted p = 0.868"
"Table_S11b","tbody",5,"-0.083 h (-0.270–+0.105 h) FDR-adjusted p = 0.601"
"Table_S11b","tbody",6,"Midpoint of the darkest 10 hours"
"Table_S11b","tbody",7,"-0.136 h (-0.317–+0.044 h) FDR-adjusted p = 0.375"
"Table_S11b","tbody",8,"+0.080 h (-0.097–+0.258 h) FDR-adjusted p = 0.594"
"Table_S11b","tbody",9,"-0.020 h (-0.204–+0.164 h) FDR-adjusted p = 0.935"
"Table_S11b","tbody",10,"+0.132 h (-0.056–+0.320 h) FDR-adjusted p = 0.379"
"Table_S11b","tbody",11,"Mean timing of exposure above 250 lx melEDI"
"Table_S11b","tbody",12,"+0.020 h (-0.152–+0.192 h) FDR-adjusted p = 0.935"
"Table_S11b","tbody",13,"+0.086 h (-0.081–+0.253 h) FDR-adjusted p = 0.558"
"Table_S11b","tbody",14,"-0.097 h (-0.267–+0.074 h) FDR-adjusted p = 0.510"
"Table_S11b","tbody",15,"-0.166 h (-0.339–+0.008 h) FDR-adjusted p = 0.301"
"Table_S11b","tbody",16,"First light timing above 250 lx melEDI"
"Table_S11b","tbody",17,"-0.219 h (-0.489–+0.052 h) FDR-adjusted p = 0.362"
"Table_S11b","tbody",18,"+0.324 h (+0.062–+0.585 h) FDR-adjusted p = 0.179"
"Table_S11b","tbody",19,"+0.019 h (-0.252–+0.291 h) FDR-adjusted p = 0.958"
"Table_S11b","tbody",20,"-0.097 h (-0.380–+0.185 h) FDR-adjusted p = 0.679"
"Table_S11b","tbody",21,"Last light timing above 250 lx melEDI"
"Table_S11b","tbody",22,"+0.308 h (+0.043–+0.573 h) FDR-adjusted p = 0.202"
"Table_S11b","tbody",23,"-0.066 h (-0.328–+0.196 h) FDR-adjusted p = 0.760"
"Table_S11b","tbody",24,"-0.011 h (-0.280–+0.259 h) FDR-adjusted p = 0.958"
"Table_S11b","tbody",25,"-0.081 h (-0.361–+0.200 h) FDR-adjusted p = 0.743"
"Table_S11b","tbody",26,"melEDI dose"
"Table_S11b","tbody",27,"×1.278 (1.079–1.514) FDR-adjusted p = 0.124"
"Table_S11b","tbody",28,"×0.885 (0.748–1.048) FDR-adjusted p = 0.379"
"Table_S11b","tbody",29,"×0.872 (0.732–1.038) FDR-adjusted p = 0.375"
"Table_S11b","tbody",30,"×0.881 (0.736–1.054) FDR-adjusted p = 0.379"
"Table_S11b","tbody",31,"Melanopic daylight efficacy ratio"
"Table_S11b","tbody",32,"+0.004 (-0.011–+0.019) FDR-adjusted p = 0.747"
"Table_S11b","tbody",33,"-0.004 (-0.019–+0.011) FDR-adjusted p = 0.747"
"Table_S11b","tbody",34,"-0.010 (-0.026–+0.005) FDR-adjusted p = 0.380"
"Table_S11b","tbody",35,"-0.020 (-0.035–-0.004) FDR-adjusted p = 0.169"
"Table_S11b","tfoot",1,"Associations are reported per one participant-level SD of the LEBA score with 95% CIs. FDR-adjusted p is bold only at alpha = 0.050 across all 68 tests. Sleep-environment cells are unfit for inference and suppressed."
"Table_S12","thead",1,"Metric"
"Table_S12","thead",2,"Scale"
"Table_S12","thead",3,"Association per VLSQ-8 SD (95% CI)"
"Table_S12","thead",4,"FDR-adjusted p"
"Table_S12","thead",5,"Participants / participant-days / sites"
"Table_S12","tbody",1,"Mean melEDI"
"Table_S12","tbody",2,"Ratio (percentage change)"
"Table_S12","tbody",3,"×0.915 (0.811–1.031)"
"Table_S12","tbody",4,"0.221"
"Table_S12","tbody",5,"141 / 816 / 9"
"Table_S12","tbody",6,"Brightest 10 h mean"
"Table_S12","tbody",7,"Ratio (percentage change)"
"Table_S12","tbody",8,"×0.851 (0.716–1.013)"
"Table_S12","tbody",9,"0.160"
"Table_S12","tbody",10,"141 / 816 / 9"
"Table_S12","tbody",11,"Darkest 10 h mean"
"Table_S12","tbody",12,"Ratio (percentage change)"
"Table_S12","tbody",13,"×1.024 (0.934–1.123)"
"Table_S12","tbody",14,"0.689"
"Table_S12","tbody",15,"141 / 816 / 9"
"Table_S12","tbody",16,"Time above 1,000 lx melEDI"
"Table_S12","tbody",17,"Ratio (percentage change)"
"Table_S12","tbody",18,"×0.876 (0.765–1.002)"
"Table_S12","tbody",19,"0.160"
"Table_S12","tbody",20,"141 / 816 / 9"
"Table_S12","tbody",21,"Time above 250 lx melEDI during wake"
"Table_S12","tbody",22,"Ratio (percentage change)"
"Table_S12","tbody",23,"×0.900 (0.806–1.005)"
"Table_S12","tbody",24,"0.160"
"Table_S12","tbody",25,"141 / 737 / 9"
"Table_S12","tbody",26,"Time below 10 lx melEDI before sleep"
"Table_S12","tbody",27,"Difference in hours"
"Table_S12","tbody",28,"+0.063 h (-0.062–+0.188 h)"
"Table_S12","tbody",29,"0.422"
"Table_S12","tbody",30,"139 / 655 / 9"
"Table_S12","tbody",31,"Time below 1 lx melEDI during sleep"
"Table_S12","tbody",32,"Ratio (percentage change)"
"Table_S12","tbody",33,"×0.998 (0.964–1.033)"
"Table_S12","tbody",34,"0.903"
"Table_S12","tbody",35,"141 / 778 / 9"
"Table_S12","tbody",36,"Longest continuous period above 250 lx melEDI"
"Table_S12","tbody",37,"Ratio (percentage change)"
"Table_S12","tbody",38,"×0.917 (0.828–1.014)"
"Table_S12","tbody",39,"0.167"
"Table_S12","tbody",40,"141 / 816 / 9"
"Table_S12","tbody",41,"melEDI dose"
"Table_S12","tbody",42,"Ratio (percentage change)"
"Table_S12","tbody",43,"×0.846 (0.716–0.999)"
"Table_S12","tbody",44,"0.160"
"Table_S12","tbody",45,"141 / 761 / 9"
"Table_S12","tfoot",1,"Associations compare scores separated by one participant-level SD (5.540 VLSQ-8 points). The hour-scale row is an absolute difference; ratio rows can be read as percentage changes. Intervals are two-sided 95% Wald CIs. FDR adjustment is across all nine metrics; adjusted p-values would be bold at 0.050."
"Table_S13","thead",1,"Metric"
"Table_S13","thead",2,"Instrument"
"Table_S13","thead",3,"Signed association, h (95% CI)"
"Table_S13","thead",4,"FDR-adjusted p"
"Table_S13","thead",5,"Fitted sample: participants / days / observations / hours / sites"
"Table_S13","tbody",1,"Midpoint of the brightest 10 hours"
"Table_S13","tbody",2,"MCTQ MSFsc"
"Table_S13","tbody",3,"+0.205 (+0.045 to +0.366)"
"Table_S13","tbody",4,"0.017"
"Table_S13","tbody",5,"140 / 810 / 810 / 18711.7 h / 9"
"Table_S13","tbody",6,"Midpoint of the brightest 10 hours"
"Table_S13","tbody",7,"MEQ"
"Table_S13","tbody",8,"-0.278 (-0.451 to -0.105)"
"Table_S13","tbody",9,"0.002"
"Table_S13","tbody",10,"141 / 816 / 816 / 18851.0 h / 9"
"Table_S13","tbody",11,"Midpoint of the darkest 10 hours"
"Table_S13","tbody",12,"MCTQ MSFsc"
"Table_S13","tbody",13,"+0.276 (+0.118 to +0.435)"
"Table_S13","tbody",14,"0.003"
"Table_S13","tbody",15,"140 / 810 / 810 / 18711.7 h / 9"
"Table_S13","tbody",16,"Midpoint of the darkest 10 hours"
"Table_S13","tbody",17,"MEQ"
"Table_S13","tbody",18,"-0.314 (-0.487 to -0.142)"
"Table_S13","tbody",19,"0.001"
"Table_S13","tbody",20,"141 / 816 / 816 / 18851.0 h / 9"
"Table_S13","tbody",21,"First light timing above 250 lx melEDI"
"Table_S13","tbody",22,"MCTQ MSFsc"
"Table_S13","tbody",23,"+0.381 (+0.146 to +0.616)"
"Table_S13","tbody",24,"0.003"
"Table_S13","tbody",25,"139 / 722 / 722 / 16716.3 h / 9"
"Table_S13","tbody",26,"First light timing above 250 lx melEDI"
"Table_S13","tbody",27,"MEQ"
"Table_S13","tbody",28,"-0.444 (-0.699 to -0.189)"
"Table_S13","tbody",29,"0.001"
"Table_S13","tbody",30,"140 / 727 / 727 / 16832.5 h / 9"
"Table_S13","tbody",31,"Last light timing above 250 lx melEDI"
"Table_S13","tbody",32,"MCTQ MSFsc"
"Table_S13","tbody",33,"-0.025 (-0.264 to +0.214)"
"Table_S13","tbody",34,"0.811"
"Table_S13","tbody",35,"140 / 683 / 683 / 15900.8 h / 9"
"Table_S13","tbody",36,"Last light timing above 250 lx melEDI"
"Table_S13","tbody",37,"MEQ"
"Table_S13","tbody",38,"+0.029 (-0.236 to +0.294)"
"Table_S13","tbody",39,"0.814"
"Table_S13","tbody",40,"141 / 687 / 687 / 15995.0 h / 9"
"Table_S13","tbody",41,"Midpoint of the longest continuous period above 250 lx melEDI"
"Table_S13","tbody",42,"MCTQ MSFsc"
"Table_S13","tbody",43,"+0.161 (-0.113 to +0.434)"
"Table_S13","tbody",44,"0.284"
"Table_S13","tbody",45,"131 / 478 / 478 / 11325.5 h / 9"
"Table_S13","tbody",46,"Midpoint of the longest continuous period above 250 lx melEDI"
"Table_S13","tbody",47,"MEQ"
"Table_S13","tbody",48,"-0.228 (-0.521 to +0.064)"
"Table_S13","tbody",49,"0.135"
"Table_S13","tbody",50,"132 / 482 / 482 / 11419.8 h / 9"
"Table_S13","tfoot",1,"MCTQ associations are per one-hour later MSFsc; MEQ associations are per 10 points greater morning preference. Positive associations indicate later timing and negative associations earlier. Intervals are 95% Wald CIs. FDR-adjusted p-values are bold when FDR-adjusted p < 0.050 within the instrument-specific five-outcome family."
"Table_S14","thead",1,"Placement and role"
"Table_S14","thead",2,"Predictor"
"Table_S14","thead",3,"Metric"
"Table_S14","thead",4,"Practical association (95% CI)"
"Table_S14","thead",5,"FDR-adjusted p"
"Table_S14","thead",6,"Sample"
"Table_S14","tbody",1,"Near eye (primary)"
"Table_S14","tbody",2,"Age, per 10 years"
"Table_S14","tbody",3,"Brightest 10 h mean"
"Table_S14","tbody",4,"1.31× (1.09–1.58)"
"Table_S14","tbody",5,"0.018"
"Table_S14","tbody",6,"141 participants; 816 participant-days/observations"
"Table_S14","tbody",7,"Near eye (primary)"
"Table_S14","tbody",8,"Age, per 10 years"
"Table_S14","tbody",9,"Time above 1,000 lx melEDI"
"Table_S14","tbody",10,"1.27× (1.11–1.45)"
"Table_S14","tbody",11,"0.009"
"Table_S14","tbody",12,"141 participants; 816 participant-days/observations"
"Table_S14","tbody",13,"Near eye (primary)"
"Table_S14","tbody",14,"Age, per 10 years"
"Table_S14","tbody",15,"melEDI dose"
"Table_S14","tbody",16,"1.31× (1.09–1.56)"
"Table_S14","tbody",17,"0.018"
"Table_S14","tbody",18,"141 participants; 761 participant-days/observations"
"Table_S14","tbody",19,"Chest (complementary)"
"Table_S14","tbody",20,"Age, per 10 years"
"Table_S14","tbody",21,"Mean melEDI"
"Table_S14","tbody",22,"1.16× (1.04–1.30)"
"Table_S14","tbody",23,"0.017"
"Table_S14","tbody",24,"154 participants; 902 participant-days/observations"
"Table_S14","tbody",25,"Chest (complementary)"
"Table_S14","tbody",26,"Age, per 10 years"
"Table_S14","tbody",27,"Brightest 10 h mean"
"Table_S14","tbody",28,"1.35× (1.15–1.57)"
"Table_S14","tbody",29,"<0.001"
"Table_S14","tbody",30,"154 participants; 902 participant-days/observations"
"Table_S14","tbody",31,"Chest (complementary)"
"Table_S14","tbody",32,"Age, per 10 years"
"Table_S14","tbody",33,"Time above 1,000 lx melEDI"
"Table_S14","tbody",34,"1.31× (1.18–1.46)"
"Table_S14","tbody",35,"<0.001"
"Table_S14","tbody",36,"154 participants; 902 participant-days/observations"
"Table_S14","tbody",37,"Chest (complementary)"
"Table_S14","tbody",38,"Age, per 10 years"
"Table_S14","tbody",39,"Time above 250 lx melEDI during wake"
"Table_S14","tbody",40,"1.16× (1.06–1.26)"
"Table_S14","tbody",41,"0.004"
"Table_S14","tbody",42,"154 participants; 818 participant-days/observations"
"Table_S14","tbody",43,"Chest (complementary)"
"Table_S14","tbody",44,"Age, per 10 years"
"Table_S14","tbody",45,"Longest continuous period above 250 lx melEDI"
"Table_S14","tbody",46,"1.18× (1.09–1.27)"
"Table_S14","tbody",47,"<0.001"
"Table_S14","tbody",48,"154 participants; 902 participant-days/observations"
"Table_S14","tbody",49,"Chest (complementary)"
"Table_S14","tbody",50,"Age, per 10 years"
"Table_S14","tbody",51,"melEDI dose"
"Table_S14","tbody",52,"1.40× (1.21–1.61)"
"Table_S14","tbody",53,"<0.001"
"Table_S14","tbody",54,"154 participants; 851 participant-days/observations"
"Table_S14","tbody",55,"Chest (complementary)"
"Table_S14","tbody",56,"Measured biological sex, Female minus Male"
"Table_S14","tbody",57,"Mean melEDI"
"Table_S14","tbody",58,"0.74× (0.60–0.92)"
"Table_S14","tbody",59,"0.048"
"Table_S14","tbody",60,"154 participants; 902 participant-days/observations"
"Table_S14","tbody",61,"Chest (complementary)"
"Table_S14","tbody",62,"Measured biological sex, Female minus Male"
"Table_S14","tbody",63,"Darkest 10 h mean"
"Table_S14","tbody",64,"0.76× (0.65–0.90)"
"Table_S14","tbody",65,"0.016"
"Table_S14","tbody",66,"154 participants; 902 participant-days/observations"
"Table_S14","tfoot",1,"Associations are site-adjusted estimates per 10-year age increase or Female minus Male. Ratios are back-transformed to the practical scale. Each FDR-adjusted p-value belongs to its sensor-position- and predictor-specific complete 17-test family; bold values meet the FDR-adjusted p < 0.050 rule. Samples give the exact fitted participants and participant-day observations for these retained daily-response results."
"Table_S15","thead",1,""
"Table_S15","thead",2,"Role"
"Table_S15","thead",3,"Test"
"Table_S15","thead",4,"F statistic"
"Table_S15","thead",5,"Numerator df"
"Table_S15","thead",6,"Denominator df"
"Table_S15","thead",7,"Raw p"
"Table_S15","thead",8,"FDR-adjusted p"
"Table_S15","thead",9,"Support"
"Table_S15","tbody",1,"Near eye"
"Table_S15","tbody",2,"Primary"
"Table_S15","tbody",3,"Complete Female-minus-Male 24-hour curve"
"Table_S15","tbody",4,"20.946"
"Table_S15","tbody",5,"9.692"
"Table_S15","tbody",6,"131"
"Table_S15","tbody",7,"0.028"
"Table_S15","tbody",8,"0.028"
"Table_S15","tbody",9,"Supported"
"Table_S15","tbody",10,"Chest"
"Table_S15","tbody",11,"Complementary"
"Table_S15","tbody",12,"Complete Female-minus-Male 24-hour curve"
"Table_S15","tbody",13,"4.876"
"Table_S15","tbody",14,"1.003"
"Table_S15","tbody",15,"152"
"Table_S15","tbody",16,"0.029"
"Table_S15","tbody",17,"0.029"
"Table_S15","tbody",18,"Supported"
"Table_S15","tfoot",1,"Primary near-eye fitted sample: 141 participants, 816 participant-days, 37,756 30-minute observations, and 9 sites. Complementary chest fitted sample: 154 participants, 902 participant-days, 41,842 30-minute observations, and 8 sites."
"Table_S15","tfoot",2,"Each row is one joint complete-curve test. Raw p is bold at raw p < 0.050; FDR-adjusted p is bold independently at adjusted p < 0.050. Each labelled global family contains one test, so the stored raw and adjusted values coincide."
