"package","static_detected","static_source_count","static_sources","declared_require","declared_version","base_package","dependency_policy","runtime_required","explicit_lock_expected","policy_rationale","installed_version","installed_built","installed_library","installed_repository","installed_remote_type","installed_remote_host","installed_remote_repo","installed_remote_ref","installed_remote_sha","lock_version","lock_source","lock_repository","lock_remote_type","lock_remote_host","lock_remote_repo","lock_remote_ref","lock_remote_sha","installed","locked","lock_expected","version_equal","scanner_false_positive_confirmed","reconciliation_status","source_metadata_status"
"minqa",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.8","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:28 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","minqa","1.2.8","1.2.8","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"mirai",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.7.1","R 4.6.1; ; 2026-07-29 20:28:21 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","mirai","2.7.1","2.7.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"modelbased",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.16.0","R 4.6.1; ; 2026-06-30 16:43:20 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","modelbased","0.16.0","0.16.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"modelr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.1.11","R 4.6.0; ; 2026-07-28 21:08:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","modelr","0.1.11","0.1.11","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"mvnfast",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.2.8","R 4.6.0; aarch64-apple-darwin20; 2026-07-27 10:59:57 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","mvnfast","0.2.8","0.2.8","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"mvtnorm",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.4-1","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","mvtnorm","1.4-1","1.4-1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"nanonext",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.10.0","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","nanonext","1.10.0","1.10.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"nlme",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","3.1-168","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:16 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","nlme","3.1-168","3.1-168","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"nloptr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.2.1","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:05 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","nloptr","2.2.1","2.2.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"nnet",TRUE,4,"RQ2_chest.qmd;RQ2.qmd","","",FALSE,"",FALSE,FALSE,"","7.3-20","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:07 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","7.3-20","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"numDeriv",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2016.8-1.1","R 4.6.0; ; 2026-07-28 21:02:52 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","numDeriv","2016.8-1.1","2016.8-1.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"openssl",TRUE,12,"audit/scripts/compare_preparation04_baseline.R;audit/scripts/finalize_preparation04_reconciliation.R;scripts/pipeline/build_base_model_data.R;scripts/pipeline/build_h01_model_data.R;scripts/pipeline/h01_model_data.R;scripts/pipeline/paths_io.R;scripts/pipeline/reconcile_pinned_download_hashes.R;scripts/pipeline/verify_base_model_data_artifacts.R;tests/test_mder_support_gate.R;tests/test_paths_io.R;tests/test_tum_exercise_source_transition.R;tests/test_verify_import_alignment_artifacts.R","","",FALSE,"",FALSE,FALSE,"","2.4.2","R 4.6.0; aarch64-apple-darwin23; 2026-06-09 16:28:40 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","openssl","2.4.2","2.4.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ordinal",TRUE,2,"RQ2_chest.qmd;RQ2.qmd","","",FALSE,"",FALSE,FALSE,"","2025.12-29","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:23 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","ordinal","2025.12-29","2025.12-29","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"otel",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.2.0","R 4.6.0; ; 2026-04-25 15:39:31 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","otel","0.2.0","0.2.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"paletteer",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.7.0","R 4.6.0; ; 2026-04-26 11:14:17 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","paletteer","1.7.0","1.7.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"parallel",TRUE,2,"scripts/hypotheses/H01/h01_modeling.R;scripts/hypotheses/H01/run_h01_models.R","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:52 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"parallelly",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.48.0","R 4.6.1; aarch64-apple-darwin23; 2026-06-29 17:11:51 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","parallelly","1.48.0","1.48.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"parameters",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.29.2","R 4.6.1; ; 2026-06-29 03:03:42 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","parameters","0.29.2","0.29.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"patchwork",TRUE,12,"Descriptives.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/descriptives/plot_descriptive_figures.R;scripts/descriptives/plot_descriptive_replications.R;scripts/hypotheses/H01/h01_modeling.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/h02_figure4_pointwise.R","","",FALSE,"",FALSE,FALSE,"","1.3.2","R 4.6.0; ; 2026-04-29 21:37:03 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","patchwork","1.3.2","1.3.2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"pbkrtest",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.5.5","R 4.6.0; ; 2026-04-25 14:02:40 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","pbkrtest","0.5.5","0.5.5","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"performance",TRUE,13,"_explorative.qmd;metric_preparation.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/fitting.R;scripts/helpers.R;scripts/hypotheses/H01/h01_modeling.R;tests/test_environment_smoke.R","","",FALSE,"",FALSE,FALSE,"","0.17.1","R 4.6.1; ; 2026-06-30 16:43:27 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","performance","0.17.1","0.17.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"pillar",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.11.1","R 4.6.0; ; 2026-04-25 11:14:26 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","pillar","1.11.1","1.11.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"pkgconfig",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.0.3","R 4.6.0; ; 2026-07-28 21:02:51 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","pkgconfig","2.0.3","2.0.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"plotfunctions",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.5","R 4.6.0; ; 2026-04-25 17:31:36 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","plotfunctions","1.5","1.5","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"plotly",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","4.12.1","R 4.6.1; ; 2026-07-22 07:14:25 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","plotly","4.12.1","4.12.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"plyr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.8.9","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:43:36 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","plyr","1.8.9","1.8.9","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"png",TRUE,1,"tests/descriptives/run_tests.R","","",FALSE,"",FALSE,FALSE,"","0.1-9","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:50:44 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","png","0.1-9","0.1-9","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"prettyunits",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.0","R 4.6.0; ; 2026-07-28 21:03:03 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","prettyunits","1.2.0","1.2.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"prismatic",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.1.2","R 4.6.0; ; 2026-04-25 15:59:08 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","prismatic","1.1.2","1.1.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"processx",TRUE,1,"scripts/environment/renv_status_timeout.R","","",FALSE,"",FALSE,FALSE,"","3.9.0","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:44 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","processx","3.9.0","3.9.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"progress",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.3","R 4.6.0; ; 2026-07-28 21:05:25 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","progress","1.2.3","1.2.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"promises",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.5.0","R 4.6.0; ; 2026-07-28 21:04:14 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","promises","1.5.0","1.5.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"proxy",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4-29","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:46:59 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","proxy","0.4-29","0.4-29","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ps",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.9.3","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:02:59 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","ps","1.9.3","1.9.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"purrr",TRUE,9,"notebooks/preparation/04_metric_derivation.qmd;scripts/helpers.R;scripts/hypotheses/H02/build_h02_model_data.R;scripts/pipeline/metric_derivation.R;scripts/pipeline/time_axes.R;tests/test_build_metric_derivation.R","","",FALSE,"",FALSE,FALSE,"","1.2.2","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 11:14:29 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","purrr","1.2.2","1.2.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"qgam",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.0.0","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:14:33 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","qgam","2.0.0","2.0.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"R6",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.6.1","R 4.6.0; ; 2026-07-28 21:02:33 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","R6","2.6.1","2.6.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ragg",TRUE,2,"scripts/descriptives/descriptive_contract.R;scripts/pipeline/prepared_day_showcase.R","","",FALSE,"",FALSE,FALSE,"","1.5.2","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:22:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","ragg","1.5.2","1.5.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rappdirs",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.3.4","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 09:27:56 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","rappdirs","0.3.4","0.3.4","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"rbibutils",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.4.1","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:42:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","rbibutils","2.4.1","2.4.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"RColorBrewer",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.1-3","R 4.6.0; ; 2026-07-28 21:02:53 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","RColorBrewer","1.1-3","1.1-3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"Rcpp",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.1.2","R 4.6.1; aarch64-apple-darwin23; 2026-07-05 10:40:15 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","Rcpp","1.1.2","1.1.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"RcppArmadillo",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","15.4.0-1","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:10 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","RcppArmadillo","15.4.0-1","15.4.0-1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"RcppEigen",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.3.4.0.2","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:40 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","RcppEigen","0.3.4.0.2","0.3.4.0.2","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"Rdpack",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.6.6","R 4.6.0; ; 2026-04-25 23:14:59 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","Rdpack","2.6.6","2.6.6","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"reactable",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4.5","R 4.6.0; ; 2026-06-17 19:36:51 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","reactable","0.4.5","0.4.5","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"reactR",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.6.1","R 4.6.0; ; 2026-06-17 18:50:54 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","reactR","0.6.1","0.6.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
