run_id,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",9,33,33,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",10,33,33,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",11,34,34,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",12,30,30,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",13,34,34,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",14,34,34,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",15,35,35,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",16,34,34,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",17,32,32,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",18,30,30,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",19,32,32,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",20,33,33,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",21,33,33,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",22,34,34,13
gap_timing_unaware__glasses__all_available,THUAS,Work day,"Active (light, moderate, or vigorous exercise)",23,34,34,13
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),0,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),1,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),2,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),3,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),4,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),5,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),6,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),7,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),8,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),9,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),10,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),11,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),12,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),13,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),14,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),15,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),16,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),17,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),18,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),19,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),20,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),21,2,2,2
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),22,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,Sedentary (no reported exercise),23,3,3,3
gap_timing_unaware__glasses__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",19,14,14,9
gap_timing_unaware__glasses__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",20,13,13,10
gap_timing_unaware__glasses__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",21,13,13,9
gap_timing_unaware__glasses__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",22,13,13,9
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",0,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",1,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",2,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",3,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",4,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",5,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",6,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",7,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",8,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",9,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",10,19,19,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",11,19,19,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",12,19,19,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",13,18,18,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",14,18,18,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",15,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",16,19,19,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",17,18,18,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",18,16,16,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",19,18,18,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",20,18,18,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",21,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",22,20,20,8
gap_timing_unaware__glasses__all_available,TUM,Work day,"Active (light, moderate, or vigorous exercise)",23,19,19,8
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),0,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),1,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),2,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),3,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),4,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),5,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),6,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),7,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),8,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),9,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),10,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),13,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),14,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),15,9,9,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),16,9,9,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),17,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),18,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),19,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),20,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),21,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),22,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),23,10,10,5
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",0,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",1,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",2,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",3,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",4,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",5,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",6,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",7,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",8,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",9,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",10,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",11,15,15,8
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",12,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",13,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",14,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",15,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",16,16,16,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",17,16,16,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",18,14,14,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",19,16,16,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",20,16,16,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",21,17,17,9
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",22,15,15,8
gap_timing_unaware__glasses__all_available,TUM,Free day,"Active (light, moderate, or vigorous exercise)",23,15,15,8
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),0,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),1,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),2,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),3,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),4,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),5,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),6,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),7,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),8,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),9,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),10,12,12,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),11,12,12,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),12,11,11,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),13,11,11,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),14,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),15,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),16,12,12,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),17,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),18,13,13,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),19,12,12,7
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),20,11,11,6
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),21,12,12,6
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),22,12,12,6
gap_timing_unaware__glasses__all_available,TUM,Free day,Sedentary (no reported exercise),23,11,11,5
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),11,9,9,4
gap_timing_unaware__glasses__all_available,TUM,Work day,Sedentary (no reported exercise),12,9,9,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",0,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",1,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",2,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",3,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",4,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",5,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",6,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",7,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",8,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",9,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",10,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",11,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",12,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",13,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",14,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",15,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",17,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",18,4,4,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",19,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",20,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",21,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",22,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",23,6,6,4
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),0,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),1,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),2,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),3,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),4,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),5,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),6,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),7,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),8,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),9,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),10,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),11,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),12,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),13,11,11,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),14,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),15,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),16,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),17,11,11,5
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),18,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),19,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),20,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),21,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),22,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Work day,Sedentary (no reported exercise),23,12,12,6
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),0,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),1,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),2,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),3,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),4,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),5,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),6,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),7,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),8,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),9,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),10,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),11,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),12,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),13,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),14,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),15,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),16,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),18,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),19,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),20,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),21,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),22,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),23,5,5,4
gap_timing_unaware__glasses__all_available,UCR,Work day,"Active (light, moderate, or vigorous exercise)",16,5,5,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",0,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",1,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",2,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",3,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",4,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",5,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",6,2,2,2
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",7,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",8,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",9,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",10,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",11,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",12,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",13,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",14,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",15,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",16,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",17,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",18,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",19,2,2,2
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",20,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",21,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",22,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,"Active (light, moderate, or vigorous exercise)",23,3,3,3
gap_timing_unaware__glasses__all_available,UCR,Free day,Sedentary (no reported exercise),17,4,4,3
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",0,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",1,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",2,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",3,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",4,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",5,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",6,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",7,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",8,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",9,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",10,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",11,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",12,35,35,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",13,35,35,14
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",14,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",15,33,33,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",16,32,32,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",17,30,30,13
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",18,33,33,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",19,34,34,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",20,34,34,14
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",21,34,34,14
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",22,35,35,15
gap_timing_unaware__chest__all_available,BAUA,Work day,"Active (light, moderate, or vigorous exercise)",23,36,36,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",0,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",1,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",2,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",3,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",4,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",5,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",6,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",7,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",8,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",9,28,28,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",10,27,27,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",11,26,26,14
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",12,27,27,15
gap_timing_unaware__chest__all_available,BAUA,Free day,"Active (light, moderate, or vigorous exercise)",14,27,27,15
