"index","kind","style","text","text_chars","drawings","drawing_alt","drawing_width_in","drawing_height_in","direct_spacing","direct_line_rule","keep_next","keep_lines","page_before","has_keep_next","has_keep_lines","has_page_before","section","section_type","section_width","section_height","orientation","margin_top","margin_bottom"
502,"p","FirstParagraph","Non-S5 display-integration preview. The historical Brown Figure S5 and existing Brown results are retained for context and are not updated or newly scientifically accepted here. The Brown li",436,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
503,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
504,"p","berschrift2","Study support and exposure definitions",38,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
505,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
506,"p","berschrift3","Supplementary Table S1. Descriptive sample flow",47,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
507,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
508,"p","","",0,1,"Supplementary Table S1, part 1 of 1",8.81777777777778,6.1999989063867,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
509,"p","Textkrper","Supplementary Table S1. Participant, participant-day, and one-minute observation counts across the roster, sensor-specific completeness and all-zero screens, final descriptive datasets, and ",324,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
510,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
511,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
512,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
513,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
514,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
515,"p","berschrift3","Supplementary Table S2. Full near-eye metric dictionary and distributions",73,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
516,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
517,"p","","",0,1,"Supplementary Table S2, part 1 of 3",15.2600688976378,8.9,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
518,"p","","",0,1,"Supplementary Table S2, part 2 of 3",15.55,7.5767104111986,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
519,"p","","",0,1,"Supplementary Table S2, part 3 of 3",15.55,7.72281824146982,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
520,"p","Textkrper","Supplementary Table S2. Definitions, exact support, median (interquartile range) summaries, and density displays for the 17 near-eye personal light-exposure metrics overall and by site. Valu",325,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
521,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","23810","16838","landscape","792","792"
522,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
523,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
524,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
525,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
526,"p","berschrift3","Supplementary Table S3. Descriptive recommendation-range fractions",66,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
527,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
528,"p","","",0,1,"Supplementary Table S3, part 1 of 1",7.61448053368329,6.2,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
529,"p","Textkrper","Supplementary Table S3. Fractions of valid near-eye minutes meeting each Brown et al. recommendation range, with explicit numerators and denominators. Daytime, Pre-sleep, and Sleep identify ",496,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
530,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
531,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
532,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
533,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
534,"p","berschrift3","Supplementary Figure S1. Near-eye metric distributions",54,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
535,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
536,"p","","",0,1,"Supplementary Figure S1",5.75,5.75,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
537,"p","Textkrper","Supplementary Figure S1. Detailed near-eye metric distributions by country-coded study site.",92,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
538,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
539,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
540,"p","berschrift3","Supplementary Figure S2. Worked metric derivation",49,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
541,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
542,"p","","",0,1,"Supplementary Figure S2",6.25,5.62498687664042,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
543,"p","Textkrper","Supplementary Figure S2. Examples linking 30-minute time series to the daily time-above-250-lx metric.",102,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
544,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
545,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
546,"p","berschrift3","Supplementary Figure S3. Latitude and civil-photoperiod measurement range",73,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
547,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
548,"p","","",0,1,"Supplementary Figure S3",4.4,4.4,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
549,"p","Textkrper","Supplementary Figure S3. Observed civil photoperiod and theoretical bounds by absolute latitude.",96,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
550,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
551,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
552,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
553,"p","berschrift2","Recommendation adherence",24,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
554,"p","FirstParagraph","Daytime, Pre-sleep, and Sleep identify the Brown et al. recommendation windows.",79,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
555,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
556,"p","berschrift3","Supplementary Figure S4. Site-average recommendation adherence",62,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
557,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
558,"p","","",0,1,"Supplementary Figure S4",6.25,3.72023731408574,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
559,"p","Textkrper","Supplementary Figure S4. Recommendation adherence in the Daytime, Pre-sleep and Sleep recommendation windows on Work and Free days. Points are equal-site average percentages of valid minutes",500,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
560,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
561,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
562,"p","berschrift3","Supplementary Figure S5. Site-specific adherence and day-type differences",73,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
563,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
564,"p","","",0,1,"Supplementary Figure S5",6.25,4.0946719160105,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
565,"p","Textkrper","Supplementary Figure S5. Site-specific recommendation adherence across Brown et al. recommendation windows. A, Work-day adherence, with diamonds identifying deviations from the window-specif",876,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
566,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
567,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
568,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
569,"p","berschrift3","Supplementary Table S4. Exploratory cross-window recommendation-adherence associations",86,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
570,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
571,"p","","",0,1,"Supplementary Table S4, part 1 of 2",10.55,5.18101268591426,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
572,"p","","",0,1,"Supplementary Table S4, part 2 of 2",10.55,5.60395231846019,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
573,"p","Textkrper","Supplementary Table S4. Exploratory within-participant and between-participant associations across Brown et al. recommendation windows. Results are percentage-point differences per 10 percen",498,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
574,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
575,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
576,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
577,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
578,"p","berschrift3","Supplementary Figure S6. Anonymous participant recommendation-adherence profiles",80,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
579,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
580,"p","","",0,1,"Supplementary Figure S6",6.25,4.00815179352581,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
581,"p","Textkrper","Supplementary Figure S6. Participant-average recommendation adherence across the Brown et al. recommendation windows. Daytime, Pre-sleep, and Sleep are the window labels. Each colored point ",633,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
582,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
583,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
584,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
585,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
586,"p","berschrift2","Daily architecture",18,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
587,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
588,"p","berschrift3","Supplementary Table S5. Near-eye fitted-curve dispersion and full-model R² allocation",85,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
589,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
590,"p","","",0,1,"Supplementary Table S5, part 1 of 1",10.55,4.6317071303587,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
591,"p","Textkrper","Supplementary Table S5. Near-eye fitted-curve dispersion and Shapley allocation of full-model in-sample R². Fitted-curve variation is in squared log10(melanopic EDI + 0.1 lx) prediction unit",573,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
592,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
593,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
594,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
595,"p","berschrift3","Supplementary Table S6. Chest fitted-curve dispersion and full-model R² allocation",82,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
596,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
597,"p","","",0,1,"Supplementary Table S6, part 1 of 1",10.55,4.6317071303587,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
598,"p","Textkrper","Supplementary Table S6. Complementary chest fitted-curve dispersion and Shapley allocation of full-model in-sample R². The quantities, bootstrap intervals and interpretation follow Supplemen",279,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
599,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
600,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
601,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
602,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
603,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
604,"p","berschrift2","Geographic and civil-photoperiod context",40,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
605,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
606,"p","berschrift3","Supplementary Figure S7. Geographic support and nonlinear photoperiod classifications",85,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
607,"p","Beschriftung","A",1,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
608,"p","","",0,1,"Supplementary Figure S7A",6.25,4.40476159230096,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
609,"p","Beschriftung","B",1,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
610,"p","","",0,1,"Supplementary Figure S7B",4.05,8.1,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
611,"p","Textkrper","Supplementary Figure S7. Geographic and civil-photoperiod associations across near-eye personal light-exposure metrics. A, Evidence retained after FDR adjustment for overall site, civil phot",556,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
612,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
613,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
614,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
615,"p","berschrift3","Supplementary Table S7. Geographic and photoperiod associations",63,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
616,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
617,"p","","",0,1,"Supplementary Table S7, part 1 of 3",10.55,6.05212051618548,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
618,"p","","",0,1,"Supplementary Table S7, part 2 of 3",10.55,5.94614938757655,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
619,"p","","",0,1,"Supplementary Table S7, part 3 of 3",7.2427635608049,6.2,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
620,"p","Textkrper","Supplementary Table S7. Overall-site, civil-photoperiod and absolute-latitude associations for the 17 near-eye personal light-exposure metrics. Each displayed p value is FDR-adjusted within ",342,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
621,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
622,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
623,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
624,"p","berschrift3","Supplementary Table S8. Nonlinear civil-photoperiod classifications",67,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
625,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
626,"p","","",0,1,"Supplementary Table S8, part 1 of 1",9.26899934383202,6.1999989063867,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
627,"p","Textkrper","Supplementary Table S8. Derivative-based classifications for nine near-eye personal light-exposure metrics across the observed civil-photoperiod range. A qualifying transition required the p",460,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
628,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
629,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
630,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
631,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
632,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
633,"p","berschrift2","Immediate environments and routines",35,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
634,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
635,"p","berschrift3","Supplementary Figure S8. Light-source category and local-clock pattern of near-eye melanopic EDI",96,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
636,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
637,"p","","",0,1,"Supplementary Figure S8, panels A-C",6.25,4.1269750656168,"","","0","","",TRUE,TRUE,FALSE,FALSE,"","","","","",""
638,"p","Beschriftung","Supplementary Figure S8 (continued)",35,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
639,"p","","",0,1,"Supplementary Figure S8, panel D",6.25,5.62831474190726,"","","","","",TRUE,TRUE,FALSE,FALSE,"","","","","",""
640,"p","Textkrper","Supplementary Figure S8. Near-eye light exposure by reported light source across time of day and study site. A–C, Exploratory time-of-day analysis. Panel A shows expected one-hour melanopic ",1042,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
641,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
642,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
643,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
644,"p","berschrift2","Hourly routine analyses",23,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
645,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
646,"p","berschrift3","Supplementary Figure S9. Paired sensor-position hourly associations",67,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
647,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
648,"p","","",0,1,"Supplementary Figure S9",6.25,4.41179461942257,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
649,"p","Textkrper","Supplementary Figure S9. Near-eye and complementary chest associations estimated separately for the same participants and participant-days. The sets of supported participant-hours differ bet",306,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
650,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
651,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
652,"p","berschrift3","Supplementary Figure S10. Free-versus-Work hourly timing",56,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
653,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
654,"p","","",0,1,"Supplementary Figure S10",4.43660542432196,5.35,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
655,"p","Textkrper","Supplementary Figure S10. Exploratory Free-versus-Work hourly fitted exposure and response-scale ratio curves with 95% confidence intervals and participant-hour support.",169,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
656,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
657,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
658,"p","berschrift3","Supplementary Figure S11. Active-versus-Sedentary hourly timing",63,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
659,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
660,"p","","",0,1,"Supplementary Figure S11",4.43660542432196,5.35,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
661,"p","Textkrper","Supplementary Figure S11. Exploratory Active-versus-Sedentary hourly fitted exposure and response-scale ratio curves with 95% confidence intervals and participant-hour support.",176,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
662,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
663,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
664,"p","berschrift3","Supplementary Figure S12. Site-specific hourly routine associations",67,0,"",,,"","","","","",TRUE,FALSE,TRUE,FALSE,"","","","","",""
665,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
666,"p","","",0,1,"Supplementary Figure S12",6.25,4.96326881014873,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
667,"p","Textkrper","Supplementary Figure S12. Site-specific estimates from the predictor-by-site interaction model. Filled and hollow points distinguish associations that did and did not meet the 0.050 criterio",501,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
668,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
669,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
670,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
671,"p","berschrift3","Supplementary Table S9. Participant-hour routine associations",61,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
672,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
673,"p","","",0,1,"Supplementary Table S9, part 1 of 1",10.55,2.1288178040245,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
674,"p","Textkrper","Supplementary Table S9. Common-association estimates from the participant-hour analysis of Free versus Work day, Active versus Sedentary daily activity status and each additional hour of pre",430,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
675,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
676,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
677,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
678,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
679,"p","berschrift2","Person-level findings",21,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
680,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
681,"p","berschrift3","Supplementary Table S10. Person-level evidence synthesis",56,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
682,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
683,"p","","",0,1,"Supplementary Table S10, part 1 of 2",10.55,5.7534842519685,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
684,"p","","",0,1,"Supplementary Table S10, part 2 of 2",10.55,5.9051990376203,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
685,"p","Textkrper","Supplementary Table S10. Summary of person-level results in the near-eye analyses. Each row identifies the analysis-specific FDR-correction set or decision structure applied to that result. ",621,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
686,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
687,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
688,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
689,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
690,"p","berschrift3","Supplementary Figure S13 and Table S11. Light-exposure behaviour and awareness",78,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
691,"p","FirstParagraph","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
692,"p","","",0,1,"Supplementary Figure S13",5.25,5.25,"","","","","0",TRUE,TRUE,TRUE,FALSE,"","","","","",""
693,"p","Textkrper","Supplementary Figure S13. Near-eye associations per one participant-level standard deviation of each Light Exposure Behaviour Assessment factor. None of the 68 tests retained FDR-adjusted su",372,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
694,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
695,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
696,"p","Beschriftung","Supplementary Table S11. Light-exposure behaviour and awareness",63,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
697,"p","","",0,1,"Supplementary Table S11, part 1 of 1",9.94444444444444,6.2,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
698,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
699,"p","Beschriftung","Supplementary Table S11 (continued).",36,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
700,"p","","",0,1,"Supplementary Table S11, part 1 of 1",10.55,5.48128390201225,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
