run_id,model_role,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants,residual_mean,residual_sd,fitted_mean,observed_mean,zero_fraction
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),0,25,25,13,-11.102303000949982,0.1758335412802206,123.59447963129858,0.15335873415983395,0.76
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),1,25,25,13,-11.115795510229745,0.18699879136979752,123.59447963129858,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),2,25,25,13,-11.115795510229745,0.18699879136979752,123.59447963129858,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),3,25,25,13,-11.115795510229745,0.18699879136979752,123.59447963129858,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),4,25,25,13,-11.115795510229745,0.18699879136979752,123.59447963129858,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),5,25,25,13,-11.115795510229745,0.18699879136979752,123.59447963129858,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),6,25,25,13,-11.115757423743501,0.18699443411252822,123.59447963129858,4.2416120041764265e-4,0.96
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),7,25,25,13,-10.92153963208785,0.4494396501289211,123.59447963129858,2.1449217482036067,0.44
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),8,25,25,13,-5.447747991142303,6.081710436102276,123.59447963129858,63.13807530628069,0.12
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),9,25,25,13,6.87575726633744,10.563805016895481,123.59447963129858,200.12204357385292,0.04
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),10,24,24,13,7.912790993556751,9.834465419637818,123.77342155192379,211.9959444262428,0.041666666666666664
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),11,24,24,13,10.292029502536625,10.66815415085721,123.77342155192379,238.48782174607487,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),12,25,25,13,11.744651484632033,7.848693529220497,123.59447963129858,254.04879838017072,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),13,25,25,13,13.190647728068107,10.970890407614021,123.59447963129858,269.9620250883352,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),14,25,25,13,48.0674573581092,87.00027025380899,123.59447963129858,658.7764075780925,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),15,24,24,13,16.3292194263134,25.6473703089694,123.77342155192379,305.6482803490497,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),16,24,24,13,19.44293614538788,39.555726523153695,123.75063947376758,340.06183313991977,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),17,24,24,13,8.75991037084121,12.735180359817875,123.75063947376758,220.89274909021128,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),18,25,25,13,-3.2828632722882043,9.727475886964717,123.59447963129858,87.06168061790325,0
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),19,24,24,12,-9.203694714690767,3.329940530178731,123.58821438746547,21.166635072581744,0.041666666666666664
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),20,23,23,11,-9.484857727105808,1.5491692886966613,123.0119994936622,17.843732509655407,0.08695652173913043
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),21,24,24,12,-9.362808727183559,2.096913793973381,123.58821438746547,19.43414635588551,0.08333333333333333
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),22,25,25,13,-10.154297955170971,1.560906768513294,123.59447963129858,10.71485772660456,0.2
employment_eligible__glasses__all_available,full,FUSPCEU,Work day,Sedentary (no reported exercise),23,25,25,13,-10.670109617897952,1.0214973553418925,123.59447963129858,4.9759534059033035,0.44
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),0,7,7,4,-7.430616037827819,0.17408973880178427,55.60918665943256,0.18552985701997057,0.2857142857142857
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),1,7,7,4,-7.451164271248378,0.14887597205708958,55.60918665943256,0.03525164442896085,0.8571428571428571
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),2,7,7,4,-7.455995538905963,0.14213859593634914,55.60918665943256,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),3,7,7,4,-7.455995538905963,0.14213859593634914,55.60918665943256,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),4,7,7,4,-7.455995538905963,0.14213859593634914,55.60918665943256,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),5,7,7,4,-7.455995538905963,0.14213859593634914,55.60918665943256,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),6,7,7,4,-7.455995538905963,0.14213859593634914,55.60918665943256,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),7,7,7,4,-7.455995538905963,0.14213859593634914,55.60918665943256,0,1
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),8,7,7,4,-7.444212102121988,0.13473935938331857,55.60918665943256,0.08914750966092587,0.7142857142857143
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),9,7,7,4,-4.115344148832475,8.67654050927855,55.60918665943256,25.278586479055512,0.2857142857142857
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),10,7,7,4,-5.331102839189746,3.276376360345078,55.60918665943256,16.14645743701947,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),11,7,7,4,1.8202732380260906,7.771942289575943,55.60918665943256,69.49874194646888,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),12,7,7,4,10.070347634721301,12.358078627262142,55.60918665943256,131.55395444235162,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),13,7,7,4,109.95793717255836,248.72040476465963,55.60918665943256,878.372080427948,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),14,7,7,4,8.489905803576812,7.271034056457681,55.60918665943256,119.10502982649639,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),15,7,7,4,7.3321051597824605,10.05310122635871,55.60918665943256,110.39274476444314,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),16,7,7,4,-1.1168128506492117,4.22103762600847,55.60918665943256,47.53048134824374,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),17,7,7,4,-0.8587985492984079,11.538024483647742,55.60918665943256,48.575618601397835,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),18,7,7,4,-6.31382098053341,1.6509331006631902,55.60918665943256,8.422459312910833,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),19,7,7,4,-6.656130905018139,1.0324733697499555,55.60918665943256,5.8903730269421075,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),20,7,7,4,-5.758345786646316,2.612047840742158,55.60918665943256,12.67570198311423,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),21,7,7,4,-4.8410542760907695,2.698107618119755,55.60918665943256,19.482283195772272,0
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),22,7,7,4,-5.004270583921724,2.7443653152319882,55.60918665943256,18.42113781133361,0.14285714285714285
employment_eligible__glasses__all_available,full,FUSPCEU,Free day,Sedentary (no reported exercise),23,7,7,4,-6.710763351664133,1.614922897555073,55.60918665943256,5.629447053689764,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",0,37,37,14,-10.557866822450936,1.1739465123459307,116.78445940802925,2.136998228239371,0.4594594594594595
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",1,38,38,14,-10.738684479505451,1.0995961979963234,117.02507702023485,0.2696447587786178,0.8157894736842105
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",2,38,38,14,-10.762978762279289,1.102428240631802,117.02507702023485,0,1
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",3,38,38,14,-10.762978762279289,1.102428240631802,117.02507702023485,0,1
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",4,38,38,14,-10.762978762279289,1.102428240631802,117.02507702023485,0,1
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",5,38,38,14,-10.762675192555921,1.102410628659873,117.02507702023485,0.0032868978612336404,0.9210526315789473
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",6,38,38,14,-10.682928301690877,1.1114767822494394,117.02507702023485,0.8741187856708221,0.5263157894736842
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",7,38,38,14,-10.085478814187617,1.5487873750312546,117.02507702023485,7.523146434490667,0.34210526315789475
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",8,38,38,14,-5.057259739250983,21.552880027325372,117.02507702023485,64.7385877044646,0.10526315789473684
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",9,36,36,14,-1.642758312703979,11.508005382741908,117.15405693845966,101.18528588858908,0.05555555555555555
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",10,37,37,14,8.936007570996994,54.313238852682176,116.65238994762241,216.6040793113494,0.02702702702702703
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",11,38,38,14,50.87631392034936,289.2408707806776,117.02507702023485,693.5190874296368,0.02631578947368421
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",12,38,38,14,16.99612114881679,54.77414221609531,117.02507702023485,302.64121559656695,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",13,37,37,14,15.174286769513772,41.45560415012487,117.68260135497066,285.10586108504054,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",14,36,36,14,12.269828084542738,31.605185769550342,116.22591062413112,250.43367873431714,0.027777777777777776
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",15,35,35,14,14.89973156221245,41.41893155315298,117.96687120456615,285.6731633896093,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",16,35,35,14,11.114975744852455,35.41641709310517,117.17444991211076,229.2310346092705,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",17,35,35,14,7.277003785908437,37.61374770048392,118.15722605148842,189.84326664561652,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",18,37,37,14,-5.042345869921757,8.852665833513585,118.22648344052752,60.35458011260182,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",19,35,35,14,-7.230844024928885,6.623989232580181,118.47139601794011,37.00681011464863,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",20,37,37,14,-8.704128299557587,4.075364843664418,116.65238994762241,21.478505893061147,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",21,36,36,14,-9.171600591505776,2.647994052256576,116.3113180104708,16.456656990191,0.05555555555555555
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",22,37,37,14,-9.803162345900017,1.6003519716800179,117.68260135497066,10.712409925991437,0.05405405405405406
employment_eligible__glasses__all_available,full,IZTECH,Work day,"Active (light, moderate, or vigorous exercise)",23,35,35,14,-10.309465012130916,1.2237676687972905,116.89817445239173,4.820432543597325,0.08571428571428572
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",0,18,18,10,-8.87853508280648,1.7165568718198423,88.87983449241877,4.527335113140888,0.3333333333333333
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",1,18,18,10,-9.052343313520636,1.8016487260145972,88.87983449241877,2.7730622953488107,0.6111111111111112
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",2,18,18,10,-9.087314098881302,1.8274610942610547,88.87983449241877,2.4084841856177293,0.9444444444444444
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",3,18,18,10,-9.387965943626547,0.850501820876265,88.87983449241877,0.031524536611460686,0.9444444444444444
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",4,18,18,10,-9.391953352538154,0.842923515160874,88.87983449241877,0,1
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",5,18,18,10,-9.391765413116634,0.8429299242748126,88.87983449241877,0.0017603162311234405,0.9444444444444444
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",6,18,18,10,-9.331575796053315,0.8629033319586159,88.87983449241877,0.5616944579932373,0.3888888888888889
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",7,18,18,10,-8.746783577783365,1.2359369748420854,88.87983449241877,5.941954797410383,0.2222222222222222
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",8,18,18,10,-7.784895427160314,1.875482631457463,88.87983449241877,14.890000080249886,0.1111111111111111
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",9,18,18,10,-5.734448255081088,3.483486447228304,88.87983449241877,34.16950323764198,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",10,17,17,10,0.15107252486168152,9.285213205166224,88.84355838933001,91.68803125272555,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",11,18,18,10,17.790443142523333,49.9212282908932,88.87983449241877,258.0441283779166,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",12,17,17,10,16.462864853581333,33.399160991546374,89.3861492646367,247.80924607125507,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",13,17,17,10,22.108019753461598,30.71885791679533,88.78598228610501,296.4532308523932,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",14,13,13,9,68.8951336799285,186.36781820397778,91.92425201689443,758.9021386775426,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",15,16,16,8,27.236200591337656,40.81695042115299,88.50397907009317,349.35386540389294,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",16,15,15,9,0.6693383996717092,11.47320746741147,87.4483276954316,89.99810244644803,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",17,18,18,10,0.2657865620978276,13.005368066703998,88.87983449241877,91.43951081042403,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",18,17,17,10,-2.9733366759029973,7.190867325144341,89.5460251258976,60.866065269958604,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",19,17,17,10,-5.120067058227704,7.10305005641431,89.5460251258976,41.89582022711371,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",20,17,17,10,-5.631251090080357,6.025405305127404,89.5460251258976,33.615889700598785,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",21,18,18,10,-6.60392043465613,3.6513641114059436,88.87983449241877,25.607576127838307,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",22,17,17,10,-7.440051165020831,2.6634493069034484,87.78573130058959,16.873653332945626,0.058823529411764705
employment_eligible__glasses__all_available,full,IZTECH,Free day,"Active (light, moderate, or vigorous exercise)",23,15,15,10,-8.644475025654309,1.5426388171539887,87.47023687284315,5.95265077889665,0.13333333333333333
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),0,24,24,11,-8.972551375400675,1.5205494136136388,101.47209286750872,11.338237822387722,0.2916666666666667
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),1,25,25,12,-9.460941380792685,1.005760659467131,100.58876436589541,5.841585761445213,0.56
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),2,25,25,12,-9.503241611780483,1.689813205391186,100.58876436589541,6.134722681626697,0.8
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),3,25,25,12,-9.50532277365844,1.7763921794879634,100.58876436589541,6.125164423435157,0.92
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),4,25,25,12,-9.84999848488326,0.9848645771193807,100.58876436589541,1.463847197870375,0.96
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),5,25,25,12,-9.923791710868556,1.1221704980628708,100.58876436589541,0.463512719064151,0.88
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),6,25,25,12,-9.388477776557833,1.9212845014828583,100.58876436589541,7.3522120807933264,0.6
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),7,25,25,12,-8.807121327642017,2.2382248037349606,100.58876436589541,12.893649692722565,0.36
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),8,25,25,12,-5.988075169254543,7.548729654627019,100.58876436589541,43.76430258220074,0.04
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),9,25,25,12,0.6126230848972029,14.768710308035349,100.58876436589541,110.94769054319525,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),10,25,25,12,5.783915711548765,22.866955447737674,100.58876436589541,157.25318426863637,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),11,24,24,11,6.512678769158216,19.56961990128396,101.47209286750872,167.42134889295244,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),12,24,24,11,29.000169959920644,60.208643085937325,101.47209286750872,411.75891600118257,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),13,25,25,12,32.19691410068426,79.46909433074826,100.58876436589541,412.26816888397315,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),14,25,25,12,15.626853304690735,35.273303051890714,100.58876436589541,248.93565318465042,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),15,25,25,12,16.820238465534878,31.35600986014844,100.58876436589541,264.756320499134,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),16,25,25,12,16.746549135984004,51.87813509008179,100.58876436589541,264.64870126018485,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),17,22,22,11,2.366136530700946,9.305298699014052,103.60880457617876,126.43252900685474,0.045454545454545456
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),18,24,24,12,-1.737415317138695,6.23604970383981,101.40546617748556,86.19160890781545,0.041666666666666664
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),19,24,24,12,-5.798033213097999,3.7807978017006603,101.40546617748556,41.795705611490845,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),23,23,23,12,-8.496162963250814,2.1151395129585917,100.01586397521963,14.248460018368212,0.043478260869565216
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),20,23,23,12,-7.138360873635066,3.5929638781572564,101.3815532534073,28.16254466511005,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),21,23,23,12,-7.396331816087862,3.5297334102311075,100.99822673045388,26.098917672371673,0
employment_eligible__glasses__all_available,full,IZTECH,Work day,Sedentary (no reported exercise),22,24,24,12,-8.026362832678265,1.9802372606570249,100.53181857150415,19.21615642283388,0.041666666666666664
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),0,15,15,11,-7.407083262815914,1.7086652160127767,71.39751754925229,8.910374750185515,0.3333333333333333
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),1,15,15,11,-7.911686697243986,1.3104154913874964,71.39751754925229,4.329743243150756,0.4666666666666667
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),2,15,15,11,-7.159560581822,2.758907903805271,71.39751754925229,10.874466949993597,0.6666666666666666
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),3,15,15,11,-8.278487237398247,1.031707912344188,71.39751754925229,0.9881975022940191,0.7333333333333333
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),4,15,15,11,-8.369535214089543,0.9764370404023412,71.39751754925229,0.23293307072300856,0.9333333333333333
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),5,15,15,11,-8.369195858276225,0.9757643319817465,71.39751754925229,0.2364954356420116,0.8666666666666667
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),6,15,15,11,-8.117872916555552,1.1260141697962698,71.39751754925229,2.4166593466061013,0.4666666666666667
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),7,15,15,11,-4.196633382440123,10.686722969814173,71.39751754925229,37.79177699355745,0.4
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),8,15,15,11,-1.7559464496629622,14.44024485389381,71.39751754925229,59.19738162114222,0.13333333333333333
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),9,15,15,11,-3.81360358397281,5.715401981001626,71.39751754925229,38.42818645875824,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),10,15,15,11,0.4480073307122567,8.463416724480375,71.39751754925229,74.55588367195458,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),11,15,15,11,2.4767862283798605,10.188071545259438,71.39751754925229,88.90628321302012,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),12,15,15,11,36.86839095733048,119.06689933874239,71.39751754925229,332.75384589885175,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),13,15,15,11,11.40307058225802,19.70726833747399,71.39751754925229,171.90080446134849,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),14,15,15,11,6.315998034029889,14.022843349314263,71.39751754925229,129.9773284844614,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),15,15,15,11,8.766613634124607,15.5227831024678,71.39751754925229,150.61535324442303,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),16,15,15,11,7.43951032504396,14.435070029811394,71.39751754925229,140.54899403069717,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),17,14,14,11,-1.7905497285348204,10.755978614280746,72.2573889648841,58.77603206430907,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),18,14,14,10,1.2862228429043991,10.460906971247924,71.58674456850433,84.17198437498577,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),19,14,14,11,1.424203844012758,13.889666636876521,73.08633892608148,83.59536780275161,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),20,15,15,11,-4.1888916374336045,4.847347936428166,71.39751754925229,36.68399307288702,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),21,13,13,9,-4.886287939171179,3.8822825034770436,72.3333478859108,31.098136991341025,0
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),22,15,15,11,-5.32139119691693,2.9154832159690645,71.39751754925229,26.05640585597663,0.06666666666666667
employment_eligible__glasses__all_available,full,IZTECH,Free day,Sedentary (no reported exercise),23,13,13,9,-5.442562273853251,2.9324472815139515,69.05219610920852,23.79692707110593,0.15384615384615385
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",0,6,6,4,-9.92865203441355,0.03405307988645132,98.71925201431627,0.07022768892214297,0.8333333333333334
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",1,6,6,4,-9.93573402488035,0.023014807872768838,98.71925201431627,0,1
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",2,6,6,4,-9.93573402488035,0.023014807872768838,98.71925201431627,0,1
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",3,6,6,4,-9.93573402488035,0.023014807872768838,98.71925201431627,0,1
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",4,6,6,4,-9.93573402488035,0.023014807872768838,98.71925201431627,0,1
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",5,6,6,4,-9.933969082249089,0.0232569552138148,98.71925201431627,0.01753487333189337,0.16666666666666666
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",6,6,6,4,-9.569021072625326,0.5458746732374572,98.71925201431627,3.640915667267337,0
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",7,6,6,4,32.149762585780515,46.37481818243541,98.71925201431627,418.0991029040789,0
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",8,6,6,4,7.401138881260472,18.122802301225683,98.71925201431627,172.3539878048415,0
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",9,6,6,4,49.84333058539983,117.29656695277833,98.71925201431627,595.071242330283,0
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",10,6,6,4,11.012907342706155,15.792123616039452,98.71925201431627,208.40554217750125,0
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",11,6,6,4,11.657042638361082,21.426742306622035,98.71925201431627,214.84297337344154,0
employment_eligible__glasses__all_available,full,UCR,Work day,"Active (light, moderate, or vigorous exercise)",12,6,6,4,19.928700450802374,38.46836139251785,98.71925201431627,296.60756868029887,0
