"document","hypothesis","type","label","source_line","caption","alt_text","source_qmd","render_path","artifact_path","source_data_hint","current_dimensions","current_style","proposed_role","polish_status","identifier_conforms"
"H06","H06","table","tbl-h06-exploratory-diary-associations",1280,"Exploratory one-at-a-time diary associations.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-exploratory-diary-associations",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H06","H06","figure","fig-h06-exploratory-day-type-time",1370,"Exploratory nonlinear day-type timing display: overlaid estimated curves, the complete response-scale free-day/work-day contrast, and participant-hour support. The other binary factor and all nine sites receive equal weight. A pointwise 95% CI applies at one displayed hour, not to the whole curve. Filled and hollow points distinguish intervals that exclude and include the null ratio of 1; this is not a multiplicity-controlled or simultaneous whole-curve test.","Three vertically aligned panels summarize exploratory near-eye melEDI by day type and local clock time. The top panel overlays work-day and free-day expected curves with pointwise 95% bands and dots at integer hours supported in all nine sites. The middle panel shows free day divided by work day with a dashed null line at ratio one; integer-hour points are filled when the pointwise interval excludes one and hollow when it includes one. The bottom panel shows available participant-hours for each day type at every integer hour.","notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#fig-h06-exploratory-day-type-time","artifacts/10_figures/H06/H06_reader_temporal_day_type.png",,"H06_reader_temporal_day_type.png: 2141 x 2582 px; 320.000 dpi","external raster/vector figure embedded with knitr","supplement: methods or sample context","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H06","H06","figure","fig-h06-exploratory-activity-time",1385,"Exploratory nonlinear activity timing display: overlaid estimated curves, the complete response-scale active/sedentary contrast, and participant-hour support. Work and free days and all nine sites receive equal weight. A pointwise 95% CI applies at one displayed hour, not to the whole curve. Filled and hollow points distinguish intervals that exclude and include the null ratio of 1; this is not a multiplicity-controlled or simultaneous whole-curve test.","Three vertically aligned panels summarize exploratory near-eye melEDI by activity status and local clock time. The top panel overlays sedentary and active expected curves with pointwise 95% bands and dots at integer hours supported in all nine sites. The middle panel shows active divided by sedentary with a dashed null line at ratio one; integer-hour points are filled when the pointwise interval excludes one and hollow when it includes one. The bottom panel shows available participant-hours for each activity status at every integer hour.","notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#fig-h06-exploratory-activity-time","artifacts/10_figures/H06/H06_reader_temporal_activity.png",,"H06_reader_temporal_activity.png: 2141 x 2582 px; 320.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H06","H06","table","tbl-h06-figure-readability-checks",1453,"Physical-size checks for all reader-facing H06 figures.",,"notebooks/hypotheses/H06.qmd","_build/nathealth/notebooks/hypotheses/H06.html#tbl-h06-figure-readability-checks",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","table","tbl-h07-response-specifications",696,"Response specification for each planned personal light-exposure metric.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-response-specifications",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","table","tbl-h07-near-samples",817,"Exact fitted near-eye sample for each personal light-exposure metric.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-near-samples",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","figure","fig-h07-near-smooth-derivative-pairs",836,"Primary near-eye associations with civil photoperiod. Each row pairs the fitted response-scale smooth (left) with its first derivative on the model scale (right). Grey ribbons are pointwise 95% confidence intervals; blue tail shading and a dashed transition line mark a qualifying transition and the sustained zero-compatible tail. Rugs show observed photoperiods.","Nine paired rows show near-eye metric values against civil photoperiod on the left and first derivatives on the right. Mean melEDI, brightest and darkest 10-hour means, time above 1,000 lx, time above 250 lx during wake, and melEDI dose change from a positive derivative to intervals containing zero through the recorded maximum. Pre-sleep and sleep low-light durations have no preceding detected increase, while the longest continuous period above 250 lx remains increasing at the recorded maximum.","notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#fig-h07-near-smooth-derivative-pairs","artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_near_eye.png",,"H07_revised_smooth_derivative_pairs_near_eye.png: 2430 x 4860 px; 270.000 dpi","external raster/vector figure embedded with knitr","proposed main H07 figure","highly polished; visually reviewed; small harmonization only",TRUE
"H07","H07","table","tbl-h07-near-results",856,"Primary near-eye qualifying-transition classifications and derivative estimates at the longest recorded photoperiod.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-near-results",,,"semantic HTML table; responsive width","semantic table generated in report chunk","proposed main H07 table","publication-formatted; retain semantic table styling",TRUE
"H07","H07","table","tbl-h07-chest-samples",883,"Exact fitted chest sample for each personal light-exposure metric.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-chest-samples",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","figure","fig-h07-chest-smooth-derivative-pairs",890,"Complementary chest associations with civil photoperiod. Each row pairs the fitted response-scale smooth (left) with its first derivative on the model scale (right). Grey ribbons are pointwise 95% confidence intervals; blue tail shading and a dashed transition line mark a qualifying transition and the sustained zero-compatible tail. Rugs show observed photoperiods.","Nine paired rows show chest metric values against civil photoperiod on the left and first derivatives on the right. Mean melEDI, darkest 10-hour mean, time above 1,000 lx, time above 250 lx during wake, time below 1 lx during sleep, the longest continuous period above 250 lx, and melEDI dose change from a positive derivative to intervals containing zero through the recorded maximum. Brightest 10-hour mean remains increasing at the maximum, and pre-sleep low-light duration has no preceding detected increase.","notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#fig-h07-chest-smooth-derivative-pairs","artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_chest.png",,"H07_revised_smooth_derivative_pairs_chest.png: 2430 x 4860 px; 270.000 dpi","external raster/vector figure embedded with knitr","supplement: complementary chest result","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H07","H07","table","tbl-h07-chest-results",905,"Complementary chest qualifying-transition classifications and derivative estimates at the longest recorded photoperiod.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-chest-results",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","table","tbl-h07-diagnostic-summary",931,"Summary of convergence, smooth-basis, temporal, overlap among nonlinear terms (concurvity), and residual model checks.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-diagnostic-summary",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H07","H07","table","tbl-h07-sensitivity-samples",1028,"Fitted sample sizes for the main data and metric-definition sensitivities. Ranges indicate metric-specific counts.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-sensitivity-samples",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","table","tbl-h07-sensitivity-classifications",1061,"Agreement of sensitivity qualifying-transition classifications with the reported pooled photoperiod analysis.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-sensitivity-classifications",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","table","tbl-h07-model-form-sensitivities",1097,"Qualifying-transition stability under broader photoperiod smooths and fixed site effects.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-model-form-sensitivities",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","table","tbl-h07-near-loso",1139,"Leave-one-site-out influence on primary near-eye qualifying-transition classifications.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-near-loso",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H07","H07","table","tbl-h07-chest-loso",1146,"Leave-one-site-out influence on complementary chest qualifying-transition classifications.",,"notebooks/hypotheses/H07.qmd","_build/nathealth/notebooks/hypotheses/H07.html#tbl-h07-chest-loso",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-metrics",350,"H08 light-exposure metrics, response specifications, and reported effect scales.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-metrics",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-formulas",394,"Exact evaluated Wilkinson formulas used in H08.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-formulas",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-families",495,"Complete H08 multiplicity families.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-families",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-primary-samples",527,"Exact primary-dataset fitted samples by metric and placement.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-primary-samples",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","figure","fig-h08-near-eye-effects",567,"Primary near-eye site-average associations between VLSQ-8 and nine personal light-exposure metrics. Effects compare scores separated by one participant-level SD. The upper panel is an absolute difference in hours for time below 10 lx melEDI before sleep; the lower panel shows ratios and corresponding percentage changes for eight log-link outcomes. Horizontal bars are 95% Wald CIs; none of the nine associations retained FDR-adjusted support.","Two separated forest-plot panels show nine primary near-eye site-average associations per VLSQ-8 standard deviation. The upper panel shows an absolute hour difference for time below 10 lx melEDI before sleep, with an interval crossing zero. The lower panel shows ratios and percentage changes for eight outcomes; most estimates indicate decreases, but none retained false-discovery-rate-adjusted support.","notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#fig-h08-near-eye-effects","artifacts/10_figures/H08/H08_near_eye_effects.png",,"H08_near_eye_effects.png: 2007 x 1606 px; 300.000 dpi","external raster/vector figure embedded with knitr","proposed main H08 figure","highly polished; visually reviewed; small harmonization only",TRUE
"H08","H08","table","tbl-h08-near-eye-results",583,"Primary near-eye site-average VLSQ-8 associations, reported scales, 95% CIs, p-values, and exact fitted samples.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-near-eye-results",,,"semantic HTML table; responsive width","semantic table generated in report chunk","proposed main H08 table","publication-formatted; retain semantic table styling",TRUE
"H08","H08","table","tbl-h08-near-eye-predictions",600,"Primary near-eye predictions at half an SD below and above the VLSQ-8 mean.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-near-eye-predictions",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","figure","fig-h08-chest-effects",643,"Complementary chest site-average associations between VLSQ-8 and nine personal light-exposure metrics. Effects compare scores separated by one participant-level SD. The hour-difference and ratio outcomes remain on separate scales; horizontal bars are 95% Wald CIs. None retained FDR-adjusted support.","Two separated forest-plot panels show nine complementary chest site-average associations per VLSQ-8 standard deviation. The upper hour-difference outcome has an interval crossing zero. Most lower-panel ratio estimates are below one, but none retained false-discovery-rate-adjusted support.","notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#fig-h08-chest-effects","artifacts/10_figures/H08/H08_chest_effects.png",,"H08_chest_effects.png: 2007 x 1606 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: complementary chest result","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H08","H08","table","tbl-h08-chest-results",659,"Complementary chest VLSQ-8 associations, 95% confidence intervals, p-values, and exact fitted samples.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-chest-results",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-interactions",678,"VLSQ-8-by-site interaction tests.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-interactions",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","figure","fig-h08-paired-placement",726,"Near-eye and chest VLSQ-8 associations on identical participant-day samples. The dashed diagonal marks equal point estimates and grey lines mark the null; it is not an equivalence analysis.","Equal-axis scatter plot compares eight ratio-scale near-eye estimates on the horizontal axis with chest estimates on the vertical axis. Component 95% confidence intervals, horizontal and vertical null lines, and a dashed identity line are shown. Most estimates lie below zero on the log-ratio scale, but proximity to the diagonal does not establish equivalence.","notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#fig-h08-paired-placement","artifacts/10_figures/H08/H08_paired_placement_effects.png",,"H08_paired_placement_effects.png: 2007 x 2007 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H08","H08","table","tbl-h08-paired-placement",742,"Exactly paired near-eye and chest component estimates.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-paired-placement",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-response-gate",787,"Response-model dispositions across the four primary-dataset inferential targets.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-response-gate",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-flagged-diagnostics",833,"Primary-dataset model checks requiring explicit qualification.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-flagged-diagnostics",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H08","H08","figure","fig-h08-model-adequacy",871,"Selected primary near-eye model checks for all nine metrics. Panels retain their model-specific transformed or Pearson-residual scales and are diagnostic rather than effect displays.","Multi-panel diagnostic figure for nine primary near-eye models shows residual-versus-fitted patterns and distribution checks. Darkest 10 hour mean has the clearest increase in residual spread, and the sleep-below-1-lux model has a small observed zero mass not reproduced by its Tweedie fit.","notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#fig-h08-model-adequacy","artifacts/10_figures/H08/H08_near_eye_model_adequacy.png",,"H08_near_eye_model_adequacy.png: 2007 x 2952 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H08","H08","table","tbl-h08-site-influence",896,"Leave-one-site-out stability of the primary-dataset average associations.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-site-influence",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-gap-common-sample",940,"Primary and gap-timing-unaware associations on exact common participant-day samples.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-gap-common-sample",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","figure","fig-h08-gap-common-sample",1028,"Primary and gap-timing-unaware VLSQ-8 associations on identical participant-day samples, shown separately for near-eye and chest placements.","Paired comparison of primary and gap-timing-unaware estimates on identical samples for nine metrics at each placement. Estimates are generally close; all eighteen comparisons are classified as stable within model uncertainty.","notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#fig-h08-gap-common-sample","artifacts/10_figures/H08/H08_gap_common_sample_effects.png",,"H08_gap_common_sample_effects.png: 2007 x 2007 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H08","H08","table","tbl-h08-photoperiod-participant-summary",1057,"Primary, photoperiod-adjusted, and participant-summary estimates.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-photoperiod-participant-summary",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H08","H08","table","tbl-h08-metric-definition-sensitivities",1164,"Exactly identified longest-period and observed-dose sensitivities.",,"notebooks/hypotheses/H08.qmd","_build/nathealth/notebooks/hypotheses/H08.html#tbl-h08-metric-definition-sensitivities",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","table","tbl-h09-metrics",337,"Registered H09 timing outcomes.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-metrics",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","table","tbl-h09-formulas",371,"Exact Wilkinson formulas used for the principal H09 comparisons.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-formulas",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","table","tbl-h09-primary-samples",448,"Exact primary-dataset fitted samples by registered outcome, instrument, and placement.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-primary-samples",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","figure","fig-h09-primary-effects",483,"Study-site-adjusted chronotype associations with midpoint of the brightest 10 hours (M10 midpoint), midpoint of the darkest 10 hours (L10 midpoint), first and last time above 250 lx melEDI, and midpoint of the longest continuous period above 250 lx melEDI. Near-eye estimates are primary and chest estimates complementary; colour and shape identify placement, and horizontal bars are 95% CIs.","Two-panel forest plot separates Munich Chronotype Questionnaire corrected midsleep on free days from Morningness–Eveningness Questionnaire associations. Each panel shows primary near-eye and complementary chest estimates, distinguished by colour and shape, with 95% CIs for the five registered timing outcomes. Corrected-midsleep estimates for M10 midpoint, L10 midpoint, and first time above 250 lx melEDI tend positive, while morning-preference estimates for those outcomes tend negative.","notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#fig-h09-primary-effects","artifacts/10_figures/H09/H09_primary_effects.png",,"H09_primary_effects.png: 4725 x 2700 px; 300.000 dpi","external raster/vector figure embedded with knitr","proposed main H09 figure","highly polished; visually reviewed; small harmonization only",TRUE
"H09","H09","table","tbl-h09-near-eye-results",499,"Primary near-eye chronotype associations, 95% CIs, p-values, and exact fitted samples.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-near-eye-results",,,"semantic HTML table; responsive width","semantic table generated in report chunk","proposed main H09 table","publication-formatted; retain semantic table styling",TRUE
"H09","H09","table","tbl-h09-chest-results",520,"Complementary chest chronotype associations, 95% CIs, p-values, and exact fitted samples.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-chest-results",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: complementary chest result","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","figure","fig-h09-paired-placement",537,"Near-eye and chest chronotype associations fitted separately for the same participants and participant-days. Horizontal and vertical bars are component 95% CIs; the dashed diagonal is an identity reference and is not an equivalence boundary.","Equal-axis scatter plot compares near-eye estimates horizontally with chest estimates vertically for five timing metrics in separate MCTQ MSFsc and MEQ panels. Each point has horizontal and vertical 95% CIs, with zero lines and a dashed identity line.","notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#fig-h09-paired-placement","artifacts/10_figures/H09/H09_paired_placement_effects.png",,"H09_paired_placement_effects.png: 3600 x 2700 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: sensitivity or comparison","accepted current display; retain unless focused supplemental QA finds a defect",TRUE
"H09","H09","table","tbl-h09-paired-placement",553,"Exactly matched near-eye and chest component estimates.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-paired-placement",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","table","tbl-h09-interactions",600,"Chronotype-by-site interaction tests for the primary dataset.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-interactions",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","table","tbl-h09-qualified-diagnostics",650,"Primary targets retaining at least one explicit model-check limitation.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-qualified-diagnostics",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H09","H09","figure","fig-h09-near-eye-diagnostics",704,"Near-eye residual-versus-fitted and normal-score Q-Q model checks for the six analysed timing outcomes and both chronotype instruments. Visual review supported acceptable response/residual distribution and heteroscedasticity assessments.","Twenty-four near-eye model-check panels show residuals versus fitted timing in the upper half and normal-score Q-Q plots in the lower half. Some first-above-250 and L10 panels depart more at the tails than other outcomes, while the overall patterns were judged acceptable.","notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#fig-h09-near-eye-diagnostics","artifacts/10_figures/H09/H09_diagnostics_near_eye.png",,"H09_diagnostics_near_eye.png: 4725 x 6300 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H09","H09","figure","fig-h09-chest-diagnostics",720,"Chest residual-versus-fitted and normal-score Q-Q model checks for the six analysed timing outcomes and both chronotype instruments. Visual review supported acceptable response/residual distribution and heteroscedasticity assessments.","Twenty-four chest model-check panels show residuals versus fitted timing in the upper half and normal-score Q-Q plots in the lower half. Some first-above-250 and L10 panels depart more at the tails than other outcomes, while the overall patterns were judged acceptable.","notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#fig-h09-chest-diagnostics","artifacts/10_figures/H09/H09_diagnostics_chest.png",,"H09_diagnostics_chest.png: 4725 x 6300 px; 300.000 dpi","external raster/vector figure embedded with knitr","supplement: model checks","fit for a technical supplemental role; no redesign proposed",TRUE
"H09","H09","table","tbl-h09-gap-sensitivity",754,"Registered dataset-sensitivity comparisons requiring qualification.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-gap-sensitivity",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","table","tbl-h09-sensitivity-summary",816,"Summary of structured sensitivity classifications.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-sensitivity-summary",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H09","H09","table","tbl-h09-mean-timing-sensitivity",870,"Distinct mean-timing sensitivity outside the registered five-metric families.",,"notebooks/hypotheses/H09.qmd","_build/nathealth/notebooks/hypotheses/H09.html#tbl-h09-mean-timing-sensitivity",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: sensitivity or comparison","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-formulas",374,"Registered model formulas.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-formulas",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: methods or sample context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-response-contract",397,"Response specification for the 17 registered metrics.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-response-contract",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","table","tbl-h10-multiplicity",421,"Multiplicity-family verification for the primary dataset.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-multiplicity",,,"semantic HTML table; responsive width","semantic gt HTML table","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
"H10","H10","figure","fig-h10-age-site-overview",456,"Participant age distributions, all 11 FDR-retained main associations, and descriptive site-specific estimates for the two retained complementary-chest age-by-site interactions.","Composite H10 figure with three sections. Panel A shows near-eye and chest participant age distributions as site-coloured horizontal boxplots, with one point per participant and country-coded sites in submitted-manuscript order. Panel B shows all 11 FDR-retained main associations as standardized model-scale points with 95% confidence intervals in separate near-eye age, chest age, and chest Female-minus-Male panels. Panel C shows site-specific age estimates with 95% confidence intervals for the two retained complementary-chest age-by-site interactions, using the same submitted site colours and order; these are descriptive components of the omnibus interactions rather than separate site-level tests.","notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#fig-h10-age-site-overview","artifacts/10_figures/H10/H10_age_site_significant_associations.png",,"H10_age_site_significant_associations.png: 2820 x 3900 px; 300.000 dpi","external raster/vector figure embedded with knitr","proposed main H10 figure","highly polished; visually reviewed; small harmonization only",TRUE
"H10","H10","table","tbl-h10-main-results",471,"The 11 main associations retained after FDR adjustment.",,"notebooks/hypotheses/H10.qmd","_build/nathealth/notebooks/hypotheses/H10.html#tbl-h10-main-results",,,"semantic HTML table; responsive width","semantic table generated in report chunk","supplement: detailed result or context","reader-formatted; retain semantic styling unless focused QA finds a defect",TRUE
