"document","manuscript_role","label","caption","source_qmd","source_line","render_html","render_anchor","html_exists","anchor_count","rendered_table_count","rendered_gt_table_count","rendered_non_gt_table_count","caption_count","figcaption_count","table_caption_count","rendered_caption","caption_matches_source","reference_resolved","aria_describedby_count","caption_relation_valid","render_locator","identifier_conforms","thead_count","tbody_count","column_header_count","body_row_count","body_cell_count","stub_cell_count","row_group_count","spanner_count","footnote_block_count","source_note_block_count","semantic_core_present","quarto_caption_owned","current_implementation","native_gt_current","publication_structure_current","manual_visual_accessibility_review_required","manual_review_scope","target_implementation","conversion_required","required_action","evidence"
"H05","supplemental-table candidate","tbl-h05-chest-results-b","Chest associations for timing, exposure-history, and spectrum metrics.","notebooks/hypotheses/H05.qmd",1331,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-chest-results-b",TRUE,1,1,1,0,1,1,0,"Table 14: Chest associations for timing, exposure-history, and spectrum metrics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,7,35,7,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-chest-adequacy-counts","Chest model-adequacy counts.","notebooks/hypotheses/H05.qmd",1364,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-chest-adequacy-counts",TRUE,1,1,1,0,1,1,0,"Table 15: Chest model-adequacy counts.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,3,6,3,0,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-chest-limitations","Specified chest diagnostic limitations.","notebooks/hypotheses/H05.qmd",1371,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-chest-limitations",TRUE,1,1,1,0,1,1,0,"Table 16: Specified chest diagnostic limitations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,5,10,5,0,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-chest-sleep-diagnostics","Diagnostic evidence for classifying the chest sleep-environment models as unfit for inference.","notebooks/hypotheses/H05.qmd",1385,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-chest-sleep-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 17: Diagnostic evidence for classifying the chest sleep-environment models as unfit for inference.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,4,28,4,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-mder-primary-scenarios","MDER estimates, 95% confidence intervals, and exact fitted samples in the primary dataset.","notebooks/hypotheses/H05.qmd",1413,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-mder-primary-scenarios",TRUE,1,1,1,0,1,1,0,"Table 18: MDER estimates, 95% confidence intervals, and exact fitted samples in the primary dataset.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,20,84,16,4,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-mder-gap-scenarios","MDER estimates, 95% confidence intervals, and exact fitted samples in the gap-timing-unaware dataset.","notebooks/hypotheses/H05.qmd",1420,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-mder-gap-scenarios",TRUE,1,1,1,0,1,1,0,"Table 19: MDER estimates, 95% confidence intervals, and exact fitted samples in the gap-timing-unaware dataset.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,20,84,16,4,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-mder-upper-tail","Current-estimand MDER upper-tail screen in the all-available analyses.","notebooks/hypotheses/H05.qmd",1447,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-mder-upper-tail",TRUE,1,1,1,0,1,1,0,"Table 20: Current-estimand MDER upper-tail screen in the all-available analyses.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,6,34,4,2,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-mder-influence","Current-estimand MDER upper-tail day and participant influence refits.","notebooks/hypotheses/H05.qmd",1486,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-mder-influence",TRUE,1,1,1,0,1,1,0,"Table 21: Current-estimand MDER upper-tail day and participant influence refits.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,20,84,16,4,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-paired-f2","Exact paired/common near-eye and chest component estimates for F2.","notebooks/hypotheses/H05.qmd",1571,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-paired-f2",TRUE,1,1,1,0,1,1,0,"Table 22: Exact paired/common near-eye and chest component estimates for F2.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,17,68,17,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-paired-f3","Exact paired/common near-eye and chest component estimates for F3.","notebooks/hypotheses/H05.qmd",1580,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-paired-f3",TRUE,1,1,1,0,1,1,0,"Table 23: Exact paired/common near-eye and chest component estimates for F3.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,17,68,17,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-paired-f4","Exact paired/common near-eye and chest component estimates for F4.","notebooks/hypotheses/H05.qmd",1589,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-paired-f4",TRUE,1,1,1,0,1,1,0,"Table 24: Exact paired/common near-eye and chest component estimates for F4.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,17,68,17,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-paired-f5","Exact paired/common near-eye and chest component estimates for F5.","notebooks/hypotheses/H05.qmd",1598,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-paired-f5",TRUE,1,1,1,0,1,1,0,"Table 25: Exact paired/common near-eye and chest component estimates for F5.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,17,68,17,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-leading-sensitivities","The two leading F2 estimates across placement, sample, and preparation sensitivities.","notebooks/hypotheses/H05.qmd",1612,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-leading-sensitivities",TRUE,1,1,1,0,1,1,0,"Table 26: The two leading F2 estimates across placement, sample, and preparation sensitivities.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,10,26,8,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-descriptive-spearman","Descriptive participant-level F2 rank correlations for the two leading metrics.","notebooks/hypotheses/H05.qmd",1632,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-descriptive-spearman",TRUE,1,1,1,0,1,1,0,"Table 27: Descriptive participant-level F2 rank correlations for the two leading metrics.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,2,10,2,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-random-site-summary","Random-site sensitivity fit status across near-eye and chest associations.","notebooks/hypotheses/H05.qmd",1658,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-random-site-summary",TRUE,1,1,1,0,1,1,0,"Table 28: Random-site sensitivity fit status across near-eye and chest associations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,6,10,4,2,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-leave-site-summary","Primary leave-one-site-out stability classifications.","notebooks/hypotheses/H05.qmd",1676,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-leave-site-summary",TRUE,1,1,1,0,1,1,0,"Table 29: Primary leave-one-site-out stability classifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,2,3,6,3,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H05","supplemental-table candidate","tbl-h05-exact-period","Exactly identified longest-period sensitivity.","notebooks/hypotheses/H05.qmd",1709,"_build/nathealth/notebooks/hypotheses/H05.html","tbl-h05-exact-period",TRUE,1,1,1,0,1,1,0,"Table 30: Exactly identified longest-period sensitivity.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,4,28,4,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","exact-samples","Exact fitted samples for the six core H06 analyses.","notebooks/hypotheses/H06.qmd",474,"_build/nathealth/notebooks/hypotheses/H06.html","exact-samples",TRUE,0,1,1,0,1,0,1,"Exact fitted samples for the six core H06 analyses.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,6,6,36,0,0,0,0,1,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","multiplicity-registry","Declared sets of tests and multiplicity adjustment.","notebooks/hypotheses/H06.qmd",576,"_build/nathealth/notebooks/hypotheses/H06.html","multiplicity-registry",TRUE,0,1,1,0,1,0,1,"Declared sets of tests and multiplicity adjustment.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,3,5,15,0,0,0,0,0,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","main-table component","primary-effects","Primary common-effect ratios of expected supported-hour near-eye melEDI.","notebooks/hypotheses/H06.qmd",594,"_build/nathealth/notebooks/hypotheses/H06.html","primary-effects",TRUE,0,1,1,0,1,0,1,"Primary common-effect ratios of expected supported-hour near-eye melEDI.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,3,3,9,0,0,0,0,1,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","primary-site-heterogeneity","Site-interaction block tests for the primary near-eye analysis.","notebooks/hypotheses/H06.qmd",620,"_build/nathealth/notebooks/hypotheses/H06.html","primary-site-heterogeneity",TRUE,0,1,1,0,1,0,1,"Site-interaction block tests for the primary near-eye analysis.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,3,3,9,0,0,0,0,1,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","site-specific-significance-table","Site-specific near-eye associations with separate nine-site adjustments.","notebooks/hypotheses/H06.qmd",681,"_build/nathealth/notebooks/hypotheses/H06.html","site-specific-significance-table",TRUE,0,1,1,0,1,0,1,"Site-specific near-eye associations with separate nine-site adjustments.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,5,11,55,0,0,0,0,1,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","gap-effect-comparisons","Primary and gap-sensitivity estimates on all available and exact common hours.","notebooks/hypotheses/H06.qmd",1014,"_build/nathealth/notebooks/hypotheses/H06.html","gap-effect-comparisons",TRUE,0,1,1,0,1,0,1,"Primary and gap-sensitivity estimates on all available and exact common hours.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,3,8,20,0,2,0,0,1,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","key-sensitivities","Selected declared sensitivities for the three primary predictors.","notebooks/hypotheses/H06.qmd",1087,"_build/nathealth/notebooks/hypotheses/H06.html","key-sensitivities",TRUE,0,1,1,0,1,0,1,"Selected declared sensitivities for the three primary predictors.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,4,16,52,0,4,0,0,0,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","influence-summary","Targeted participant and site deletion checks.","notebooks/hypotheses/H06.qmd",1136,"_build/nathealth/notebooks/hypotheses/H06.html","influence-summary",TRUE,0,1,1,0,1,0,1,"Targeted participant and site deletion checks.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,4,6,24,0,0,0,0,0,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","core-diagnostic-summary","Interpreted diagnostics for the six additive mean models.","notebooks/hypotheses/H06.qmd",1170,"_build/nathealth/notebooks/hypotheses/H06.html","core-diagnostic-summary",TRUE,0,1,1,0,1,0,1,"Interpreted diagnostics for the six additive mean models.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,9,6,54,0,0,0,0,1,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","exploratory-diary-effects","Exploratory one-at-a-time diary associations.","notebooks/hypotheses/H06.qmd",1252,"_build/nathealth/notebooks/hypotheses/H06.html","exploratory-diary-effects",TRUE,0,1,1,0,1,0,1,"Exploratory one-at-a-time diary associations.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,2,6,12,0,0,0,0,1,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H06","supplemental-table candidate","figure-readability-qa","Physical-size checks for all reader-facing H06 figures.","notebooks/hypotheses/H06.qmd",1387,"_build/nathealth/notebooks/hypotheses/H06.html","figure-readability-qa",TRUE,0,1,1,0,1,0,1,"Physical-size checks for all reader-facing H06 figures.",TRUE,TRUE,0,FALSE,"nonconforming chunk located by data-tbl-cap",FALSE,1,1,7,6,42,0,0,0,0,0,TRUE,FALSE,"native gt: constructor visible in labelled chunk",TRUE,FALSE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt and all prepared values/order; replace the chunk label with the approved unique tbl-h06-* identifier so Quarto owns a valid table anchor and caption relationship.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-response-specifications","Response specification for each planned personal light-exposure metric.","notebooks/hypotheses/H07.qmd",672,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-response-specifications",TRUE,1,1,1,0,1,1,0,"Table 1: Response specification for each planned personal light-exposure metric.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,12,39,9,3,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-near-samples","Exact fitted near-eye sample for each personal light-exposure metric.","notebooks/hypotheses/H07.qmd",767,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-near-samples",TRUE,1,1,1,0,1,1,0,"Table 2: Exact fitted near-eye sample for each personal light-exposure metric.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,12,57,9,3,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","main-table component","tbl-h07-near-results","Near-eye derivative-defined plateau classifications and derivative estimates at the longest recorded photoperiod.","notebooks/hypotheses/H07.qmd",797,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-near-results",TRUE,1,1,1,0,1,1,0,"Table 3: Near-eye derivative-defined plateau classifications and derivative estimates at the longest recorded photoperiod.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,12,48,9,3,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-chest-samples","Exact fitted chest sample for each personal light-exposure metric.","notebooks/hypotheses/H07.qmd",824,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-chest-samples",TRUE,1,1,1,0,1,1,0,"Table 4: Exact fitted chest sample for each personal light-exposure metric.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,12,57,9,3,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H07","supplemental-table candidate","tbl-h07-chest-results","Chest derivative-defined plateau classifications and derivative estimates at the longest recorded photoperiod.","notebooks/hypotheses/H07.qmd",846,"_build/nathealth/notebooks/hypotheses/H07.html","tbl-h07-chest-results",TRUE,1,1,1,0,1,1,0,"Table 5: Chest derivative-defined plateau classifications and derivative estimates at the longest recorded photoperiod.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,12,48,9,3,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
