"source","line","category","term","in_code","content"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",810,"internal_workflow","\bartifact(s)?\b",FALSE,"and [leave-one-site-out summary](../../../artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv)"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",811,"specialist","\bdiagnostic(s)?\b",FALSE,"preserve the values and assessment basis. No diagnostic flag automatically"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",833,"specialist","\bcommon[- ]sample\b",TRUE,"  ""Gap-timing-unaware exact common sample"", paste0(nrow(estimable_registered_gap), "" estimable comparisons; "", sum(estimable_registered_gap$exact_common_keys), "" exact key matches""), ""Does the registered estimand change when remaining-gap time of day is not used?"", ""Primary and sensitivity fits remain separate; the registered longest-period outcome is unavailable."","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",833,"placement_sample","\bcommon sample\b",TRUE,"  ""Gap-timing-unaware exact common sample"", paste0(nrow(estimable_registered_gap), "" estimable comparisons; "", sum(estimable_registered_gap$exact_common_keys), "" exact key matches""), ""Does the registered estimand change when remaining-gap time of day is not used?"", ""Primary and sensitivity fits remain separate; the registered longest-period outcome is unavailable."","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",834,"specialist","\bpaired[- ]placement\b",TRUE,"  ""Exactly paired placement"", paste0(nrow(paired_effects), "" metric-by-instrument comparisons; all exact samples""), ""Are near-eye and chest component estimates similar on identical participant-days?"", ""No pooling, difference interval, or equivalence claim."","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",834,"placement_sample","\bnear[- ]eye\b",TRUE,"  ""Exactly paired placement"", paste0(nrow(paired_effects), "" metric-by-instrument comparisons; all exact samples""), ""Are near-eye and chest component estimates similar on identical participant-days?"", ""No pooling, difference interval, or equivalence claim."","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",834,"placement_sample","\bchest\b",TRUE,"  ""Exactly paired placement"", paste0(nrow(paired_effects), "" metric-by-instrument comparisons; all exact samples""), ""Are near-eye and chest component estimates similar on identical participant-days?"", ""No pooling, difference interval, or equivalence claim."","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",854,"internal_workflow","\bartifact(s)?\b",FALSE,"- [dataset preparation](../../../artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv);"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",855,"internal_workflow","\bartifact(s)?\b",FALSE,"- [paired placement](../../../artifacts/09_tables/H09/H09_paired_placement_effects.csv);"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",855,"specialist","\bpaired[- ]placement\b",FALSE,"- [paired placement](../../../artifacts/09_tables/H09/H09_paired_placement_effects.csv);"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",856,"internal_workflow","\bartifact(s)?\b",FALSE,"- [within-site photoperiod](../../../artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv);"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",857,"internal_workflow","\bartifact(s)?\b",FALSE,"- [participant summaries](../../../artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv);"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",858,"internal_workflow","\bartifact(s)?\b",FALSE,"- [continuous-time AR(1)](../../../artifacts/09_tables/H09/H09_ar1_sensitivity.csv);"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",859,"internal_workflow","\bartifact(s)?\b",FALSE,"- [L10 clock cut](../../../artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv); and"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",860,"internal_workflow","\bartifact(s)?\b",FALSE,"- [registered midpoint and mean-timing estimands](../../../artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv)."
"audit/hypotheses/H09/H09_analysis_preparation.qmd",872,"internal_workflow","SHA-?256",TRUE,"  ""scripts/pipeline/paths_io.R"", ""Typed artifact writing and SHA-256 helpers"", ""Records file identity, bytes, producer, and R version."", ""No scientific model logic."","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",872,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""scripts/pipeline/paths_io.R"", ""Typed artifact writing and SHA-256 helpers"", ""Records file identity, bytes, producer, and R version."", ""No scientific model logic."","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",875,"specialist","\bdiagnostic(s)?\b",TRUE,"  ""scripts/hypotheses/H09/h09_modeling.R"", ""Frame construction, model fitting, effects, diagnostics, and sensitivity helpers"", ""Implements scientific operations against the contract."", ""Called only by the analysis driver, never by this page."""
"audit/hypotheses/H09/H09_analysis_preparation.qmd",889,"internal_workflow","Stage\s*[0-9]",TRUE,"  1L, ""run_h09_stage2.R"", ""Pinned inputs plus H09 contract and modeling functions"", ""Frames, stored fits, effects, tests, diagnostics, sensitivities, figures, source CSVs, and execution records"", ""Yes; bounded analysis driver"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",889,"internal_workflow","\bpin(ned|s)?\b",TRUE,"  1L, ""run_h09_stage2.R"", ""Pinned inputs plus H09 contract and modeling functions"", ""Frames, stored fits, effects, tests, diagnostics, sensitivities, figures, source CSVs, and execution records"", ""Yes; bounded analysis driver"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",889,"specialist","\bdiagnostic(s)?\b",TRUE,"  1L, ""run_h09_stage2.R"", ""Pinned inputs plus H09 contract and modeling functions"", ""Frames, stored fits, effects, tests, diagnostics, sensitivities, figures, source CSVs, and execution records"", ""Yes; bounded analysis driver"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",890,"internal_workflow","\bmanifest\b",TRUE,"  2L, ""finalize_h09_figure_qa.R"", ""Figure manifest and final PNG/PDF exports"", ""Final-size visual-QA assessments"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",891,"internal_workflow","Stage\s*[0-9]",TRUE,"  3L, ""test_h09_stage2.R"", ""Scientific and reporting artifacts"", ""Hypothesis-scoped assertions"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",891,"internal_workflow","\bartifact(s)?\b",TRUE,"  3L, ""test_h09_stage2.R"", ""Scientific and reporting artifacts"", ""Hypothesis-scoped assertions"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",892,"internal_workflow","\bfrozen\b",TRUE,"  4L, ""H09.qmd"", ""Frozen effects, tests, diagnostics, sensitivities, and figures"", ""Standalone scientific results report"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",892,"specialist","\bdiagnostic(s)?\b",TRUE,"  4L, ""H09.qmd"", ""Frozen effects, tests, diagnostics, sensitivities, and figures"", ""Standalone scientific results report"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",893,"internal_workflow","Stage\s*[0-9]",TRUE,"  5L, ""build_h09_stage3_manifest.R"", ""Reader report plus accepted H09 chain"", ""Reader-report checksum inventory"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",893,"internal_workflow","\bchecksum(s)?\b",TRUE,"  5L, ""build_h09_stage3_manifest.R"", ""Reader report plus accepted H09 chain"", ""Reader-report checksum inventory"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",894,"internal_workflow","\bfrozen\b",TRUE,"  6L, ""H09_analysis_preparation.qmd"", ""Frozen registries, indexes, diagnostics, sensitivities, and manifests"", ""This preparation and provenance companion"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",894,"specialist","\bdiagnostic(s)?\b",TRUE,"  6L, ""H09_analysis_preparation.qmd"", ""Frozen registries, indexes, diagnostics, sensitivities, and manifests"", ""This preparation and provenance companion"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",895,"internal_workflow","\bmanifest\b",TRUE,"  7L, ""build_h09_preparation_report_manifest.R"", ""Final source, render, scripts, outputs, source data, and environment"", ""Non-circular preparation-report manifest"", ""No"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",896,"internal_workflow","\bmanifest\b",TRUE,"  8L, ""test_h09_preparation_report.R"", ""Preparation source, render, reciprocal links, and manifest"", ""Hypothesis-scoped structural and provenance assertions"", ""No"""
"audit/hypotheses/H09/H09_analysis_preparation.qmd",909,"internal_workflow","\bproduction\b",FALSE,"library. No production bootstrap, simulation, or other resampling was run."
"audit/hypotheses/H09/H09_analysis_preparation.qmd",912,"internal_workflow","Stage\s*[0-9]",TRUE,"Rscript --vanilla scripts/hypotheses/H09/run_h09_stage2.R"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",914,"internal_workflow","Stage\s*[0-9]",TRUE,"Rscript --vanilla tests/hypotheses/H09/test_h09_stage2.R"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",919,"internal_workflow","\bchecksum(s)?\b",FALSE,"## 8. Output and checksum provenance"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",921,"internal_workflow","\bmanifest\b",FALSE,"The accepted reader-report manifest inventories code, tests, contracts,"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",923,"internal_workflow","\bmanifest\b",FALSE,"this page verifies every manifest identity except the two continuing handoff"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",927,"internal_workflow","\bmanifest\b",TRUE,"#| label: tbl-h09-prep-reader-manifest-check"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",928,"internal_workflow","\bmanifest\b",TRUE,"#| tbl-cap: ""Bounded verification of the accepted H09 reader-report manifest."""
"audit/hypotheses/H09/H09_analysis_preparation.qmd",941,"internal_workflow","SHA-?256",TRUE,"  artifact_sha256,"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",943,"internal_workflow","SHA-?256",TRUE,") == immutable_reader_manifest$sha256[manifest_exists]"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",947,"internal_workflow","\bmanifest\b",TRUE,"    ""Immutable manifest paths exist"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",948,"internal_workflow","SHA-?256",TRUE,"    ""Immutable SHA-256 identities match"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",949,"internal_workflow","\bmanifest\b",TRUE,"    ""Manifest rows are unique"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",974,"specialist","\bdiagnostic(s)?\b",TRUE,"#| tbl-cap: ""Selected reader-report, result, diagnostic, sensitivity, and figure identities."""
"audit/hypotheses/H09/H09_analysis_preparation.qmd",979,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H09/H09_model_results_master.csv"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",980,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",981,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",982,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",983,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/10_figures/H09/H09_primary_effects.png"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",984,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/11_source_data/H09/H09_primary_effects_data.csv"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",985,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/H09/H09_figure_manifest.csv"","
"audit/hypotheses/H09/H09_analysis_preparation.qmd",986,"internal_workflow","\bartifact(s)?\b",TRUE,"  ""artifacts/12_manifests/H09/H09_execution_record.csv"""
"audit/hypotheses/H09/H09_analysis_preparation.qmd",992,"internal_workflow","SHA-?256",TRUE,"    `SHA-256 prefix` = substr(.data$sha256, 1L, 16L),"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",995,"internal_workflow","SHA-?256",TRUE,"  select(Path = .data$path, `SHA-256 prefix`, Bytes) |>"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",999,"internal_workflow","Stage\s*[0-9]",TRUE,"    ""Complete identities remain in artifacts/12_manifests/H09/H09_stage3_artifacts.csv."""
"audit/hypotheses/H09/H09_analysis_preparation.qmd",999,"internal_workflow","\bartifact(s)?\b",TRUE,"    ""Complete identities remain in artifacts/12_manifests/H09/H09_stage3_artifacts.csv."""
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1004,"internal_workflow","\bmanifest\b",FALSE,"The final [figure manifest](../../../artifacts/12_manifests/H09/H09_figure_manifest.csv)"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1004,"internal_workflow","\bartifact(s)?\b",FALSE,"The final [figure manifest](../../../artifacts/12_manifests/H09/H09_figure_manifest.csv)"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1007,"internal_workflow","Stage\s*[0-9]",FALSE,"[reader-report manifest](../../../artifacts/12_manifests/H09/H09_stage3_artifacts.csv)"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1007,"internal_workflow","\bmanifest\b",FALSE,"[reader-report manifest](../../../artifacts/12_manifests/H09/H09_stage3_artifacts.csv)"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1007,"internal_workflow","\bartifact(s)?\b",FALSE,"[reader-report manifest](../../../artifacts/12_manifests/H09/H09_stage3_artifacts.csv)"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1009,"internal_workflow","\bmanifest\b",FALSE,"manifest seals this page after rendering, so the page never attempts to hash"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1023,"specialist","\bdiagnostic(s)?\b",FALSE,"6. Compare effects, tests, complete-family adjustment, diagnostics,"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1043,"specialist","\bdiagnostic(s)?\b",TRUE,"    `Primary diagnostic targets` = .data$diagnostic_targets,"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1044,"internal_workflow","\bproduction\b",TRUE,"    `Production resampling replicates` ="
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1053,"specialist","\bdiagnostic(s)?\b",TRUE,"      `Primary diagnostic targets`,"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1054,"internal_workflow","\bproduction\b",TRUE,"      `Production resampling replicates`"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1061,"internal_workflow","\bartifact(s)?\b",FALSE,"The complete [package-version record](../../../artifacts/12_manifests/H09/H09_package_versions.csv)"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1063,"internal_workflow","\bFIND-[0-9]+\b",FALSE,"bundle retains the declared PREP-003/FIND-044 qualification: not every shared"
"audit/hypotheses/H09/H09_analysis_preparation.qmd",1064,"internal_workflow","\bmanifest\b",FALSE,"metric and support value has an independent current-manifest reconstruction."
"notebooks/hypotheses/H10.qmd",75,"internal_workflow","\bartifact(s)?\b",TRUE,"    file.path(root, ""artifacts"", ...),"
"notebooks/hypotheses/H10.qmd",94,"specialist","\binteraction(s)?\b",TRUE,"interactions <- read_h10("
"notebooks/hypotheses/H10.qmd",100,"specialist","\bdiagnostic(s)?\b",TRUE,"diagnostics <- read_h10("
"notebooks/hypotheses/H10.qmd",154,"specialist","\binteraction(s)?\b",TRUE,"  nrow(interactions) == 68L,"
"notebooks/hypotheses/H10.qmd",155,"specialist","\bdiagnostic(s)?\b",TRUE,"  nrow(diagnostics) == 68L,"
"notebooks/hypotheses/H10.qmd",157,"specialist","\binteraction(s)?\b",TRUE,"  sum(interactions$adjusted_significant) == 2L,"
"notebooks/hypotheses/H10.qmd",158,"specialist","\bdiagnostic(s)?\b",TRUE,"  sum(diagnostics$final_assessment == ""acceptable"") == 25L,"
"notebooks/hypotheses/H10.qmd",160,"specialist","\bdiagnostic(s)?\b",TRUE,"    diagnostics$final_assessment =="
"notebooks/hypotheses/H10.qmd",163,"specialist","\bdiagnostic(s)?\b",TRUE,"  !any(diagnostics$final_assessment == ""not acceptable""),"
"notebooks/hypotheses/H10.qmd",168,"specialist","\bdiagnostic(s)?\b",TRUE,"      ""fig-h10-all-primary-core-diagnostics"""
"notebooks/hypotheses/H10.qmd",189,"placement_sample","\bnear[- ]eye\b",TRUE,"  ifelse(x == ""glasses"", ""Near eye (primary)"", ""Chest (complementary)"")"
"notebooks/hypotheses/H10.qmd",189,"placement_sample","\bchest\b",TRUE,"  ifelse(x == ""glasses"", ""Near eye (primary)"", ""Chest (complementary)"")"
"notebooks/hypotheses/H10.qmd",261,"specialist","\bBH[- ]adjust(ed|ment)?\b",TRUE,"      `BH-adjusted p` = p_markdown("
"notebooks/hypotheses/H10.qmd",276,"specialist","\bconfidence interval(s)?\b",TRUE,"        ""Effects are model-based estimates with 95% confidence intervals. "","
"notebooks/hypotheses/H10.qmd",283,"specialist","\bBH[- ]adjust(ed|ment)?\b",TRUE,"    fmt_markdown(columns = c(`Effect (95% CI)`, `BH-adjusted p`))"
"notebooks/hypotheses/H10.qmd",289,"deviation","\bpreregister(ed|istration)?\b",FALSE,"The preregistered hypothesis was: **“Personal light exposure metrics depend on age and gender.”** The available normalized demographic variable records **biological sex** as Female or Male. Gender identity was neither substituted for this variable nor inferred from it, so the confirmatory question evaluated here is whether age or measured biological sex is associated with personal light-exposure metrics."
"notebooks/hypotheses/H10.qmd",292,"specialist","\bheterogeneity\b",FALSE,"At the primary near-eye placement, each additional decade of age was associated with a 1.31-fold brightest-10-hour mean (95% CI 1.09–1.58; BH-adjusted *p* = **0.018**), 1.27-fold time above 1,000 lx melEDI (1.11–1.45; **0.009**), and 1.31-fold melEDI dose (1.09–1.56; **0.018**). No near-eye Female–Male contrast or site-heterogeneity comparison met its separately labelled 17-metric BH rule. Complementary chest models retained six age associations and two Female–Male contrasts, but the placements were not pooled and their similarity was not treated as equivalence. The directions of all 11 retained main findings persisted in the common-sample, remaining-gap, and preregistration-exclusion checks for which they were estimable."
"notebooks/hypotheses/H10.qmd",292,"specialist","\bcommon[- ]sample\b",FALSE,"At the primary near-eye placement, each additional decade of age was associated with a 1.31-fold brightest-10-hour mean (95% CI 1.09–1.58; BH-adjusted *p* = **0.018**), 1.27-fold time above 1,000 lx melEDI (1.11–1.45; **0.009**), and 1.31-fold melEDI dose (1.09–1.56; **0.018**). No near-eye Female–Male contrast or site-heterogeneity comparison met its separately labelled 17-metric BH rule. Complementary chest models retained six age associations and two Female–Male contrasts, but the placements were not pooled and their similarity was not treated as equivalence. The directions of all 11 retained main findings persisted in the common-sample, remaining-gap, and preregistration-exclusion checks for which they were estimable."
"notebooks/hypotheses/H10.qmd",292,"specialist","\bBH[- ]adjust(ed|ment)?\b",FALSE,"At the primary near-eye placement, each additional decade of age was associated with a 1.31-fold brightest-10-hour mean (95% CI 1.09–1.58; BH-adjusted *p* = **0.018**), 1.27-fold time above 1,000 lx melEDI (1.11–1.45; **0.009**), and 1.31-fold melEDI dose (1.09–1.56; **0.018**). No near-eye Female–Male contrast or site-heterogeneity comparison met its separately labelled 17-metric BH rule. Complementary chest models retained six age associations and two Female–Male contrasts, but the placements were not pooled and their similarity was not treated as equivalence. The directions of all 11 retained main findings persisted in the common-sample, remaining-gap, and preregistration-exclusion checks for which they were estimable."
"notebooks/hypotheses/H10.qmd",292,"placement_sample","\bnear[- ]eye\b",FALSE,"At the primary near-eye placement, each additional decade of age was associated with a 1.31-fold brightest-10-hour mean (95% CI 1.09–1.58; BH-adjusted *p* = **0.018**), 1.27-fold time above 1,000 lx melEDI (1.11–1.45; **0.009**), and 1.31-fold melEDI dose (1.09–1.56; **0.018**). No near-eye Female–Male contrast or site-heterogeneity comparison met its separately labelled 17-metric BH rule. Complementary chest models retained six age associations and two Female–Male contrasts, but the placements were not pooled and their similarity was not treated as equivalence. The directions of all 11 retained main findings persisted in the common-sample, remaining-gap, and preregistration-exclusion checks for which they were estimable."
"notebooks/hypotheses/H10.qmd",292,"placement_sample","\bchest\b",FALSE,"At the primary near-eye placement, each additional decade of age was associated with a 1.31-fold brightest-10-hour mean (95% CI 1.09–1.58; BH-adjusted *p* = **0.018**), 1.27-fold time above 1,000 lx melEDI (1.11–1.45; **0.009**), and 1.31-fold melEDI dose (1.09–1.56; **0.018**). No near-eye Female–Male contrast or site-heterogeneity comparison met its separately labelled 17-metric BH rule. Complementary chest models retained six age associations and two Female–Male contrasts, but the placements were not pooled and their similarity was not treated as equivalence. The directions of all 11 retained main findings persisted in the common-sample, remaining-gap, and preregistration-exclusion checks for which they were estimable."
"notebooks/hypotheses/H10.qmd",299,"placement_sample","\bnear[- ]eye\b",FALSE,"Near-eye measurements were primary and chest measurements complementary. The 17 registered outcomes cover daily stability and fragmentation, light level, duration, timing, exposure history, and spectrum. Depending on the outcome, the primary near-eye models used 137–141 participants and 655–816 participant-days; chest models used 152–154 participants and 732–902 participant-days. The observed age range was 18–68 years. Exact fitted samples and valid support hours are reported with every main-effect estimate below."
"notebooks/hypotheses/H10.qmd",299,"placement_sample","\bchest\b",FALSE,"Near-eye measurements were primary and chest measurements complementary. The 17 registered outcomes cover daily stability and fragmentation, light level, duration, timing, exposure history, and spectrum. Depending on the outcome, the primary near-eye models used 137–141 participants and 655–816 participant-days; chest models used 152–154 participants and 732–902 participant-days. The observed age range was 18–68 years. Exact fitted samples and valid support hours are reported with every main-effect estimate below."
"notebooks/hypotheses/H10.qmd",301,"specialist","\bheterogeneity\b",FALSE,"The primary estimand was the **site-adjusted common association** across the observed sites. Site interactions were evaluated separately as heterogeneity, not folded into the common association. Age was represented as `age_decade = age / 10`, so its coefficient is directly the change per ten years. This rescaling changes only the coefficient's unit: using age in years and dividing the resulting coefficient and confidence limits by the corresponding scale would give the same fitted values and inferential *p*-values."
"notebooks/hypotheses/H10.qmd",301,"specialist","\binteraction(s)?\b",FALSE,"The primary estimand was the **site-adjusted common association** across the observed sites. Site interactions were evaluated separately as heterogeneity, not folded into the common association. Age was represented as `age_decade = age / 10`, so its coefficient is directly the change per ten years. This rescaling changes only the coefficient's unit: using age in years and dividing the resulting coefficient and confidence limits by the corresponding scale would give the same fitted values and inferential *p*-values."
"notebooks/hypotheses/H10.qmd",303,"placement_sample","\bnear[- ]eye\b",FALSE,"Measured biological sex was treatment-coded with Male as the reference, making each contrast Female minus Male. Age and measured biological sex were fitted in separate model sets. Near-eye and chest observations were never pooled, and no equivalence margin was specified."
"notebooks/hypotheses/H10.qmd",303,"placement_sample","\bchest\b",FALSE,"Measured biological sex was treatment-coded with Male as the reference, making each contrast Female minus Male. Age and measured biological sex were fitted in separate model sets. Near-eye and chest observations were never pooled, and no equivalence margin was specified."
"notebooks/hypotheses/H10.qmd",324,"specialist","\bheterogeneity\b",TRUE,"  ""Age × site"", ""response ~ site * age_decade + (1 | site:Id)"", ""Age heterogeneity"","
"notebooks/hypotheses/H10.qmd",326,"specialist","\bheterogeneity\b",TRUE,"  ""Biological sex × site"", ""response ~ site * biological_sex + (1 | site:Id)"", ""Biological-sex heterogeneity"""
"notebooks/hypotheses/H10.qmd",355,"specialist","\bback[- ]transform(ed|ation)?\b",TRUE,"      ""Ratios for log10-offset models are back-transformed practical effects."""
"notebooks/hypotheses/H10.qmd",399,"placement_sample","\bchest\b",TRUE,"#| fig-cap: ""Participant age distributions, all 11 multiplicity-retained main associations, and site-specific estimates for the two retained chest age-by-site comparisons."""
"notebooks/hypotheses/H10.qmd",400,"specialist","\bconfidence interval(s)?\b",TRUE,"#| fig-alt: ""Composite H10 figure with three sections. The first shows near-eye and chest participant age distributions as site-coloured horizontal boxplots, with one point per participant and sites in submitted-manuscript order. The second shows all 11 BH-retained main associations as standardized model-scale points with 95% confidence intervals in separate near-eye age, chest age, and chest Female-minus-Male panels. The third shows site-specific age estimates with 95% confidence intervals for the two retained chest age-by-site comparisons, using the same submitted site colours and order; these are descriptive components rather than separate site-level tests."""
"notebooks/hypotheses/H10.qmd",400,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Composite H10 figure with three sections. The first shows near-eye and chest participant age distributions as site-coloured horizontal boxplots, with one point per participant and sites in submitted-manuscript order. The second shows all 11 BH-retained main associations as standardized model-scale points with 95% confidence intervals in separate near-eye age, chest age, and chest Female-minus-Male panels. The third shows site-specific age estimates with 95% confidence intervals for the two retained chest age-by-site comparisons, using the same submitted site colours and order; these are descriptive components rather than separate site-level tests."""
"notebooks/hypotheses/H10.qmd",400,"placement_sample","\bchest\b",TRUE,"#| fig-alt: ""Composite H10 figure with three sections. The first shows near-eye and chest participant age distributions as site-coloured horizontal boxplots, with one point per participant and sites in submitted-manuscript order. The second shows all 11 BH-retained main associations as standardized model-scale points with 95% confidence intervals in separate near-eye age, chest age, and chest Female-minus-Male panels. The third shows site-specific age estimates with 95% confidence intervals for the two retained chest age-by-site comparisons, using the same submitted site colours and order; these are descriptive components rather than separate site-level tests."""
"notebooks/hypotheses/H10.qmd",405,"internal_workflow","\bartifact(s)?\b",TRUE,"  root, ""artifacts"", ""10_figures"", ""H10"","
"notebooks/hypotheses/H10.qmd",410,"internal_workflow","\bartifact(s)?\b",FALSE,"The overview has a single paired [source-data file](../../artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv). It contains 295 de-identified participant display rows, the 11 retained main estimates, and all 16 site-specific estimates for the two retained heterogeneity comparisons."
"notebooks/hypotheses/H10.qmd",410,"specialist","\bheterogeneity\b",FALSE,"The overview has a single paired [source-data file](../../artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv). It contains 295 de-identified participant display rows, the 11 retained main estimates, and all 16 site-specific estimates for the two retained heterogeneity comparisons."
"notebooks/hypotheses/H10.qmd",412,"placement_sample","\bnear[- ]eye\b",FALSE,"# Primary near-eye evidence"
"notebooks/hypotheses/H10.qmd",416,"specialist","\bBH[- ]adjust(ed|ment)?\b",FALSE,"Three age associations met the near-eye age-family rule. Per decade, the brightest-10-hour mean was 1.31-fold (95% CI 1.09–1.58; raw *p* = 0.003; BH-adjusted *p* = **0.018**), time above 1,000 lx melEDI was 1.27-fold (1.11–1.45; raw *p* <0.001; adjusted *p* = **0.009**), and melEDI dose was 1.31-fold (1.09–1.56; raw *p* = 0.003; adjusted *p* = **0.018**)."
"notebooks/hypotheses/H10.qmd",416,"placement_sample","\bnear[- ]eye\b",FALSE,"Three age associations met the near-eye age-family rule. Per decade, the brightest-10-hour mean was 1.31-fold (95% CI 1.09–1.58; raw *p* = 0.003; BH-adjusted *p* = **0.018**), time above 1,000 lx melEDI was 1.27-fold (1.11–1.45; raw *p* <0.001; adjusted *p* = **0.009**), and melEDI dose was 1.31-fold (1.09–1.56; raw *p* = 0.003; adjusted *p* = **0.018**)."
"notebooks/hypotheses/H10.qmd",420,"placement_sample","\bnear[- ]eye\b",TRUE,"#| tbl-cap: ""Primary near-eye age associations."""
"notebooks/hypotheses/H10.qmd",428,"specialist","\bconfidence interval(s)?\b",TRUE,"#| fig-alt: ""Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale association per decade of age, with a horizontal 95% confidence interval and a vertical zero line. Three near-eye estimates and six chest estimates meet their placement-specific 17-metric BH rules; practical-scale estimates and exact samples appear in the adjacent tables."""
"notebooks/hypotheses/H10.qmd",428,"placement_sample","\bnear[- ]eye\b",TRUE,"#| fig-alt: ""Forest plot with 17 personal light-exposure metrics as rows and separate near-eye and chest panels. Each point is the standardized model-scale association per decade of age, with a horizontal 95% confidence interval and a vertical zero line. Three near-eye estimates and six chest estimates meet their placement-specific 17-metric BH rules; practical-scale estimates and exact samples appear in the adjacent tables."""
