"parent_index","site","Id","raw_state","period_source_start","period_source_end","expected_minutes","projected_minutes","valid_minutes","brown_yes","expected_recount","projected_recount","valid_recount","yes_recount","pass"
916,"FUSPCEU","FUSPCEU_S013","wake",73,74,795,795,795,155,795,795,795,155,TRUE
917,"FUSPCEU","FUSPCEU_S013","wake",74,75,730,730,730,77,730,730,730,77,TRUE
918,"FUSPCEU","FUSPCEU_S014","wake",77,78,900,900,900,255,900,900,900,255,TRUE
919,"FUSPCEU","FUSPCEU_S014","wake",78,79,860,860,828,330,860,860,828,330,TRUE
920,"FUSPCEU","FUSPCEU_S014","wake",79,80,870,870,870,287,870,870,870,287,TRUE
921,"FUSPCEU","FUSPCEU_S014","wake",80,81,800,800,679,103,800,800,679,103,TRUE
922,"FUSPCEU","FUSPCEU_S014","wake",81,82,740,740,634,30,740,740,634,30,TRUE
923,"FUSPCEU","FUSPCEU_S015","wake",83,84,845,845,845,3,845,845,845,3,TRUE
924,"FUSPCEU","FUSPCEU_S015","wake",84,85,845,845,845,273,845,845,845,273,TRUE
925,"FUSPCEU","FUSPCEU_S015","wake",85,86,879,879,879,205,879,879,879,205,TRUE
926,"FUSPCEU","FUSPCEU_S015","wake",86,87,767,767,767,50,767,767,767,50,TRUE
927,"FUSPCEU","FUSPCEU_S015","wake",87,88,815,815,748,142,815,815,748,142,TRUE
928,"FUSPCEU","FUSPCEU_S015","wake",88,89,670,670,670,33,670,670,670,33,TRUE
929,"FUSPCEU","FUSPCEU_S016","wake",90,91,742,742,705,329,742,742,705,329,TRUE
930,"FUSPCEU","FUSPCEU_S016","wake",92,93,645,645,563,317,645,645,563,317,TRUE
931,"FUSPCEU","FUSPCEU_S016","wake",93,94,630,630,630,60,630,630,630,60,TRUE
932,"FUSPCEU","FUSPCEU_S016","wake",94,95,811,811,709,112,811,811,709,112,TRUE
933,"FUSPCEU","FUSPCEU_S017","wake",96,97,685,685,685,214,685,685,685,214,TRUE
934,"FUSPCEU","FUSPCEU_S017","wake",97,98,713,713,713,192,713,713,713,192,TRUE
935,"FUSPCEU","FUSPCEU_S017","wake",98,99,577,577,577,47,577,577,577,47,TRUE
936,"FUSPCEU","FUSPCEU_S017","wake",99,100,553,553,352,74,553,553,352,74,TRUE
937,"FUSPCEU","FUSPCEU_S018","wake",101,102,497,497,497,15,497,497,497,15,TRUE
938,"FUSPCEU","FUSPCEU_S018","wake",102,103,493,493,493,55,493,493,493,55,TRUE
939,"FUSPCEU","FUSPCEU_S018","wake",103,104,509,509,429,4,509,509,429,4,TRUE
940,"FUSPCEU","FUSPCEU_S019","wake",105,106,690,690,690,349,690,690,690,349,TRUE
941,"FUSPCEU","FUSPCEU_S019","wake",106,107,690,690,690,215,690,690,690,215,TRUE
942,"FUSPCEU","FUSPCEU_S019","wake",107,108,646,646,646,0,646,646,646,0,TRUE
943,"FUSPCEU","FUSPCEU_S019","wake",108,109,795,795,795,147,795,795,795,147,TRUE
944,"FUSPCEU","FUSPCEU_S019","wake",109,110,705,705,705,44,705,705,705,44,TRUE
945,"FUSPCEU","FUSPCEU_S019","wake",110,111,625,625,625,54,625,625,625,54,TRUE
946,"FUSPCEU","FUSPCEU_S020","wake",112,113,810,810,810,226,810,810,810,226,TRUE
947,"FUSPCEU","FUSPCEU_S020","wake",113,114,740,740,740,244,740,740,740,244,TRUE
948,"FUSPCEU","FUSPCEU_S020","wake",114,115,930,930,930,396,930,930,930,396,TRUE
949,"FUSPCEU","FUSPCEU_S020","wake",115,116,680,680,680,169,680,680,680,169,TRUE
950,"FUSPCEU","FUSPCEU_S020","wake",116,117,1057,1057,1057,103,1057,1057,1057,103,TRUE
951,"FUSPCEU","FUSPCEU_S020","wake",117,118,472,472,472,23,472,472,472,23,TRUE
952,"FUSPCEU","FUSPCEU_S021","wake",119,120,722,722,684,18,722,722,684,18,TRUE
953,"FUSPCEU","FUSPCEU_S021","wake",122,123,564,564,459,98,564,564,459,98,TRUE
954,"FUSPCEU","FUSPCEU_S022","wake",124,125,660,660,660,209,660,660,660,209,TRUE
955,"FUSPCEU","FUSPCEU_S022","wake",125,126,735,735,735,219,735,735,735,219,TRUE
956,"FUSPCEU","FUSPCEU_S022","wake",126,127,720,720,720,41,720,720,720,41,TRUE
957,"FUSPCEU","FUSPCEU_S022","wake",127,128,790,790,790,199,790,790,790,199,TRUE
958,"FUSPCEU","FUSPCEU_S022","wake",128,129,690,690,690,110,690,690,690,110,TRUE
959,"FUSPCEU","FUSPCEU_S022","wake",129,130,615,615,615,54,615,615,615,54,TRUE
960,"FUSPCEU","FUSPCEU_S023","wake",131,132,617,617,617,220,617,617,617,220,TRUE
961,"FUSPCEU","FUSPCEU_S023","wake",132,133,868,868,868,213,868,868,868,213,TRUE
962,"FUSPCEU","FUSPCEU_S023","wake",133,134,885,885,885,332,885,885,885,332,TRUE
963,"FUSPCEU","FUSPCEU_S023","wake",134,135,798,798,798,277,798,798,798,277,TRUE
964,"FUSPCEU","FUSPCEU_S024","wake",136,137,900,900,890,198,900,900,890,198,TRUE
965,"FUSPCEU","FUSPCEU_S024","wake",137,138,855,855,765,273,855,855,765,273,TRUE
966,"FUSPCEU","FUSPCEU_S024","wake",138,139,825,825,735,230,825,825,735,230,TRUE
967,"FUSPCEU","FUSPCEU_S024","wake",139,140,1145,1145,140,0,1145,1145,140,0,TRUE
968,"FUSPCEU","FUSPCEU_S024","wake",140,141,750,750,750,6,750,750,750,6,TRUE
969,"FUSPCEU","FUSPCEU_S024","wake",141,142,630,630,630,4,630,630,630,4,TRUE
970,"FUSPCEU","FUSPCEU_S025","wake",143,144,780,780,677,271,780,780,677,271,TRUE
971,"FUSPCEU","FUSPCEU_S025","wake",144,145,750,750,738,330,750,750,738,330,TRUE
972,"FUSPCEU","FUSPCEU_S025","wake",145,146,800,800,788,228,800,800,788,228,TRUE
973,"FUSPCEU","FUSPCEU_S025","wake",148,149,678,678,435,168,678,678,435,168,TRUE
974,"IZTECH","IZTECH_S001","wake",1,2,1230,1230,90,0,1230,1230,90,0,TRUE
975,"IZTECH","IZTECH_S001","wake",2,3,1040,1040,1040,0,1040,1040,1040,0,TRUE
976,"IZTECH","IZTECH_S001","wake",3,4,780,780,780,0,780,780,780,0,TRUE
977,"IZTECH","IZTECH_S001","wake",4,5,904,904,879,92,904,904,879,92,TRUE
978,"IZTECH","IZTECH_S001","wake",5,6,755,755,755,76,755,755,755,76,TRUE
979,"IZTECH","IZTECH_S001","wake",6,7,765,765,765,53,765,765,765,53,TRUE
980,"IZTECH","IZTECH_S001","wake",7,8,665,665,665,4,665,665,665,4,TRUE
981,"IZTECH","IZTECH_S001","wake",8,9,760,760,695,73,760,760,695,73,TRUE
982,"IZTECH","IZTECH_S002","wake",11,12,710,710,667,28,710,710,667,28,TRUE
983,"IZTECH","IZTECH_S002","wake",12,13,758,758,758,46,758,758,758,46,TRUE
984,"IZTECH","IZTECH_S002","wake",13,14,618,618,618,63,618,618,618,63,TRUE
985,"IZTECH","IZTECH_S002","wake",14,15,615,615,393,66,615,615,393,66,TRUE
986,"IZTECH","IZTECH_S002","wake",15,16,656,656,656,68,656,656,656,68,TRUE
987,"IZTECH","IZTECH_S002","wake",16,17,640,640,640,17,640,640,640,17,TRUE
988,"IZTECH","IZTECH_S003","wake",19,20,590,590,590,29,590,590,590,29,TRUE
989,"IZTECH","IZTECH_S003","wake",20,21,870,870,870,35,870,870,870,35,TRUE
990,"IZTECH","IZTECH_S003","wake",21,22,750,750,750,37,750,750,750,37,TRUE
991,"IZTECH","IZTECH_S003","wake",22,23,870,870,870,40,870,870,870,40,TRUE
992,"IZTECH","IZTECH_S003","wake",23,24,650,650,612,9,650,650,612,9,TRUE
993,"IZTECH","IZTECH_S003","wake",24,25,748,748,748,34,748,748,748,34,TRUE
994,"IZTECH","IZTECH_S004","wake",28,29,765,765,765,243,765,765,765,243,TRUE
995,"IZTECH","IZTECH_S004","wake",29,30,750,750,750,252,750,750,750,252,TRUE
996,"IZTECH","IZTECH_S004","wake",30,31,755,755,755,241,755,755,755,241,TRUE
997,"IZTECH","IZTECH_S004","wake",31,32,780,780,780,43,780,780,780,43,TRUE
998,"IZTECH","IZTECH_S004","wake",32,33,720,720,675,145,720,720,675,145,TRUE
999,"IZTECH","IZTECH_S005","wake",35,36,745,745,745,123,745,745,745,123,TRUE
1000,"IZTECH","IZTECH_S005","wake",36,37,730,730,676,33,730,730,676,33,TRUE
1001,"IZTECH","IZTECH_S005","wake",37,38,685,685,685,169,685,685,685,169,TRUE
1002,"IZTECH","IZTECH_S005","wake",38,39,795,795,782,204,795,795,782,204,TRUE
1003,"IZTECH","IZTECH_S005","wake",39,40,735,735,735,2,735,735,735,2,TRUE
1004,"IZTECH","IZTECH_S005","wake",40,41,695,695,668,160,695,695,668,160,TRUE
1005,"IZTECH","IZTECH_S006","wake",43,44,850,850,850,206,850,850,850,206,TRUE
1006,"IZTECH","IZTECH_S006","wake",44,45,865,865,865,239,865,865,865,239,TRUE
1007,"IZTECH","IZTECH_S006","wake",45,46,850,850,849,373,850,850,849,373,TRUE
1008,"IZTECH","IZTECH_S006","wake",46,47,795,795,707,123,795,795,707,123,TRUE
1009,"IZTECH","IZTECH_S006","wake",47,48,1015,1015,1015,88,1015,1015,1015,88,TRUE
1010,"IZTECH","IZTECH_S006","wake",48,49,640,640,640,41,640,640,640,41,TRUE
1011,"IZTECH","IZTECH_S007","wake",51,52,776,776,689,128,776,776,689,128,TRUE
1012,"IZTECH","IZTECH_S007","wake",52,53,759,759,670,138,759,759,670,138,TRUE
1013,"IZTECH","IZTECH_S007","wake",53,54,695,695,695,179,695,695,695,179,TRUE
1014,"IZTECH","IZTECH_S007","wake",54,55,757,757,757,83,757,757,757,83,TRUE
1015,"IZTECH","IZTECH_S007","wake",55,56,715,715,536,173,715,715,536,173,TRUE
1016,"IZTECH","IZTECH_S007","wake",56,57,719,719,719,0,719,719,719,0,TRUE
1017,"IZTECH","IZTECH_S008","wake",59,60,645,645,645,124,645,645,645,124,TRUE
1018,"IZTECH","IZTECH_S008","wake",60,61,897,897,850,91,897,897,850,91,TRUE
1019,"IZTECH","IZTECH_S008","wake",61,62,670,670,640,231,670,670,640,231,TRUE
1020,"IZTECH","IZTECH_S008","wake",62,63,660,660,633,84,660,660,633,84,TRUE
1021,"IZTECH","IZTECH_S008","wake",64,65,823,823,823,46,823,823,823,46,TRUE
1022,"IZTECH","IZTECH_S009","wake",67,68,815,815,756,244,815,815,756,244,TRUE
1023,"IZTECH","IZTECH_S009","wake",68,69,759,759,646,48,759,759,646,48,TRUE
1024,"IZTECH","IZTECH_S009","wake",69,70,810,810,647,221,810,810,647,221,TRUE
1025,"IZTECH","IZTECH_S009","wake",71,72,597,597,505,134,597,597,505,134,TRUE
1026,"IZTECH","IZTECH_S009","wake",72,73,592,592,592,57,592,592,592,57,TRUE
1027,"IZTECH","IZTECH_S009","wake",73,74,782,782,688,177,782,782,688,177,TRUE
1028,"IZTECH","IZTECH_S010","wake",76,77,915,915,845,106,915,915,845,106,TRUE
1029,"IZTECH","IZTECH_S010","wake",77,78,795,795,795,47,795,795,795,47,TRUE
1030,"IZTECH","IZTECH_S010","wake",78,79,890,890,731,41,890,890,731,41,TRUE
1031,"IZTECH","IZTECH_S010","wake",79,80,780,780,711,72,780,780,711,72,TRUE
1032,"IZTECH","IZTECH_S010","wake",80,81,825,825,754,351,825,825,754,351,TRUE
1033,"IZTECH","IZTECH_S010","wake",81,82,870,870,780,359,870,870,780,359,TRUE
1034,"IZTECH","IZTECH_S011","wake",84,85,840,840,840,461,840,840,840,461,TRUE
1035,"IZTECH","IZTECH_S011","wake",85,86,900,900,890,466,900,900,890,466,TRUE
1036,"IZTECH","IZTECH_S011","wake",86,87,860,860,860,478,860,860,860,478,TRUE
1037,"IZTECH","IZTECH_S011","wake",87,88,900,900,844,399,900,900,844,399,TRUE
1038,"IZTECH","IZTECH_S011","wake",88,89,915,915,915,314,915,915,915,314,TRUE
1039,"IZTECH","IZTECH_S011","wake",89,90,750,750,750,245,750,750,750,245,TRUE
1040,"IZTECH","IZTECH_S012","wake",93,94,716,716,716,121,716,716,716,121,TRUE
1041,"IZTECH","IZTECH_S012","wake",94,95,785,785,785,310,785,785,785,310,TRUE
1042,"IZTECH","IZTECH_S012","wake",95,96,776,776,776,179,776,776,776,179,TRUE
1043,"IZTECH","IZTECH_S012","wake",96,97,830,830,830,260,830,830,830,260,TRUE
1044,"IZTECH","IZTECH_S013","wake",98,99,772,772,36,0,772,772,36,0,TRUE
1045,"IZTECH","IZTECH_S013","wake",99,100,960,960,920,238,960,960,920,238,TRUE
1046,"IZTECH","IZTECH_S013","wake",100,101,516,516,516,44,516,516,516,44,TRUE
1047,"IZTECH","IZTECH_S013","wake",101,102,1070,1070,1070,7,1070,1070,1070,7,TRUE
1048,"IZTECH","IZTECH_S013","wake",102,103,463,463,463,71,463,463,463,71,TRUE
1049,"IZTECH","IZTECH_S013","wake",103,104,754,754,707,10,754,754,707,10,TRUE
1050,"IZTECH","IZTECH_S013","wake",104,105,696,696,601,0,696,696,601,0,TRUE
1051,"IZTECH","IZTECH_S014","wake",107,108,831,831,804,207,831,831,804,207,TRUE
1052,"IZTECH","IZTECH_S014","wake",108,109,717,717,717,259,717,717,717,259,TRUE
1053,"IZTECH","IZTECH_S014","wake",109,110,659,659,483,213,659,659,483,213,TRUE
1054,"IZTECH","IZTECH_S014","wake",110,111,660,660,526,108,660,660,526,108,TRUE
1055,"IZTECH","IZTECH_S014","wake",111,112,854,854,725,129,854,854,725,129,TRUE
1056,"IZTECH","IZTECH_S014","wake",112,113,693,693,693,204,693,693,693,204,TRUE
1057,"IZTECH","IZTECH_S015","wake",115,116,554,554,517,49,554,554,517,49,TRUE
1058,"IZTECH","IZTECH_S015","wake",116,117,570,570,510,8,570,570,510,8,TRUE
1059,"IZTECH","IZTECH_S015","wake",117,118,570,570,427,25,570,570,427,25,TRUE
1060,"IZTECH","IZTECH_S015","wake",118,119,615,615,547,1,615,615,547,1,TRUE
1061,"IZTECH","IZTECH_S015","wake",119,120,465,465,385,42,465,465,385,42,TRUE
1062,"IZTECH","IZTECH_S015","wake",120,121,525,525,495,94,525,525,495,94,TRUE
1063,"IZTECH","IZTECH_S016","wake",123,124,782,782,782,79,782,782,782,79,TRUE
1064,"IZTECH","IZTECH_S016","wake",124,125,844,844,726,16,844,844,726,16,TRUE
1065,"IZTECH","IZTECH_S016","wake",125,126,833,833,719,45,833,833,719,45,TRUE
1066,"IZTECH","IZTECH_S016","wake",126,127,999,999,999,63,999,999,999,63,TRUE
1067,"IZTECH","IZTECH_S016","wake",127,128,865,865,844,88,865,865,844,88,TRUE
1068,"IZTECH","IZTECH_S016","wake",128,129,685,685,685,6,685,685,685,6,TRUE
1069,"IZTECH","IZTECH_S017","wake",131,132,750,750,750,139,750,750,750,139,TRUE
1070,"IZTECH","IZTECH_S017","wake",132,133,793,793,793,146,793,793,793,146,TRUE
1071,"IZTECH","IZTECH_S017","wake",133,134,798,798,798,140,798,798,798,140,TRUE
1072,"IZTECH","IZTECH_S017","wake",134,135,865,865,865,222,865,865,865,222,TRUE
1073,"IZTECH","IZTECH_S017","wake",135,136,538,538,538,222,538,538,538,222,TRUE
1074,"IZTECH","IZTECH_S017","wake",136,137,825,825,825,11,825,825,825,11,TRUE
1075,"KNUST","KNUST_S001","wake",1,2,628,628,628,49,628,628,628,49,TRUE
1076,"KNUST","KNUST_S001","wake",2,3,540,540,540,29,540,540,540,29,TRUE
1077,"KNUST","KNUST_S001","wake",3,4,555,555,450,41,555,555,450,41,TRUE
1078,"KNUST","KNUST_S001","wake",4,5,830,830,637,79,830,830,637,79,TRUE
1079,"KNUST","KNUST_S001","wake",5,6,660,660,588,28,660,660,588,28,TRUE
1080,"KNUST","KNUST_S001","wake",6,7,621,621,601,0,621,621,601,0,TRUE
1081,"KNUST","KNUST_S002","wake",8,9,715,715,600,0,715,715,600,0,TRUE
1082,"KNUST","KNUST_S002","wake",9,10,585,585,497,101,585,585,497,101,TRUE
1083,"KNUST","KNUST_S002","wake",10,11,730,730,568,52,730,730,568,52,TRUE
1084,"KNUST","KNUST_S002","wake",11,12,730,730,615,282,730,730,615,282,TRUE
1085,"KNUST","KNUST_S002","wake",12,13,730,730,678,31,730,730,678,31,TRUE
1086,"KNUST","KNUST_S002","wake",13,14,695,695,682,4,695,695,682,4,TRUE
1087,"KNUST","KNUST_S003","wake",15,16,730,730,730,75,730,730,730,75,TRUE
1088,"KNUST","KNUST_S003","wake",16,17,720,720,674,90,720,720,674,90,TRUE
1089,"KNUST","KNUST_S003","wake",17,18,670,670,585,1,670,670,585,1,TRUE
1090,"KNUST","KNUST_S003","wake",18,19,805,805,771,106,805,805,771,106,TRUE
1091,"KNUST","KNUST_S003","wake",19,20,750,750,612,0,750,750,612,0,TRUE
1092,"KNUST","KNUST_S003","wake",20,21,630,630,514,45,630,630,514,45,TRUE
1093,"KNUST","KNUST_S004","wake",23,24,858,858,767,407,858,858,767,407,TRUE
1094,"KNUST","KNUST_S004","wake",25,26,790,790,790,77,790,790,790,77,TRUE
1095,"KNUST","KNUST_S004","wake",26,27,774,774,731,215,774,774,731,215,TRUE
1096,"KNUST","KNUST_S005","wake",31,32,695,695,686,62,695,695,686,62,TRUE
1097,"KNUST","KNUST_S005","wake",32,33,540,540,540,0,540,540,540,0,TRUE
1098,"KNUST","KNUST_S005","wake",33,34,620,620,610,11,620,620,610,11,TRUE
1099,"KNUST","KNUST_S006","wake",36,37,860,860,787,199,860,860,787,199,TRUE
1100,"KNUST","KNUST_S006","wake",37,38,840,840,794,3,840,840,794,3,TRUE
1101,"KNUST","KNUST_S006","wake",38,39,900,900,780,36,900,900,780,36,TRUE
1102,"KNUST","KNUST_S006","wake",39,40,840,840,738,37,840,840,738,37,TRUE
1103,"KNUST","KNUST_S006","wake",40,41,896,896,762,50,896,896,762,50,TRUE
1104,"KNUST","KNUST_S006","wake",41,42,868,868,768,77,868,868,768,77,TRUE
1105,"KNUST","KNUST_S007","wake",43,44,655,655,532,24,655,655,532,24,TRUE
1106,"KNUST","KNUST_S007","wake",44,45,616,616,616,48,616,616,616,48,TRUE
1107,"KNUST","KNUST_S007","wake",45,46,629,629,610,237,629,629,610,237,TRUE
1108,"KNUST","KNUST_S007","wake",46,47,626,626,600,242,626,626,600,242,TRUE
1109,"KNUST","KNUST_S008","wake",50,51,842,842,594,42,842,842,594,42,TRUE
1110,"KNUST","KNUST_S008","wake",51,52,748,748,679,12,748,748,679,12,TRUE
1111,"KNUST","KNUST_S008","wake",52,53,802,802,647,23,802,802,647,23,TRUE
1112,"KNUST","KNUST_S008","wake",53,54,750,750,750,174,750,750,750,174,TRUE
1113,"KNUST","KNUST_S008","wake",54,55,905,905,866,24,905,905,866,24,TRUE
1114,"KNUST","KNUST_S009","wake",56,57,706,706,649,68,706,706,649,68,TRUE
1115,"KNUST","KNUST_S009","wake",57,58,1035,1035,1005,401,1035,1035,1005,401,TRUE
1116,"KNUST","KNUST_S009","wake",58,59,780,780,700,273,780,780,700,273,TRUE
1117,"KNUST","KNUST_S009","wake",59,60,749,749,715,83,749,749,715,83,TRUE
1118,"KNUST","KNUST_S009","wake",60,61,713,713,672,14,713,713,672,14,TRUE
1119,"KNUST","KNUST_S009","wake",61,62,930,930,885,73,930,930,885,73,TRUE
1120,"KNUST","KNUST_S010","wake",63,64,715,715,665,4,715,715,665,4,TRUE
1121,"KNUST","KNUST_S010","wake",64,65,789,789,637,23,789,789,637,23,TRUE
1122,"KNUST","KNUST_S010","wake",65,66,878,878,878,112,878,878,878,112,TRUE
1123,"KNUST","KNUST_S010","wake",66,67,840,840,840,54,840,840,840,54,TRUE
1124,"KNUST","KNUST_S010","wake",67,68,880,880,813,49,880,880,813,49,TRUE
1125,"KNUST","KNUST_S010","wake",68,69,894,894,823,42,894,894,823,42,TRUE
1126,"KNUST","KNUST_S011","wake",70,71,710,710,699,301,710,710,699,301,TRUE
1127,"KNUST","KNUST_S011","wake",71,72,875,875,827,371,875,875,827,371,TRUE
1128,"KNUST","KNUST_S011","wake",72,73,875,875,803,141,875,875,803,141,TRUE
1129,"KNUST","KNUST_S011","wake",73,74,815,815,793,97,815,815,793,97,TRUE
1130,"KNUST","KNUST_S011","wake",74,75,795,795,795,0,795,795,795,0,TRUE
1131,"KNUST","KNUST_S011","wake",75,76,927,927,927,0,927,927,927,0,TRUE
1132,"KNUST","KNUST_S012","wake",77,78,780,780,780,39,780,780,780,39,TRUE
1133,"KNUST","KNUST_S012","wake",78,79,801,801,754,192,801,801,754,192,TRUE
1134,"KNUST","KNUST_S012","wake",79,80,859,859,859,6,859,859,859,6,TRUE
1135,"KNUST","KNUST_S012","wake",80,81,741,741,741,160,741,741,741,160,TRUE
1136,"KNUST","KNUST_S012","wake",81,82,820,820,820,105,820,820,820,105,TRUE
1137,"KNUST","KNUST_S012","wake",82,83,809,809,809,374,809,809,809,374,TRUE
1138,"KNUST","KNUST_S013","wake",84,85,1020,1020,1020,157,1020,1020,1020,157,TRUE
1139,"KNUST","KNUST_S013","wake",85,86,990,990,990,305,990,990,990,305,TRUE
1140,"KNUST","KNUST_S013","wake",86,87,956,956,956,104,956,956,956,104,TRUE
1141,"KNUST","KNUST_S013","wake",87,88,820,820,820,227,820,820,820,227,TRUE
1142,"KNUST","KNUST_S013","wake",88,89,836,836,836,100,836,836,836,100,TRUE
1143,"KNUST","KNUST_S013","wake",89,90,852,852,852,249,852,852,852,249,TRUE
1144,"KNUST","KNUST_S014","wake",91,92,913,913,888,258,913,913,888,258,TRUE
1145,"KNUST","KNUST_S014","wake",92,93,765,765,765,78,765,765,765,78,TRUE
1146,"KNUST","KNUST_S014","wake",93,94,900,900,860,91,900,900,860,91,TRUE
1147,"KNUST","KNUST_S014","wake",94,95,813,813,789,15,813,813,789,15,TRUE
1148,"KNUST","KNUST_S014","wake",95,96,740,740,740,39,740,740,740,39,TRUE
1149,"KNUST","KNUST_S014","wake",96,97,870,870,870,35,870,870,870,35,TRUE
1150,"KNUST","KNUST_S015","wake",98,99,947,947,947,156,947,947,947,156,TRUE
1151,"KNUST","KNUST_S015","wake",99,100,870,870,857,184,870,870,857,184,TRUE
1152,"KNUST","KNUST_S015","wake",100,101,816,816,816,92,816,816,816,92,TRUE
1153,"KNUST","KNUST_S015","wake",101,102,845,845,805,143,845,845,805,143,TRUE
1154,"KNUST","KNUST_S015","wake",102,103,707,707,616,125,707,707,616,125,TRUE
1155,"KNUST","KNUST_S015","wake",103,104,830,830,762,19,830,830,762,19,TRUE
1156,"MPI","MPI_S201","wake",1,2,825,825,812,592,825,825,812,592,TRUE
1157,"MPI","MPI_S201","wake",2,3,725,725,644,494,725,725,644,494,TRUE
1158,"MPI","MPI_S201","wake",4,5,832,832,727,498,832,832,727,498,TRUE
1159,"MPI","MPI_S201","wake",6,7,670,670,654,301,670,670,654,301,TRUE
1160,"MPI","MPI_S202","wake",8,9,750,750,688,326,750,750,688,326,TRUE
1161,"MPI","MPI_S202","wake",9,10,885,885,717,121,885,885,717,121,TRUE
1162,"MPI","MPI_S202","wake",10,11,865,865,705,3,865,865,705,3,TRUE
1163,"MPI","MPI_S202","wake",11,12,855,855,855,4,855,855,855,4,TRUE
1164,"MPI","MPI_S202","wake",12,13,810,810,810,53,810,810,810,53,TRUE
1165,"MPI","MPI_S202","wake",13,14,816,816,751,10,816,816,751,10,TRUE
1166,"MPI","MPI_S204","wake",15,16,789,789,780,515,789,789,780,515,TRUE
1167,"MPI","MPI_S204","wake",16,17,860,860,850,428,860,860,850,428,TRUE
1168,"MPI","MPI_S204","wake",17,18,734,734,615,309,734,734,615,309,TRUE
1169,"MPI","MPI_S204","wake",19,20,760,760,749,450,760,760,749,450,TRUE
1170,"MPI","MPI_S204","wake",20,21,778,778,772,289,778,778,772,289,TRUE
1171,"MPI","MPI_S205","wake",22,23,663,663,663,100,663,663,663,100,TRUE
1172,"MPI","MPI_S205","wake",23,24,654,654,654,167,654,654,654,167,TRUE
1173,"MPI","MPI_S205","wake",24,25,628,628,628,268,628,628,628,268,TRUE
1174,"MPI","MPI_S205","wake",25,26,640,640,640,242,640,640,640,242,TRUE
1175,"MPI","MPI_S205","wake",26,27,645,645,645,468,645,645,645,468,TRUE
1176,"MPI","MPI_S205","wake",27,28,583,583,583,399,583,583,583,399,TRUE
1177,"MPI","MPI_S206","wake",29,30,613,613,613,0,613,613,613,0,TRUE
1178,"MPI","MPI_S206","wake",30,31,675,675,620,0,675,675,620,0,TRUE
1179,"MPI","MPI_S206","wake",31,32,781,781,743,51,781,781,743,51,TRUE
1180,"MPI","MPI_S206","wake",32,33,734,734,668,1,734,734,668,1,TRUE
1181,"MPI","MPI_S206","wake",33,34,687,687,589,1,687,687,589,1,TRUE
1182,"MPI","MPI_S206","wake",34,35,853,853,740,49,853,853,740,49,TRUE
1183,"MPI","MPI_S208","wake",36,37,917,917,695,121,917,917,695,121,TRUE
1184,"MPI","MPI_S208","wake",37,38,873,873,773,183,873,873,773,183,TRUE
1185,"MPI","MPI_S208","wake",38,39,705,705,668,236,705,705,668,236,TRUE
1186,"MPI","MPI_S208","wake",41,42,799,799,725,80,799,799,725,80,TRUE
1187,"MPI","MPI_S209","wake",43,44,781,781,717,342,781,781,717,342,TRUE
1188,"MPI","MPI_S209","wake",44,45,789,789,789,493,789,789,789,493,TRUE
1189,"MPI","MPI_S209","wake",45,46,696,696,599,245,696,696,599,245,TRUE
1190,"MPI","MPI_S209","wake",46,47,799,799,664,261,799,799,664,261,TRUE
1191,"MPI","MPI_S209","wake",47,48,783,783,783,88,783,783,783,88,TRUE
1192,"MPI","MPI_S209","wake",48,49,761,761,761,108,761,761,761,108,TRUE
1193,"MPI","MPI_S210","wake",50,51,870,870,857,663,870,870,857,663,TRUE
1194,"MPI","MPI_S210","wake",51,52,960,960,950,536,960,960,950,536,TRUE
1195,"MPI","MPI_S210","wake",52,53,854,854,854,537,854,854,854,537,TRUE
1196,"MPI","MPI_S210","wake",53,54,790,790,780,596,790,790,780,596,TRUE
1197,"MPI","MPI_S210","wake",54,55,790,790,790,511,790,790,790,511,TRUE
1198,"MPI","MPI_S210","wake",55,56,842,842,842,464,842,842,842,464,TRUE
1199,"MPI","MPI_S212","wake",57,58,787,787,712,354,787,787,712,354,TRUE
1200,"MPI","MPI_S212","wake",58,59,770,770,770,159,770,770,770,159,TRUE
1201,"MPI","MPI_S212","wake",59,60,795,795,718,327,795,795,718,327,TRUE
1202,"MPI","MPI_S212","wake",60,61,742,742,717,416,742,742,717,416,TRUE
1203,"MPI","MPI_S212","wake",61,62,845,845,754,295,845,845,754,295,TRUE
1204,"MPI","MPI_S212","wake",62,63,770,770,684,276,770,770,684,276,TRUE
1205,"MPI","MPI_S213","wake",64,65,829,829,829,130,829,829,829,130,TRUE
1206,"MPI","MPI_S213","wake",65,66,748,748,748,140,748,748,748,140,TRUE
1207,"MPI","MPI_S213","wake",66,67,759,759,759,181,759,759,759,181,TRUE
1208,"MPI","MPI_S213","wake",67,68,807,807,807,260,807,807,807,260,TRUE
1209,"MPI","MPI_S213","wake",68,69,701,701,581,113,701,701,581,113,TRUE
1210,"MPI","MPI_S214","wake",71,72,771,771,721,409,771,771,721,409,TRUE
1211,"MPI","MPI_S214","wake",72,73,745,745,745,244,745,745,745,244,TRUE
1212,"MPI","MPI_S214","wake",73,74,790,790,790,449,790,790,790,449,TRUE
1213,"MPI","MPI_S214","wake",74,75,795,795,755,271,795,795,755,271,TRUE
1214,"MPI","MPI_S214","wake",75,76,770,770,707,162,770,770,707,162,TRUE
1215,"MPI","MPI_S214","wake",76,77,697,697,697,230,697,697,697,230,TRUE
