decision_id,date,status,scope,decision,rationale,evidence_locator,implementation_effect,reopening_condition
"H06-D-017","2026-08-13","approved_complement_complete","H06 daily Stage 4 acceptance and complementary-analysis closure","Accept the bounded H06_daily preparation and provenance companion close H06-D-G4 and mark the participant-day analysis complete as complementary evidence","The author explicitly approved the companion and instructed the task to wrap up after all task-owned source scope identity and focused verification checks passed","audit/decisions/h06_daily_stage4_acceptance_closure.md; audit/hypotheses/H06_daily/H06_daily_stage4_preparation_acceptance.md; audit/hypotheses/H06_daily/H06_daily_stage4_preparation_gate.md; audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd; audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html; artifacts/12_manifests/H06_daily/H06_daily_preparation_acceptance_manifest.csv; audit/handoffs/H06_daily_worker_handoff.md; commit 442ddd1b592374440f1446c26234c5d6e12cce92","Closes the scientific H06_daily task and overall H06 workflow with hourly H06 main and H06_daily complementary; harmonization and website integration remain separate display-only work","Reopen if a sealed endpoint or verifier fails the author changes the main-complementary hierarchy or a verified discrepancy materially changes a main-H06 result or complementary claim"
"AUDIT-004","2026-08-13","verified","H03 H04 H07 H08 H09 H10 H11 scientific-closure status reconciliation","Replace the seven stale initial Stage 1 placeholders with the accepted completed scientific workflow states while retaining REPORT-017 as separate display-integration work","The central rows no longer represented the author-approved hypothesis handoffs, sealed reader reports, completed preparation companions, or bounded maintenance amendments","audit/decisions/h03_h11_stage_status_reconciliation.md; audit/handoffs/H03_worker_handoff.md; audit/handoffs/H04_worker_handoff.md; audit/handoffs/H07_worker_handoff.md; audit/handoffs/H08_worker_handoff.md; audit/handoffs/H09_worker_handoff.md; audit/handoffs/H10_worker_handoff.md; audit/handoffs/H11_worker_handoff.md; audit/ledgers/hypothesis_stage_gates.csv; audit/ledgers/hypothesis_comparison_status.csv","Changes only central metadata and deliberately records producer_pass rather than independent_pass because no scientific refit or full independent reproduction was performed","Reopen if a cited identity or verifier fails the author changes an accepted analysis a verified discrepancy changes a result or claim or display work changes scientific content"
"BA-001","2026-08-14","approved_stage2_in_progress","Brown recommendation adherence Stage 1 acceptance and Stage 2 transition","Accept BA-G1 through BA-G16 without revision and authorize the bounded Stage 2 implementation baseline reconciliation model fitting diagnostics and non-heavy sensitivities under the frozen standalone exploratory-analysis contract","The author explicitly approved Brown adherence Stage 1 as written after reviewing the outcome linkage coverage model hierarchy estimands multiplicity diagnostics sensitivities and stop rules; the coordinator independently matched the accepted report and current scientific input identities","audit/decisions/brown_adherence_stage1_acceptance_stage2_transition.md; audit/analyses/brown_adherence/01_audit_and_plan.qmd; audit/analyses/brown_adherence/01_audit_and_plan.html; audit/analyses/brown_adherence/03_author_decision_record.md; audit/handoffs/brown_adherence_strategy_handoff.md; audit/analyses/brown_adherence/stage1_render_manifest.csv","Closes the complete Stage 1 gate and authorizes only task-owned Stage 2 work stopped at BA-S2-REVIEW; no heavy computation Stage 3 Stage 4 shared edit manuscript integration commit push or upload is authorized","Reopen if a pinned input or Stage 1 identity changes frozen support totals do not reconcile the approved ladder cannot be implemented a diagnostic exposes a construct change or the author changes BA-G1 through BA-G16"
"H03-AUX-001","2026-08-14","approved_closed_auxiliary","H03 auxiliary population-mean sensitivity and participant random-intercept assessment","Accept the hierarchy-respecting participant random-intercept R-squared and Shapley assessment as descriptive supplementary evidence while retaining the within/between-participant check as a distinct population-mean clustered-covariance sensitivity and preserving the accepted H03 primary analysis","The owner approved commit c88c2d79e428578345c466ca18bb5b5faee912f5 after the new five-fit auxiliary analysis passed numerical artifact and reader-report checks; both auxiliary routes preserve the overall light-source category conclusion","audit/decisions/h03_auxiliary_model_assessments_closure.md; commit c88c2d79e428578345c466ca18bb5b5faee912f5; notebooks/hypotheses/H03.qmd; scripts/hypotheses/H03/run_h03_participant_random_intercept_assessment.R; tests/hypotheses/H03/test_h03_participant_random_intercept_assessment.R; tests/hypotheses/H03/test_h03_stage3_reader_report.R; artifacts/12_manifests/H03/H03_near_eye_participant_random_intercept_manifest.csv","Keeps H03 scientifically closed; changes no primary model estimand multiplicity family or claim and forbids importing H03 auxiliary estimates into another hypothesis; REPORT-017 remains a separate display-integration step","Reopen if a committed source or verifier changes an artifact identity fails the auxiliary model is promoted beyond descriptive evidence or a claim conflates the Mundlak population-mean sensitivity with the random-intercept variance assessment"
"BA-002","2026-08-14","approved_boundary_stage2_in_progress","Brown recommendation adherence boundary Stage 1 acceptance and Stage 2 transition","Accept BA-BG1 through BA-BG15 without revision and authorize only the bounded Boundary Stage 2 endpoint-inflated beta-binomial implementation diagnostics non-heavy sensitivities compact tables and point-only R-squared and Shapley decomposition","The author explicitly approved both the boundary Stage 1 plan and the R-squared and Shapley amendment after the original beta-binomial Stage 2 failed endpoint calibration; independent R 4.6.1 checks matched all accepted reports support evidence preserved inputs and original shared scientific pins","audit/decisions/brown_adherence_boundary_stage1_acceptance_stage2_transition.md; audit/analyses/brown_adherence/05_boundary_process_audit_and_plan.qmd; audit/analyses/brown_adherence/05_boundary_process_audit_and_plan.html; audit/analyses/brown_adherence/05a_r2_shapley_amendment.qmd; audit/analyses/brown_adherence/05a_r2_shapley_amendment.html; audit/analyses/brown_adherence/05b_complete_stage1_author_approval.md; audit/analyses/brown_adherence/stage1_boundary/boundary_stage1_complete_author_gate.csv; audit/handoffs/brown_adherence_strategy_handoff.md","Closes the complete reopened boundary Stage 1 gate and authorizes only task-owned Boundary Stage 2 work stopped at BA-BS2-REVIEW; no heavy computation Stage 3 Stage 4 shared edit manuscript integration commit push or upload is authorized","Reopen if a pinned identity changes the accepted frame or support does not reconcile the custom likelihood cannot be validated the approved ladder or estimand cannot be implemented a new package or response family is required or the author changes BA-BG1 through BA-BG15"
"BA-003","2026-08-15","approved_stage3_in_progress","Brown recommendation adherence Boundary Stage 2 acceptance and Stage 3 transition","Accept the selected endpoint-inflated beta-binomial F3/R3/Q2/Q1/D0 package with its split diagnostic disposition complete BA-M1 through BA-M5 families passed at-least-80% claim gate and point-only R-squared and Shapley summary; authorize only a stored-output reader-facing Stage 3 report","The author explicitly approved Brown adherence Boundary Stage 2 as written after reviewing the selected model results endpoint calibration temporal limitation sensitivities placement comparison compact tables multiplicity and descriptive decomposition; independent R 4.6.1 checks verified every sealed identity and gate","audit/decisions/brown_adherence_boundary_stage2_acceptance_stage3_transition.md; audit/analyses/brown_adherence/06_boundary_process_implementation_and_reconciliation.qmd; audit/analyses/brown_adherence/06_boundary_process_implementation_and_reconciliation.html; audit/analyses/brown_adherence/stage2_boundary/boundary_stage2_author_gate.csv; audit/analyses/brown_adherence/stage2_boundary/boundary_stage2_handoff.md; audit/analyses/brown_adherence/stage2_boundary/boundary_stage2_final_manifest.csv","Closes BA-BS2-REVIEW and authorizes only audit/analyses/brown_adherence/07_results.qmd its targeted HTML and task-owned Stage 3 display evidence under audit/analyses/brown_adherence/stage3 stopped at BA-BS3-REVIEW; no new scientific computation Stage 4 shared integration manuscript edit commit push or upload is authorized","Reopen if a protected Stage 2 identity changes a reader display requires scientific recomputation the author revises the accepted disposition or a Stage 3 claim exceeds the accepted exploratory observational scope"
"BA-004","2026-08-15","approved_stage3_display_amendment_in_progress","Brown recommendation adherence Stage 3 random-effect display amendment","Add the sole retained participant random intercept and the complete frozen response-scale R-squared partition to the unsealed Stage 3 reader report; authorize one replacement targeted render while retaining BA-BS3-REVIEW","The author requested random-effect results and decomposition before Stage 3 sealing; R 4.6.1 verification confirms that both accepted samples retain exactly one random effect so the full random-effect increment is attributable to the participant intercept and no new computation or Stage 2 reopening is needed","audit/decisions/brown_adherence_stage3_random_effect_display_amendment.md; audit/analyses/brown_adherence/stage2_boundary/random_sd_BA-EIBB-ANY-F3-R3-Q2-Q1-D0-OPTREC.csv; audit/analyses/brown_adherence/stage2_boundary/random_sd_BA-EIBB-80-F3-R3-Q2-Q1-D0.csv; audit/analyses/brown_adherence/stage2_boundary/r2_variance_decomposition.csv; audit/analyses/brown_adherence/stage2_boundary/report_r2_decomposition.csv; audit/analyses/brown_adherence/stage2_boundary/boundary_stage2_final_manifest.csv","Permits only Stage 3 reader source data native tables focused checks visual QA and replacement of the unsealed targeted HTML stopped at BA-BS3-REVIEW; inactive structural placeholders must not be shown as fitted or zero variance and all 378 Stage 2 identities remain frozen","Return to Boundary Stage 2 if a protected input changes the display requires a new estimate or variance allocation or wording would imply a random effect absent from the selected model"
"BA-005","2026-08-15","approved_participant_profile_stage3_in_progress","Brown recommendation adherence participant-profile extension","Open a separate participant-profile analysis to distinguish general adherence propensity from state-specific participant profiles using continuous cross-state concordance as primary evidence and cohort-relative tertile movement as a secondary display; authorize Stage 1 and Stage 2 with direct continuation through an amended Stage 3","The author approved the recommended extension and explicitly authorized progress through amended Stage 3 without additional owner-permission gates; the accepted single-intercept model cannot represent cross-state reversals but the sealed frames provide repeated observations in all three states for nearly all participants","audit/decisions/brown_adherence_participant_profile_extension_transition.md; audit/analyses/brown_adherence/stage2/model_frames.rds; audit/analyses/brown_adherence/stage2/model_frame_membership.csv; audit/analyses/brown_adherence/stage2_boundary/boundary_stage2_final_manifest.csv; audit/analyses/brown_adherence/stage3/boundary_stage3_final_manifest.csv; audit/analyses/brown_adherence/07_results.qmd; audit/analyses/brown_adherence/07_results.html","Preserves every BA-003 and BA-004 artifact and opens only task-owned participant-profile Stages 1 through 3; requires reliability before categorization aggregate privacy-safe outputs separate multiplicity temporal-confounding diagnostics and a final stop at BA-PP-G3-REVIEW","Reopen if a frozen identity or support count changes the construct cannot be represented by the prespecified ladder a new endpoint process or response is required participant disclosure risk appears heavy resampling lacks COMPUTE-001 approval or the extension would alter an accepted BA-003 or BA-004 result"
"BA-006","2026-08-15","verified_stopped_joint_construct_not_estimable","Brown recommendation adherence participant-profile Stage 2 stop","Close BA-PP-G2-TECH after all three prespecified P0 through P2 rungs failed the approved maximum-likelihood and Laplace-approximation gate; freeze the Stage 2 stop package and authorize no downstream participant-profile analysis","P0 P1 and P2 all ended in false convergence with very large Laplace gradients and non-positive-definite fixed Hessians; stationary conditional modes and interior covariance matrices do not make the unstable integrated likelihood interpretable","audit/decisions/brown_adherence_participant_profile_stage2_stop.md; audit/analyses/brown_adherence/09_participant_profile_implementation_and_reconciliation.qmd; audit/analyses/brown_adherence/09_participant_profile_implementation_and_reconciliation.html; audit/analyses/brown_adherence/stage2_participant_profile/participant_profile_stage2_gate.csv; audit/analyses/brown_adherence/stage2_participant_profile/participant_profile_stage2_final_manifest.csv; audit/handoffs/brown_adherence_participant_profile_handoff.md","Supersedes the unexercised conditional Stage 3 continuation in BA-005; prohibits interpretation of provisional covariance outputs and leaves the at-least-80 fit reliability tertiles temporal sensitivity Stage 3 writer notification and all existing BA-003 and BA-004 results untouched","Reopen only by explicit author decision for a prospective non-Laplace Stage 1 strategy with bounded runtime and stability pilot exact diagnostics and COMPUTE-001 approval before any heavy production computation"
"BA-007","2026-08-20","author_approved_stage1_stage2_authorized","Brown recommendation adherence cross-state association Stage 1 acceptance and bounded Stage 2","Accept the complete 16-item BA-CS-G1 contract without revision and authorize the separate exploratory Stage 2 within-participant cycle-level and between-participant Wake association analysis while retaining the accepted BA-003 and BA-004 endpoint-inflated boundary model as the main analysis","The Stage 1 package verified exact date-based pairing and historical linkage-B reconciliation for all 1376 any-valid target rows full fixed-design support a prospective endpoint-inflated beta-binomial ladder and a complete four-member BA-CS-M1 family; hard participant-tertile overlap remains prohibited because none of six stability gates passed","audit/decisions/brown_adherence_cross_state_association_stage1_acceptance_stage2_transition.md; audit/decisions/brown_adherence_cross_state_association_stage1_authorization.md; audit/analyses/brown_adherence/11_cross_state_association_audit_and_plan.qmd; audit/analyses/brown_adherence/stage1_cross_state_association/cross_state_stage1_gate.csv; audit/analyses/brown_adherence/stage1_cross_state_association/cross_state_stage1_final_manifest.csv; audit/handoffs/brown_adherence_cross_state_association_handoff.md","Authorizes only the frozen CS-F3/R0 to R3 and F2/F1/F0 Stage 2 ladder exact BA-CS-M1 multiplicity required diagnostics and at-least-80-percent gate in the task-owned Stage 2 paths; preserves all prior Brown analyses and stops at BA-CS-G2-REVIEW before Stage 3 writer notification or shared integration","Reopen if an accepted or frozen identity changes exact date-based pairing or the 1376-row reconciliation fails the response endpoint process sample day ownership estimand reference grid four-member family or privacy boundary changes either Wake association component is unavailable an unregistered model or heavy computation is needed the participant-tertile stability rule would be relaxed or the extension would alter an accepted BA-003 or BA-004 result"
"REPORT-018","2026-08-20","author_approved_render_completion_priority","Reader-report render-completion scheduling override","Finish the already active bounded H02 no-rerender cleanup at its next safe point then stop opening new language-harmonization and cosmetic cleanup loops and prioritize successful target rendering and integration of every reader-facing Quarto document","The author explicitly prioritized a complete rendered reader corpus over further REPORT-017 cleanup iteration while retaining all completed harmonization and the scientific semantic link visual and build-integrity safeguards","audit/decisions/report_harmonization_render_completion_priority.md; audit/report_harmonization/report017_render_completion_scheduling_override.md; audit/report_harmonization/phase4_corpus_manifest.csv; audit/report_harmonization/report017_consolidated_document_pass_protocol.md; audit/decisions/report_harmonization_phase4_render_release.md","Allows the current bounded H02 cleanup to finish without rerender then moves the serial queue to the missing Supplementary information page H02 companion remaining hypothesis pairs Sensitivity battery and one final integrated corpus audit; nonblocking language style optional-link test-literal and cosmetic findings are deferred rather than repaired","Reopen if the author changes priority a verified scientific discrepancy appears a hard semantic link build or visual integration blocker cannot be resolved by one bounded render-enabling correction or target-by-target rendering cannot produce a complete trustworthy corpus"
"BA-008","2026-08-20","author_approved_stage2_stage3_authorized","Brown recommendation adherence cross-state association Stage 2 acceptance and Stage 3 transition","Accept the selected exploratory endpoint-inflated beta-binomial F3/R3/Q2/Q1/D0 package its exact four-member BA-CS-M1 family split day-level and between-participant disposition passed at-least-80-percent gate and bounded sensitivity qualifications; authorize only a stored-output Stage 3 report plus the author-directed anonymous connected raincloud display","The author explicitly approved BA-CS-G2-REVIEW and directed continuation; independent R 4.6.1 verification matched all 162 sealed Stage 2 members all 15 finalization checks all four primary effects and all four support-sample gates and confirmed the requested figure is feasible for 139 complete participants without refitting a model","audit/decisions/brown_adherence_cross_state_association_stage2_acceptance_stage3_transition.md; audit/analyses/brown_adherence/12_cross_state_association_implementation_and_reconciliation.qmd; audit/analyses/brown_adherence/12_cross_state_association_implementation_and_reconciliation.html; audit/analyses/brown_adherence/stage2_cross_state_association/cross_state_stage2_author_gate.csv; audit/analyses/brown_adherence/stage2_cross_state_association/stage2_handoff.md; audit/analyses/brown_adherence/stage2_cross_state_association/cross_state_stage2_finalization_checks.csv; audit/analyses/brown_adherence/stage2_cross_state_association/cross_state_stage2_final_manifest.csv","Closes BA-CS-G2-REVIEW and authorizes only 13_cross_state_association_results_amendment.qmd its targeted HTML and task-owned Stage 3 evidence stopped at BA-CS-G3-REVIEW; preserves BA-003 and BA-004 as the main analysis forbids a day-level claim hard participant tertiles new inference writer notification before author acceptance shared integration commit push and upload","Reopen if a protected Stage 1 or Stage 2 identity changes the accepted split disposition or four-member family changes the 139-participant figure flow cannot be reproduced privacy cannot be preserved a new inferential calculation model response family or heavy computation is required hard participant tertiles or rankings are proposed or the extension would alter an accepted BA-003 or BA-004 result"
"BA-009","2026-08-20","coordinator_authorized_stage3_replacement_render","Brown cross-state association Stage 3 replacement-render completion","Authorize one replacement targeted render after the first unsealed HTML omitted three BA-008-required stored-output displays while retaining the unchanged BA-CS-G3-REVIEW stop","The amended reader source passes 19 of 19 R 4.6.1 checks and now includes the exact selected-sample rows endpoint and overall calibration disposition and point-only Wake-cycle groups from frozen Stage 2 outputs; the 139-profile 417-point raincloud and all scientific contracts remain unchanged","audit/decisions/brown_adherence_cross_state_stage3_replacement_render_authorization.md; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd; audit/analyses/brown_adherence/stage3_cross_state_association/stage3_source_verification.csv; audit/analyses/brown_adherence/stage3_cross_state_association/stage3_display_manifest.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Permits exactly one replacement targeted HTML render plus complete focused checks protected-identity verification and desktop/mobile secure-loopback QA; no fit prediction inference figure change shared integration writer notification Stage 4 commit push or upload is authorized","Reopen if any protected identity other than the stale unsealed HTML changes a required display cannot be rendered from frozen outputs the raincloud identity or 139-profile flow changes a new inferential calculation is required or the single-render boundary is exceeded"
"BA-010","2026-08-20","author_requested_stage3_integrated_report_amendment","Brown cross-state Stage 3 integrated main-model and association report","Pause the requested Stage 4 transition and authorize one stored-output Stage 3 revision that places the approved endpoint-inflated Brown model and its results before the separate cross-state association extension on the same reader page","The author identified that the sealed cross-state report linked to but did not display the approved main Brown model and results; all required main and extension content is available in frozen BA-003 BA-004 BA-008 and BA-009 outputs without refitting or new inference","audit/decisions/brown_adherence_cross_state_stage3_integrated_report_amendment.md; audit/analyses/brown_adherence/07_results.qmd; audit/analyses/brown_adherence/stage3/boundary_stage3_final_manifest.csv; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd; audit/analyses/brown_adherence/stage3_cross_state_association/cross_state_stage3_final_manifest.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Permits one source revision one replacement targeted HTML render and amendment-only evidence under the exact task-owned path boundary; preserves every fitted result and sealed historical record and stops at BA-CS-G3-INTEGRATED-REVIEW with Stage 4 and writer notification held","Reopen if a frozen manifest member changes the integrated page needs new calculation or artifact regeneration an accepted main or cross-state result conflicts privacy or reader semantics cannot be preserved or a second render is required"
"BA-011","2026-08-20","author_requested_stage3_site_interaction_display_amendment","Brown integrated Stage 3 site-specific Free-minus-Work forest plot","Authorize one display-only amendment that adds all 27 frozen any-valid BA-M4 site-specific Free-minus-Work contrasts with 95-percent confidence intervals a zero line state-specific equal-site reference lines and emphasis of the five accepted FDR-significant contrasts","The author found that the unaccepted integrated report contains interaction tests and a site-by-day-type adherence table but no reader-facing summary of the actual site-specific Free-minus-Work contrasts; the frozen BA-M4 and primary-contrast files contain every required value","audit/decisions/brown_adherence_cross_state_stage3_site_interaction_display_amendment.md; audit/analyses/brown_adherence/stage2_boundary/multiplicity_BA_M4.csv; audit/analyses/brown_adherence/stage3/source_data/table_primary_contrasts_source.csv; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/integrated_stage3_final_manifest.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Permits one QMD revision one new paired source CSV one PNG and SVG forest plot amendment-only evidence and exactly one replacement render with full verification and visual QA; changes no scientific result and retains BA-CS-G3-INTEGRATED-REVIEW Stage 4 and writer holds","Reopen if a frozen identity changes the 27-row three-state nine-site five-significant contract fails the figure needs new inference or participant data a prior sealed file must be rewritten or a second render is required"
"BA-012","2026-08-20","coordinator_authorized_environment_recovery_render_retry","Brown integrated Stage 3 site-interaction environment-recovery render retry","Classify the first BA-011 render as an renv startup access failure before QMD execution and authorize exactly one narrowly escalated replacement render using the established existing author-owned renv library and cache","The fail-closed package verifies 40 of 40 members and shows the historical HTML source paired data PNG SVG science and prior evidence unchanged while the interrupted R child remained in profile loading and recursive directory creation","audit/decisions/brown_adherence_cross_state_stage3_site_interaction_render_retry.md; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_interaction_display_amendment/site_interaction_fail_closed_manifest.csv; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_interaction_display_amendment/site_interaction_stage3_handoff.md; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Permits one exact target render under R 4.6.1 and Quarto 1.9.37 with narrow existing renv-library access followed by the already approved complete verification and loopback QA; changes no source display science or prior evidence and retains BA-CS-G3-INTEGRATED-REVIEW Stage 4 and writer holds","Reopen if any frozen identity changes the second attempt does not reach successful QMD execution the render or QA finds a new defect a new scientific calculation or package change is required or the one-retry boundary is exceeded"
"BA-013","2026-08-20","coordinator_authorized_bounded_viewport_qa_equivalence","Brown integrated Stage 3 site-interaction bounded viewport QA equivalence","Accept native 1280-by-720 served-page inspection plus deterministic responsive and 390-pixel structural verification as the bounded equivalent to unavailable viewport emulation for this page only","The BA-012 render passed all 30 structural checks and the in-app browser renders the served page correctly at its fixed native viewport but exposes no resize or emulation API and explicitly blocked the same-origin iframe harness without a permitted workaround","audit/decisions/brown_adherence_cross_state_stage3_site_interaction_qa_equivalence.md; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_interaction_display_amendment/render_retry_execution_record.csv; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_interaction_display_amendment/retry_render_verification_checks.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Permits only native fixed-viewport visual inspection deterministic responsive and mobile structural checks QA records screenshots teardown and final sealing; no render source display science iframe CDP alternate browser or browser-policy workaround is authorized and BA-CS-G3-INTEGRATED-REVIEW Stage 4 and writer holds remain","Reopen if any native visual or deterministic responsive check fails a mobile contract cannot be verified identity drift occurs teardown is incomplete or a different browser route render source edit or scientific calculation becomes necessary"
"BA-014","2026-08-20","author_requested_stage3_display_amendment","Brown integrated Stage 3 Work-day site and coverage-axis display amendment","Reopen the unaccepted BA-CS-G3-INTEGRATED-REVIEW display package only to add a frozen-output Work-day site-adherence companion forest and a display-only coverage-sensitivity copy with visible vertical x-axis guides","The author requested the Work-day site-level companion and readable coverage scale before approval; R 4.6.1 reproduces exactly 27 Work-day site rows across three states and nine sites with seven stored site-minus-average FDR localizations plus the exact six-row coverage source without any new model or inference","audit/decisions/brown_adherence_cross_state_stage3_workday_site_and_coverage_guides_display_amendment.md; audit/analyses/brown_adherence/stage2_boundary/compact_adherence_table_source.csv; audit/analyses/brown_adherence/stage3/source_data/figure_coverage_sensitivity_source.csv; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_interaction_display_amendment/site_interaction_stage3_final_manifest.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Permits one QMD revision one new amendment-only directory two paired source files four display files exactly one replacement target render and bounded QA; preserves every prior seal and scientific output and retains BA-CS-G3-INTEGRATED-REVIEW Stage 4 and writer holds","Reopen if a frozen identity changes the 27-row three-state nine-site seven-emphasis or six-row coverage contract fails a display requires new prediction inference or FDR calculation a prior sealed member must change the exact path boundary is insufficient or a second render is required"
"BA-015","2026-08-20","author_requested_stage2_stage3_inference_reopening","Brown site-specific day-type departure from equal-site effect inference amendment","Reopen the numerical Stage 2 boundary only to derive 27 response-scale site Free-minus-Work effects minus their state-specific equal-site Free-minus-Work effect as new primary family BA-M6 and if every gate passes present them with a distinct second encoding in the existing Stage 3 forest","The existing BA-M4 diamonds test each site effect against zero and BA-M5 tests site deviations separately within day type; neither answers the author's requested difference-in-differences, while the frozen boundary_estimands object contains both selected samples 54 response-scale cells and finite positive-definite stored covariance needed without refitting","audit/decisions/brown_adherence_site_daytype_vs_equal_site_stage2_stage3_reopening.md; audit/analyses/brown_adherence/stage2_boundary/boundary_estimands.rds; audit/analyses/brown_adherence/stage2_boundary/multiplicity_BA_M4.csv; audit/analyses/brown_adherence/stage2_boundary/compact_adherence_table_source.csv; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/final_manifest.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Authorizes one frozen-covariance BA-M6 derivation for the primary sample one identical at-least-80-percent sensitivity set one new Stage 2 evidence root one new Stage 3 display root one QMD revision and exactly one replacement render; preserves BA-M1 through BA-M5 all models samples and prior seals and retains the explicit Stage 3 author gate Stage 4 and writer holds","Reopen if a frozen identity fails stored covariance or cell ordering is insufficient component reconciliation fails any row is non-estimable the family differs from 27 model fitting compilation resampling participant data or package installation is required a prior seal must change or a second render is needed"
"BA-016","2026-08-21","author_approved_stage3_stage4_authorized","Brown cross-state integrated Stage 3 acceptance and Stage 4 provenance transition","Accept the sealed integrated Stage 3 report including the main endpoint-inflated Brown analysis the exploratory cross-state extension and the BA-M6 dual-coded site forest and authorize only the separate preparation and provenance companion in bounded Stage 4 paths","The author supplied the exact required gate wording after R 4.6.1 verification matched all 76 final-manifest members every stored source render visual and finalization gate and the three accepted BA-M6 localizations with retained support-sample directions","audit/decisions/brown_adherence_cross_state_stage3_acceptance_stage4_transition.md; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd; audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html; audit/analyses/brown_adherence/stage2_boundary/site_free_work_vs_equal_site_amendment/stage2_ba_m6_final_manifest.csv; audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/plot_note_clipping_recovery/fallback_candidate_recovery/final_manifest.csv; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Closes BA-CS-G3-INTEGRATED-REVIEW authorizes immediate accepted-result notification and manuscript-owned updating by the Nature Health writer and opens only 14_cross_state_association_preparation_and_provenance.qmd its one HTML render and task-owned stage4_cross_state_association evidence; changes no accepted result and leaves shared integration held at BA-CS-G4-REVIEW","Reopen if an accepted identity changes a provenance statement requires new scientific computation the Stage 4 path boundary is insufficient the sole render is consumed without a passing seal privacy fails an accepted Stage 3 file must change or shared integration is required before Stage 4 acceptance"
