placement,data_scenario_id,model_implementation_id,scenario,metric_order,metric_id,analysis_unit,stage,scope,site,model_observations,participants,participant_days,participant_hours,contributing_participant_days,metric_support_missing_observations,metric_support_valid_hours,metric_support_expected_hours,prepared_record_support_missing_observations,prepared_record_valid_melEDI_hours,prepared_record_valid_illuminance_hours,sites,excluded_observations,status
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,BAUA,88,16,88,,88,88,,,88,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,FUSPCEU,117,22,117,,117,117,,,117,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,IZTECH,100,17,100,,100,100,,,100,,,1,2,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,RISE,76,13,76,,76,76,,,76,,,1,2,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,THUAS,70,13,70,,70,70,,,70,,,1,8,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,site,UCR,28,6,28,,28,28,,,28,,,1,2,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_photoperiod_model,overall,ALL,615,112,615,,615,615,,,615,,,8,25,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,BAUA,88,16,88,,88,88,,,88,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,FUSPCEU,117,22,117,,117,117,,,117,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,IZTECH,100,17,100,,100,100,,,100,,,1,2,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,RISE,76,13,76,,76,76,,,76,,,1,2,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,THUAS,70,13,70,,70,70,,,70,,,1,8,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,site,UCR,28,6,28,,28,28,,,28,,,1,2,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_photoperiod_model,overall,ALL,615,112,615,,615,615,,,615,,,8,25,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,prepared_rows,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,BAUA,88,16,88,,88,88,,,88,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,FUSPCEU,117,22,117,,117,117,,,117,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,IZTECH,99,17,99,,99,99,,,99,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,THUAS,72,13,72,,72,72,,,72,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,metric_estimable,overall,ALL,621,112,621,,621,621,,,621,,,8,19,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,BAUA,88,16,88,,88,88,,,88,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,FUSPCEU,117,22,117,,117,117,,,117,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,IZTECH,99,17,99,,99,99,,,99,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,THUAS,72,13,72,,72,72,,,72,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,overall,ALL,621,112,621,,621,621,,,621,,,8,19,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,BAUA,88,16,88,,88,88,,,88,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,FUSPCEU,117,22,117,,117,117,,,117,,,1,5,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,IZTECH,99,17,99,,99,99,,,99,,,1,3,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,THUAS,72,13,72,,72,72,,,72,,,1,6,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,overall,ALL,621,112,621,,621,621,,,621,,,8,19,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,prepared_rows,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,metric_estimable,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,site_photoperiod_model,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,prepared_rows,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,metric_estimable,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,site_photoperiod_model,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,11,m10_midpoint,participant_day,latitude_photoperiod_model,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,prepared_rows,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,metric_estimable,overall,ALL,640,112,640,,640,640,,,640,,,8,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,site_photoperiod_model,site,BAUA,93,16,93,,93,93,,,93,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,site_photoperiod_model,site,FUSPCEU,122,22,122,,122,122,,,122,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,site_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,site_photoperiod_model,site,KNUST,77,15,77,,77,77,,,77,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
chest,alternative_preprocessing,hypothesis_models,paired_common_sample,12,l10_midpoint,participant_day,site_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
