placement,site,participant,participant_day,unique_participant_hours,long_rows,effective_weighted_hours,categories,multiselect_hours,maximum_k,exact_zero_unique_hours,other_only_hours
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-06,24,25,24,5,1,2,5,0
Near-eye,TUM,TUM.TUM_S007,TUM.TUM_S007.2024-07-07,23,24,23,5,1,2,6,1
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-09,21,21,21,4,0,1,0,0
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-10,23,23,23,3,0,1,4,0
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-11,23,23,23,6,0,1,6,2
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-12,23,23,23,5,0,1,2,1
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-13,22,22,22,5,0,1,2,1
Near-eye,TUM,TUM.TUM_S008,TUM.TUM_S008.2024-07-14,20,20,20,3,0,1,3,0
Near-eye,TUM,TUM.TUM_S009,TUM.TUM_S009.2024-07-16,24,24,24,4,0,1,3,0
Near-eye,TUM,TUM.TUM_S009,TUM.TUM_S009.2024-07-17,24,24,24,5,0,1,3,0
Near-eye,TUM,TUM.TUM_S009,TUM.TUM_S009.2024-07-18,24,24,24,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S009,TUM.TUM_S009.2024-07-19,24,24,24,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S009,TUM.TUM_S009.2024-07-20,23,23,23,5,0,1,3,2
Near-eye,TUM,TUM.TUM_S009,TUM.TUM_S009.2024-07-21,24,24,24,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S010,TUM.TUM_S010.2024-07-23,20,20,20,4,0,1,4,0
Near-eye,TUM,TUM.TUM_S010,TUM.TUM_S010.2024-07-24,24,24,24,4,0,1,2,0
Near-eye,TUM,TUM.TUM_S010,TUM.TUM_S010.2024-07-25,22,22,22,5,0,1,2,1
Near-eye,TUM,TUM.TUM_S010,TUM.TUM_S010.2024-07-26,22,22,22,3,0,1,4,0
Near-eye,TUM,TUM.TUM_S010,TUM.TUM_S010.2024-07-27,23,23,23,2,0,1,3,0
Near-eye,TUM,TUM.TUM_S010,TUM.TUM_S010.2024-07-28,24,24,24,2,0,1,4,0
Near-eye,UCR,UCR.UCR_S001,UCR.UCR_S001.2025-06-17,23,29,23,4,6,2,7,0
Near-eye,UCR,UCR.UCR_S001,UCR.UCR_S001.2025-06-18,24,28,24,5,4,2,6,0
Near-eye,UCR,UCR.UCR_S001,UCR.UCR_S001.2025-06-19,24,29,24,4,5,2,6,0
Near-eye,UCR,UCR.UCR_S001,UCR.UCR_S001.2025-06-22,23,28,23,4,5,2,5,0
Near-eye,UCR,UCR.UCR_S002,UCR.UCR_S002.2025-06-17,24,24,24,4,0,1,9,0
Near-eye,UCR,UCR.UCR_S002,UCR.UCR_S002.2025-06-18,24,24,24,3,0,1,7,0
Near-eye,UCR,UCR.UCR_S002,UCR.UCR_S002.2025-06-19,24,24,24,3,0,1,7,0
Near-eye,UCR,UCR.UCR_S002,UCR.UCR_S002.2025-06-20,24,24,24,3,0,1,6,0
Near-eye,UCR,UCR.UCR_S002,UCR.UCR_S002.2025-06-21,24,24,24,3,0,1,5,0
Near-eye,UCR,UCR.UCR_S002,UCR.UCR_S002.2025-06-22,24,24,24,3,0,1,8,0
Near-eye,UCR,UCR.UCR_S003,UCR.UCR_S003.2025-06-17,24,24,24,4,0,1,4,0
Near-eye,UCR,UCR.UCR_S003,UCR.UCR_S003.2025-06-18,24,24,24,3,0,1,3,0
Near-eye,UCR,UCR.UCR_S003,UCR.UCR_S003.2025-06-19,24,24,24,3,0,1,0,0
Near-eye,UCR,UCR.UCR_S003,UCR.UCR_S003.2025-06-20,19,19,19,3,0,1,4,0
Near-eye,UCR,UCR.UCR_S003,UCR.UCR_S003.2025-06-22,23,23,23,2,0,1,5,0
Near-eye,UCR,UCR.UCR_S004,UCR.UCR_S004.2025-06-24,23,23,23,4,0,1,5,0
Near-eye,UCR,UCR.UCR_S004,UCR.UCR_S004.2025-06-25,21,21,21,4,0,1,6,0
Near-eye,UCR,UCR.UCR_S004,UCR.UCR_S004.2025-06-26,23,25,23,5,2,2,5,0
Near-eye,UCR,UCR.UCR_S004,UCR.UCR_S004.2025-06-27,22,23,22,5,1,2,6,1
Near-eye,UCR,UCR.UCR_S004,UCR.UCR_S004.2025-06-28,23,23,23,2,0,1,5,0
Near-eye,UCR,UCR.UCR_S004,UCR.UCR_S004.2025-06-29,24,24,24,3,0,1,6,0
Near-eye,UCR,UCR.UCR_S005,UCR.UCR_S005.2025-06-24,24,37,24,4,13,2,5,1
Near-eye,UCR,UCR.UCR_S005,UCR.UCR_S005.2025-06-25,24,39,24,3,15,2,4,0
Near-eye,UCR,UCR.UCR_S005,UCR.UCR_S005.2025-06-26,24,25,24,5,1,2,1,3
Near-eye,UCR,UCR.UCR_S005,UCR.UCR_S005.2025-06-27,19,28,18.999999999999996,4,8,3,5,0
Near-eye,UCR,UCR.UCR_S005,UCR.UCR_S005.2025-06-29,24,26,24,4,2,2,5,1
Near-eye,UCR,UCR.UCR_S006,UCR.UCR_S006.2025-06-24,24,24,24,5,0,1,6,2
Near-eye,UCR,UCR.UCR_S006,UCR.UCR_S006.2025-06-25,22,22,22,5,0,1,6,0
Near-eye,UCR,UCR.UCR_S006,UCR.UCR_S006.2025-06-26,23,24,23,4,1,2,5,0
Near-eye,UCR,UCR.UCR_S006,UCR.UCR_S006.2025-06-27,22,22,22,5,0,1,5,1
Near-eye,UCR,UCR.UCR_S006,UCR.UCR_S006.2025-06-28,23,23,23,5,0,1,6,2
Near-eye,UCR,UCR.UCR_S006,UCR.UCR_S006.2025-06-29,23,24,23,4,1,2,4,0
Chest,BAUA,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,24,26,24,6,2,2,9,1
Chest,BAUA,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-12,22,24,22,5,2,2,7,0
Chest,BAUA,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-13,22,23,22,5,1,2,7,0
Chest,BAUA,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-14,22,23,22,4,1,2,7,0
Chest,BAUA,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-16,24,27,24,4,3,2,10,0
Chest,BAUA,BAUA.BAUA_S002,BAUA.BAUA_S002.2025-06-11,24,24,24,5,0,1,6,0
Chest,BAUA,BAUA.BAUA_S002,BAUA.BAUA_S002.2025-06-12,24,24,24,4,0,1,7,0
Chest,BAUA,BAUA.BAUA_S002,BAUA.BAUA_S002.2025-06-13,22,22,22,5,0,1,6,0
Chest,BAUA,BAUA.BAUA_S002,BAUA.BAUA_S002.2025-06-14,23,23,23,4,0,1,7,1
Chest,BAUA,BAUA.BAUA_S002,BAUA.BAUA_S002.2025-06-15,24,24,24,4,0,1,7,0
Chest,BAUA,BAUA.BAUA_S002,BAUA.BAUA_S002.2025-06-16,24,24,24,4,0,1,6,0
Chest,BAUA,BAUA.BAUA_S003,BAUA.BAUA_S003.2025-06-11,24,24,24,3,0,1,8,0
Chest,BAUA,BAUA.BAUA_S003,BAUA.BAUA_S003.2025-06-12,24,24,24,2,0,1,8,0
Chest,BAUA,BAUA.BAUA_S003,BAUA.BAUA_S003.2025-06-13,24,24,24,3,0,1,8,0
Chest,BAUA,BAUA.BAUA_S003,BAUA.BAUA_S003.2025-06-14,24,24,24,4,0,1,8,0
Chest,BAUA,BAUA.BAUA_S003,BAUA.BAUA_S003.2025-06-15,24,24,24,3,0,1,10,0
Chest,BAUA,BAUA.BAUA_S003,BAUA.BAUA_S003.2025-06-16,14,14,14,2,0,1,14,0
Chest,BAUA,BAUA.BAUA_S004,BAUA.BAUA_S004.2025-06-11,23,25,23,5,2,2,8,0
Chest,BAUA,BAUA.BAUA_S004,BAUA.BAUA_S004.2025-06-12,22,28,22,5,6,2,6,0
Chest,BAUA,BAUA.BAUA_S004,BAUA.BAUA_S004.2025-06-13,23,25,23,5,2,2,5,0
Chest,BAUA,BAUA.BAUA_S004,BAUA.BAUA_S004.2025-06-14,23,25,23,5,2,2,6,1
Chest,BAUA,BAUA.BAUA_S004,BAUA.BAUA_S004.2025-06-15,22,22,22,3,0,1,7,0
Chest,BAUA,BAUA.BAUA_S004,BAUA.BAUA_S004.2025-06-16,22,25,22,5,3,2,7,0
Chest,BAUA,BAUA.BAUA_S005,BAUA.BAUA_S005.2025-06-11,22,22,22,4,0,1,8,3
Chest,BAUA,BAUA.BAUA_S005,BAUA.BAUA_S005.2025-06-12,22,22,22,6,0,1,8,4
Chest,BAUA,BAUA.BAUA_S005,BAUA.BAUA_S005.2025-06-13,22,23,22,5,1,2,5,4
Chest,BAUA,BAUA.BAUA_S005,BAUA.BAUA_S005.2025-06-14,24,24,24,5,0,1,4,8
Chest,BAUA,BAUA.BAUA_S005,BAUA.BAUA_S005.2025-06-15,24,24,24,3,0,1,11,13
Chest,BAUA,BAUA.BAUA_S006,BAUA.BAUA_S006.2025-06-11,24,24,24,5,0,1,9,0
Chest,BAUA,BAUA.BAUA_S006,BAUA.BAUA_S006.2025-06-12,24,24,24,4,0,1,7,0
Chest,BAUA,BAUA.BAUA_S006,BAUA.BAUA_S006.2025-06-13,23,23,23,4,0,1,7,0
Chest,BAUA,BAUA.BAUA_S006,BAUA.BAUA_S006.2025-06-15,24,24,24,2,0,1,12,0
Chest,BAUA,BAUA.BAUA_S006,BAUA.BAUA_S006.2025-06-16,24,24,24,5,0,1,9,0
Chest,BAUA,BAUA.BAUA_S008,BAUA.BAUA_S008.2025-06-25,24,24,24,4,0,1,6,0
Chest,BAUA,BAUA.BAUA_S008,BAUA.BAUA_S008.2025-06-26,24,24,24,3,0,1,7,0
Chest,BAUA,BAUA.BAUA_S008,BAUA.BAUA_S008.2025-06-28,24,24,24,3,0,1,8,0
Chest,BAUA,BAUA.BAUA_S008,BAUA.BAUA_S008.2025-06-29,24,24,24,3,0,1,7,0
Chest,BAUA,BAUA.BAUA_S008,BAUA.BAUA_S008.2025-06-30,24,24,24,2,0,1,8,0
Chest,BAUA,BAUA.BAUA_S009,BAUA.BAUA_S009.2025-06-25,22,27,22,5,5,2,5,0
Chest,BAUA,BAUA.BAUA_S009,BAUA.BAUA_S009.2025-06-26,22,25,22,5,3,2,5,0
Chest,BAUA,BAUA.BAUA_S009,BAUA.BAUA_S009.2025-06-27,24,32,24,5,8,2,4,0
Chest,BAUA,BAUA.BAUA_S009,BAUA.BAUA_S009.2025-06-28,24,31,24,4,7,2,6,0
Chest,BAUA,BAUA.BAUA_S009,BAUA.BAUA_S009.2025-06-29,24,29,24,5,5,2,6,7
Chest,BAUA,BAUA.BAUA_S009,BAUA.BAUA_S009.2025-06-30,24,26,24,4,2,2,5,0
Chest,BAUA,BAUA.BAUA_S012,BAUA.BAUA_S012.2025-07-16,20,20,20,5,0,1,5,0
Chest,BAUA,BAUA.BAUA_S012,BAUA.BAUA_S012.2025-07-17,23,23,23,5,0,1,6,0
Chest,BAUA,BAUA.BAUA_S012,BAUA.BAUA_S012.2025-07-18,24,24,24,4,0,1,5,0
Chest,BAUA,BAUA.BAUA_S012,BAUA.BAUA_S012.2025-07-19,21,21,21,3,0,1,3,0
Chest,BAUA,BAUA.BAUA_S012,BAUA.BAUA_S012.2025-07-20,20,20,20,3,0,1,2,0
Chest,BAUA,BAUA.BAUA_S012,BAUA.BAUA_S012.2025-07-21,22,22,22,3,0,1,5,0
Chest,BAUA,BAUA.BAUA_S013,BAUA.BAUA_S013.2025-07-16,24,24,24,5,0,1,6,1
Chest,BAUA,BAUA.BAUA_S013,BAUA.BAUA_S013.2025-07-17,24,24,24,2,0,1,4,0
Chest,BAUA,BAUA.BAUA_S013,BAUA.BAUA_S013.2025-07-18,24,24,24,3,0,1,4,0
Chest,BAUA,BAUA.BAUA_S013,BAUA.BAUA_S013.2025-07-19,24,24,24,3,0,1,5,0
Chest,BAUA,BAUA.BAUA_S013,BAUA.BAUA_S013.2025-07-20,24,24,24,3,0,1,6,0
Chest,BAUA,BAUA.BAUA_S013,BAUA.BAUA_S013.2025-07-21,22,23,22,4,1,2,5,0
Chest,BAUA,BAUA.BAUA_S014,BAUA.BAUA_S014.2025-07-16,24,27,24,6,3,2,6,1
Chest,BAUA,BAUA.BAUA_S014,BAUA.BAUA_S014.2025-07-18,24,26,24,4,2,2,6,1
Chest,BAUA,BAUA.BAUA_S014,BAUA.BAUA_S014.2025-07-19,24,32,24,3,8,2,12,0
Chest,BAUA,BAUA.BAUA_S014,BAUA.BAUA_S014.2025-07-20,24,26,24,3,2,2,7,0
Chest,BAUA,BAUA.BAUA_S014,BAUA.BAUA_S014.2025-07-21,24,26,24,4,2,2,6,0
Chest,BAUA,BAUA.BAUA_S015,BAUA.BAUA_S015.2025-07-23,24,24,24,5,0,1,3,6
Chest,BAUA,BAUA.BAUA_S015,BAUA.BAUA_S015.2025-07-24,23,23,23,4,0,1,0,0
Chest,BAUA,BAUA.BAUA_S015,BAUA.BAUA_S015.2025-07-25,19,19,19,5,0,1,3,0
Chest,BAUA,BAUA.BAUA_S015,BAUA.BAUA_S015.2025-07-26,24,24,24,5,0,1,9,4
Chest,BAUA,BAUA.BAUA_S015,BAUA.BAUA_S015.2025-07-27,23,23,23,2,0,1,4,0
Chest,BAUA,BAUA.BAUA_S015,BAUA.BAUA_S015.2025-07-28,21,21,21,6,0,1,8,3
Chest,BAUA,BAUA.BAUA_S016,BAUA.BAUA_S016.2025-07-23,22,22,22,4,0,1,7,0
Chest,BAUA,BAUA.BAUA_S016,BAUA.BAUA_S016.2025-07-24,22,22,22,3,0,1,7,0
Chest,BAUA,BAUA.BAUA_S016,BAUA.BAUA_S016.2025-07-25,24,24,24,4,0,1,6,0
Chest,BAUA,BAUA.BAUA_S016,BAUA.BAUA_S016.2025-07-26,22,22,22,2,0,1,8,0
Chest,BAUA,BAUA.BAUA_S016,BAUA.BAUA_S016.2025-07-27,22,22,22,3,0,1,9,0
Chest,BAUA,BAUA.BAUA_S016,BAUA.BAUA_S016.2025-07-28,21,21,21,4,0,1,7,0
Chest,BAUA,BAUA.BAUA_S017,BAUA.BAUA_S017.2025-09-09,24,25,24,4,1,2,8,0
Chest,BAUA,BAUA.BAUA_S017,BAUA.BAUA_S017.2025-09-10,24,24,24,3,0,1,5,0
Chest,BAUA,BAUA.BAUA_S017,BAUA.BAUA_S017.2025-09-11,24,26,24,5,2,2,6,1
Chest,BAUA,BAUA.BAUA_S017,BAUA.BAUA_S017.2025-09-12,24,26,24,5,2,2,6,3
Chest,BAUA,BAUA.BAUA_S017,BAUA.BAUA_S017.2025-09-13,23,25,23,3,2,2,4,0
Chest,BAUA,BAUA.BAUA_S017,BAUA.BAUA_S017.2025-09-14,15,16,15,5,1,2,4,0
Chest,BAUA,BAUA.BAUA_S018,BAUA.BAUA_S018.2025-09-09,24,24,24,5,0,1,7,3
Chest,BAUA,BAUA.BAUA_S018,BAUA.BAUA_S018.2025-09-10,24,25,24,3,1,2,5,0
Chest,BAUA,BAUA.BAUA_S018,BAUA.BAUA_S018.2025-09-11,23,24,23,4,1,2,6,0
Chest,BAUA,BAUA.BAUA_S018,BAUA.BAUA_S018.2025-09-12,23,24,23,3,1,2,6,0
Chest,BAUA,BAUA.BAUA_S018,BAUA.BAUA_S018.2025-09-13,23,23,23,4,0,1,10,3
Chest,BAUA,BAUA.BAUA_S022,BAUA.BAUA_S022.2025-09-24,24,24,24,5,0,1,7,0
Chest,BAUA,BAUA.BAUA_S022,BAUA.BAUA_S022.2025-09-25,24,24,24,3,0,1,8,0
Chest,BAUA,BAUA.BAUA_S022,BAUA.BAUA_S022.2025-09-26,24,24,24,4,0,1,7,0
Chest,BAUA,BAUA.BAUA_S022,BAUA.BAUA_S022.2025-09-27,24,26,24,4,2,2,8,0
Chest,BAUA,BAUA.BAUA_S022,BAUA.BAUA_S022.2025-09-28,24,28,24,4,4,2,10,0
Chest,BAUA,BAUA.BAUA_S022,BAUA.BAUA_S022.2025-09-29,24,26,24,3,2,2,8,0
Chest,BAUA,BAUA.BAUA_S023,BAUA.BAUA_S023.2025-09-24,24,24,24,3,0,1,11,0
Chest,BAUA,BAUA.BAUA_S023,BAUA.BAUA_S023.2025-09-25,24,24,24,3,0,1,6,0
Chest,BAUA,BAUA.BAUA_S023,BAUA.BAUA_S023.2025-09-26,24,24,24,3,0,1,5,0
Chest,BAUA,BAUA.BAUA_S023,BAUA.BAUA_S023.2025-09-27,24,24,24,5,0,1,11,2
Chest,BAUA,BAUA.BAUA_S023,BAUA.BAUA_S023.2025-09-28,24,24,24,2,0,1,9,0
Chest,BAUA,BAUA.BAUA_S023,BAUA.BAUA_S023.2025-09-29,24,24,24,3,0,1,5,0
Chest,BAUA,BAUA.BAUA_S024,BAUA.BAUA_S024.2025-10-14,24,24,24,3,0,1,7,0
Chest,BAUA,BAUA.BAUA_S024,BAUA.BAUA_S024.2025-10-15,24,24,24,3,0,1,9,0
Chest,BAUA,BAUA.BAUA_S024,BAUA.BAUA_S024.2025-10-16,21,21,21,4,0,1,8,0
Chest,BAUA,BAUA.BAUA_S024,BAUA.BAUA_S024.2025-10-17,24,24,24,3,0,1,11,0
Chest,BAUA,BAUA.BAUA_S024,BAUA.BAUA_S024.2025-10-18,24,25,24,3,1,2,10,0
Chest,BAUA,BAUA.BAUA_S024,BAUA.BAUA_S024.2025-10-19,24,26,24,3,2,2,10,0
Chest,BAUA,BAUA.BAUA_S025,BAUA.BAUA_S025.2025-10-14,24,24,24,5,0,1,9,2
Chest,BAUA,BAUA.BAUA_S025,BAUA.BAUA_S025.2025-10-15,24,24,24,4,0,1,8,0
Chest,BAUA,BAUA.BAUA_S025,BAUA.BAUA_S025.2025-10-16,24,24,24,4,0,1,10,2
Chest,BAUA,BAUA.BAUA_S025,BAUA.BAUA_S025.2025-10-17,24,24,24,4,0,1,8,0
Chest,BAUA,BAUA.BAUA_S025,BAUA.BAUA_S025.2025-10-18,24,24,24,5,0,1,7,5
Chest,BAUA,BAUA.BAUA_S025,BAUA.BAUA_S025.2025-10-19,24,24,24,5,0,1,10,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S003,FUSPCEU.FUSPCEU_S003.2024-10-08,20,20,20,5,0,1,9,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S003,FUSPCEU.FUSPCEU_S003.2024-10-09,23,23,23,4,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S003,FUSPCEU.FUSPCEU_S003.2024-10-10,24,24,24,5,0,1,9,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S003,FUSPCEU.FUSPCEU_S003.2024-10-11,24,24,24,4,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S003,FUSPCEU.FUSPCEU_S003.2024-10-12,24,24,24,4,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S003,FUSPCEU.FUSPCEU_S003.2024-10-13,24,24,24,4,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S004,FUSPCEU.FUSPCEU_S004.2024-10-08,24,24,24,4,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S004,FUSPCEU.FUSPCEU_S004.2024-10-09,24,24,24,4,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S004,FUSPCEU.FUSPCEU_S004.2024-10-11,24,24,24,5,0,1,7,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S004,FUSPCEU.FUSPCEU_S004.2024-10-12,22,22,22,5,0,1,9,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S004,FUSPCEU.FUSPCEU_S004.2024-10-13,24,24,24,4,0,1,10,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S005,FUSPCEU.FUSPCEU_S005.2024-10-15,24,24,24,6,0,1,9,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S005,FUSPCEU.FUSPCEU_S005.2024-10-16,18,18,18,5,0,1,15,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S005,FUSPCEU.FUSPCEU_S005.2024-10-17,22,22,22,3,0,1,12,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S005,FUSPCEU.FUSPCEU_S005.2024-10-18,24,24,24,6,0,1,8,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S005,FUSPCEU.FUSPCEU_S005.2024-10-19,23,23,23,3,0,1,10,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S005,FUSPCEU.FUSPCEU_S005.2024-10-20,24,24,24,5,0,1,21,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S006,FUSPCEU.FUSPCEU_S006.2024-10-15,22,23,22,4,1,2,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S006,FUSPCEU.FUSPCEU_S006.2024-10-16,24,26,24,4,2,2,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S006,FUSPCEU.FUSPCEU_S006.2024-10-17,24,26,24,4,2,2,9,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S006,FUSPCEU.FUSPCEU_S006.2024-10-18,23,26,23,5,3,2,6,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S006,FUSPCEU.FUSPCEU_S006.2024-10-19,23,24,23,4,1,2,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S007,FUSPCEU.FUSPCEU_S007.2024-10-22,24,27,24,4,3,2,9,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S007,FUSPCEU.FUSPCEU_S007.2024-10-23,24,26,24,4,2,2,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S007,FUSPCEU.FUSPCEU_S007.2024-10-24,22,23,22,4,1,2,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S007,FUSPCEU.FUSPCEU_S007.2024-10-25,8,8,8,1,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S007,FUSPCEU.FUSPCEU_S007.2024-10-26,24,26,24,5,2,2,11,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S007,FUSPCEU.FUSPCEU_S007.2024-10-27,22,23,22,3,1,2,10,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S008,FUSPCEU.FUSPCEU_S008.2024-10-22,24,25,24,5,1,2,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S008,FUSPCEU.FUSPCEU_S008.2024-10-23,24,26,24,5,2,2,9,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S008,FUSPCEU.FUSPCEU_S008.2024-10-24,24,24,24,4,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S008,FUSPCEU.FUSPCEU_S008.2024-10-25,16,16,16,5,0,1,10,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S008,FUSPCEU.FUSPCEU_S008.2024-10-26,17,18,17,3,1,2,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S009,FUSPCEU.FUSPCEU_S009.2024-11-04,9,9,9,3,0,1,0,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S009,FUSPCEU.FUSPCEU_S009.2024-11-05,24,24,24,4,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S009,FUSPCEU.FUSPCEU_S009.2024-11-06,24,24,24,4,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S009,FUSPCEU.FUSPCEU_S009.2024-11-07,24,24,24,4,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S009,FUSPCEU.FUSPCEU_S009.2024-11-08,24,24,24,4,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S009,FUSPCEU.FUSPCEU_S009.2024-11-09,24,24,24,2,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S009,FUSPCEU.FUSPCEU_S009.2024-11-10,24,24,24,4,0,1,8,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S010,FUSPCEU.FUSPCEU_S010.2024-11-04,9,9,9,4,0,1,1,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S010,FUSPCEU.FUSPCEU_S010.2024-11-05,24,24,24,5,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S010,FUSPCEU.FUSPCEU_S010.2024-11-06,24,24,24,3,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S010,FUSPCEU.FUSPCEU_S010.2024-11-07,24,26,24,5,2,2,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S011,FUSPCEU.FUSPCEU_S011.2024-11-12,24,24,24,6,0,1,8,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S011,FUSPCEU.FUSPCEU_S011.2024-11-13,24,24,24,5,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S011,FUSPCEU.FUSPCEU_S011.2024-11-14,23,23,23,4,0,1,8,4
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S011,FUSPCEU.FUSPCEU_S011.2024-11-16,22,22,22,3,0,1,6,9
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S011,FUSPCEU.FUSPCEU_S011.2024-11-17,24,24,24,4,0,1,6,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S012,FUSPCEU.FUSPCEU_S012.2024-12-03,24,25,24,5,1,2,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S012,FUSPCEU.FUSPCEU_S012.2024-12-04,24,24,24,5,0,1,8,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S012,FUSPCEU.FUSPCEU_S012.2024-12-05,24,24,24,5,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S012,FUSPCEU.FUSPCEU_S012.2024-12-06,24,24,24,2,0,1,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S012,FUSPCEU.FUSPCEU_S012.2024-12-07,24,24,24,2,0,1,9,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S012,FUSPCEU.FUSPCEU_S012.2024-12-08,24,24,24,2,0,1,11,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S013,FUSPCEU.FUSPCEU_S013.2024-11-19,24,25,24,5,1,2,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S013,FUSPCEU.FUSPCEU_S013.2024-11-20,24,25,24,5,1,2,6,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S013,FUSPCEU.FUSPCEU_S013.2024-11-21,24,25,24,4,1,2,6,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S013,FUSPCEU.FUSPCEU_S013.2024-11-22,24,25,24,4,1,2,7,0
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S013,FUSPCEU.FUSPCEU_S013.2024-11-23,24,26,24,4,2,2,8,2
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S013,FUSPCEU.FUSPCEU_S013.2024-11-24,24,26,24,4,2,2,8,3
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S014,FUSPCEU.FUSPCEU_S014.2024-11-20,24,24,24,5,0,1,7,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S014,FUSPCEU.FUSPCEU_S014.2024-11-21,23,23,23,6,0,1,6,1
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S014,FUSPCEU.FUSPCEU_S014.2024-11-22,24,24,24,5,0,1,6,4
Chest,FUSPCEU,FUSPCEU.FUSPCEU_S014,FUSPCEU.FUSPCEU_S014.2024-11-23,22,22,22,4,0,1,8,0
