"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes","preview_endpoint","source_html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",2,7977,8012,"Component summaries stub_1_1 shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_1|shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003",8420,8601,36,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",3,8522,8555,"Component summaries stub_1_1 share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_1|share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004",9111,9292,34,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",7,9101,9108,"stub_1_2","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007","","",9838,9897,8,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",4,9751,9791,"Component summaries stub_1_2 fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_2|fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002",10540,10721,41,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",5,10301,10336,"Component summaries stub_1_2 shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_2|shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003",11231,11412,36,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",6,10846,10879,"Component summaries stub_1_2 share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_2|share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004",11922,12103,34,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",8,11422,11429,"stub_1_3","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008","","",12646,12705,8,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",7,12079,12119,"Component summaries stub_1_3 fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_3|fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002",13355,13536,41,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",8,12629,12664,"Component summaries stub_1_3 shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_3|shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003",14046,14227,36,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",9,13174,13207,"Component summaries stub_1_3 share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_3|share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004",14737,14918,34,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",9,13753,13760,"stub_1_4","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009","","",15464,15523,8,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",10,14412,14452,"Component summaries stub_1_4 fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_4|fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002",16175,16356,41,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",11,14962,14997,"Component summaries stub_1_4 shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_4|shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003",16866,17047,36,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",12,15507,15540,"Component summaries stub_1_4 share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_4|share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004",17557,17738,34,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",10,16083,16090,"stub_1_5","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010","","",18281,18340,8,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",13,16752,16792,"Component summaries stub_1_5 fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_5|fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002",19002,19183,41,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",14,17302,17337,"Component summaries stub_1_5 shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_5|shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003",19693,19874,36,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",15,17849,17882,"Component summaries stub_1_5 share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_5|share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004",20386,20567,34,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",11,19078,19108,"Participant-to-site comparisons","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011","","",21763,21822,31,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",12,19276,19283,"stub_1_6","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012","","",21990,22049,8,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",16,19932,19984,"Participant-to-site comparisons stub_1_6 fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","Participant-to-site comparisons|stub_1_6|fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002",22698,22879,53,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",17,20494,20541,"Participant-to-site comparisons stub_1_6 shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","Participant-to-site comparisons|stub_1_6|shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003",23389,23570,48,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",18,21049,21094,"Participant-to-site comparisons stub_1_6 share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","Participant-to-site comparisons|stub_1_6|share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004",24078,24259,46,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","id",13,21632,21639,"stub_1_7","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013","","",24797,24856,8,60,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",19,22296,22348,"Participant-to-site comparisons stub_1_7 fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002","Participant-to-site comparisons|stub_1_7|fitted_curve","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002",25513,25694,53,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",20,22858,22905,"Participant-to-site comparisons stub_1_7 shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003","Participant-to-site comparisons|stub_1_7|shapley","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003",26204,26385,48,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","headers",21,23413,23458,"Participant-to-site comparisons stub_1_7 share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013 tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004","Participant-to-site comparisons|stub_1_7|share","tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013|tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004",26893,27074,46,182,"tbl-plan-h02-glasses-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",1,3318,3324,"a::stub","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0001","","",3318,3375,7,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",2,3917,3928,"fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","","",3968,4025,12,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",3,4549,4555,"shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","","",4646,4703,7,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",4,5183,5187,"share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","","",5331,5388,5,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",5,6630,6648,"Component summaries","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005","","",6831,6888,19,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",6,6804,6811,"stub_1_1","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006","","",7044,7101,8,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",1,7466,7506,"Component summaries stub_1_1 fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_1|fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002",7756,7931,41,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",2,8008,8043,"Component summaries stub_1_1 shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_1|shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003",8433,8608,36,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",3,8553,8586,"Component summaries stub_1_1 share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_1|share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004",9118,9293,34,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",7,9132,9139,"stub_1_2","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007","","",9839,9896,8,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",4,9782,9822,"Component summaries stub_1_2 fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_2|fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002",10539,10714,41,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",5,10332,10367,"Component summaries stub_1_2 shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_2|shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003",11224,11399,36,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",6,10877,10910,"Component summaries stub_1_2 share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004","Component summaries|stub_1_2|share","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004",11909,12084,34,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","id",8,11453,11460,"stub_1_3","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008","","",12627,12684,8,58,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",7,12110,12150,"Component summaries stub_1_3 fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002","Component summaries|stub_1_3|fitted_curve","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002",13334,13509,41,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
1,"tbl-plan-h02-chest-variation-shapley-gt-candidate","headers",8,12660,12695,"Component summaries stub_1_3 shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008 tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003","Component summaries|stub_1_3|shapley","tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008|tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003",14019,14194,36,176,"tbl-plan-h02-chest-variation-shapley-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html"
