run_id,metric_order,metric_id,site,participants,participant_days,metric_support_valid_hours,metric_support_expected_hours,display_order,display_name
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,MPI,26,150,3445.133333333333,3602,4,Tübingen (DE)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,FUSPCEU,23,127,2986.6833333333334,3050,6,Madrid (ES)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,IZTECH,17,100,2327.366666666667,2400,7,Izmir (TR)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,UCR,6,30,693.0833333333334,720,8,San José (CR)
main__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,KNUST,15,80,1826.5,1920,9,Kumasi (GH)
main__glasses__main_gap_common_sample,2,m10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__glasses__main_gap_common_sample,2,m10_mean_medi,THUAS,13,78,,,2,Delft (NL)
main__glasses__main_gap_common_sample,2,m10_mean_medi,BAUA,18,106,,,3,Dortmund (DE)
main__glasses__main_gap_common_sample,2,m10_mean_medi,MPI,26,150,,,4,Tübingen (DE)
main__glasses__main_gap_common_sample,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__glasses__main_gap_common_sample,2,m10_mean_medi,FUSPCEU,23,127,,,6,Madrid (ES)
main__glasses__main_gap_common_sample,2,m10_mean_medi,IZTECH,17,100,,,7,Izmir (TR)
main__glasses__main_gap_common_sample,2,m10_mean_medi,UCR,6,30,,,8,San José (CR)
main__glasses__main_gap_common_sample,2,m10_mean_medi,KNUST,15,80,,,9,Kumasi (GH)
main__glasses__main_gap_common_sample,3,l10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__glasses__main_gap_common_sample,3,l10_mean_medi,THUAS,13,78,,,2,Delft (NL)
main__glasses__main_gap_common_sample,3,l10_mean_medi,BAUA,18,106,,,3,Dortmund (DE)
main__glasses__main_gap_common_sample,3,l10_mean_medi,MPI,26,150,,,4,Tübingen (DE)
main__glasses__main_gap_common_sample,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__glasses__main_gap_common_sample,3,l10_mean_medi,FUSPCEU,23,127,,,6,Madrid (ES)
main__glasses__main_gap_common_sample,3,l10_mean_medi,IZTECH,17,100,,,7,Izmir (TR)
main__glasses__main_gap_common_sample,3,l10_mean_medi,UCR,6,30,,,8,San José (CR)
main__glasses__main_gap_common_sample,3,l10_mean_medi,KNUST,15,80,,,9,Kumasi (GH)
main__glasses__main_gap_common_sample,4,duration_above_1000,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__main_gap_common_sample,4,duration_above_1000,THUAS,13,78,1796.4166666666667,1871,2,Delft (NL)
main__glasses__main_gap_common_sample,4,duration_above_1000,BAUA,18,106,2456.9333333333334,2544,3,Dortmund (DE)
main__glasses__main_gap_common_sample,4,duration_above_1000,MPI,26,150,3445.133333333333,3602,4,Tübingen (DE)
main__glasses__main_gap_common_sample,4,duration_above_1000,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__main_gap_common_sample,4,duration_above_1000,FUSPCEU,23,127,2986.6833333333334,3050,6,Madrid (ES)
main__glasses__main_gap_common_sample,4,duration_above_1000,IZTECH,17,100,2327.366666666667,2400,7,Izmir (TR)
main__glasses__main_gap_common_sample,4,duration_above_1000,UCR,6,30,693.0833333333334,720,8,San José (CR)
main__glasses__main_gap_common_sample,4,duration_above_1000,KNUST,15,80,1826.5,1920,9,Kumasi (GH)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,RISE,13,71,910.65,946.5333333333333,1,Borås (SE)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,THUAS,12,62,764.1666666666666,800,2,Delft (NL)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,BAUA,18,88,1083.6333333333334,1135,3,Dortmund (DE)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,MPI,26,137,1713.5333333333333,1813.2333333333333,4,Tübingen (DE)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,TUM,10,54,654.8,690.6333333333333,5,Munich (DE)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,FUSPCEU,23,110,1373.8833333333334,1402.7666666666667,6,Madrid (ES)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,IZTECH,17,93,1141.1,1180.2833333333333,7,Izmir (TR)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,UCR,6,27,345.46666666666664,366,8,San José (CR)
main__glasses__main_gap_common_sample,5,duration_above_250_wake,KNUST,15,77,957.4333333333333,1010.45,9,Kumasi (GH)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,RISE,13,67,196.95,199.46666666666667,1,Borås (SE)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,THUAS,12,50,146.7,148.23333333333332,2,Delft (NL)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,BAUA,18,84,241.5,243.86666666666667,3,Dortmund (DE)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,MPI,26,132,396.8,404.8666666666667,4,Tübingen (DE)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,TUM,10,52,150.76666666666668,154.31666666666666,5,Munich (DE)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,FUSPCEU,23,103,304.1,306.01666666666665,6,Madrid (ES)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,IZTECH,17,82,242.96666666666667,245.56666666666666,7,Izmir (TR)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,UCR,6,25,74.11666666666666,75.66666666666667,8,San José (CR)
main__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,KNUST,14,58,166.56666666666666,170.5,9,Kumasi (GH)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,RISE,13,76,585.9,586.9,1,Borås (SE)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,THUAS,13,68,554.2333333333333,555.25,2,Delft (NL)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,BAUA,18,94,764.4333333333333,764.4333333333333,3,Dortmund (DE)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,MPI,26,150,1167.15,1168.15,4,Tübingen (DE)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,TUM,10,60,499.18333333333334,499.18333333333334,5,Munich (DE)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,FUSPCEU,23,116,975.5333333333333,975.5333333333333,6,Madrid (ES)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,IZTECH,17,98,825.85,825.85,7,Izmir (TR)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,UCR,6,29,217.58333333333334,217.58333333333334,8,San José (CR)
main__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,KNUST,15,80,632.0166666666667,633.0166666666667,9,Kumasi (GH)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,THUAS,13,78,1796.4166666666667,1871,2,Delft (NL)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,BAUA,18,106,2456.9333333333334,2544,3,Dortmund (DE)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,MPI,26,150,3445.133333333333,3602,4,Tübingen (DE)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,FUSPCEU,23,127,2986.6833333333334,3050,6,Madrid (ES)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,IZTECH,17,100,2327.366666666667,2400,7,Izmir (TR)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,UCR,6,30,693.0833333333334,720,8,San José (CR)
main__glasses__main_gap_common_sample,8,longest_bout_above_250,KNUST,15,80,1826.5,1920,9,Kumasi (GH)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,RISE,13,71,1657.2833333333333,1703,1,Borås (SE)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,THUAS,13,74,1713.0166666666667,1775,2,Delft (NL)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,BAUA,18,96,2241.7166666666667,2304,3,Dortmund (DE)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,MPI,26,137,3165.5,3289,4,Tübingen (DE)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,TUM,10,55,1268.65,1320,5,Munich (DE)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,FUSPCEU,23,124,2923.25,2978,6,Madrid (ES)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,IZTECH,17,96,2241.1833333333334,2304,7,Izmir (TR)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,UCR,6,28,648.8,672,8,San José (CR)
main__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,KNUST,15,76,1741.6666666666667,1824,9,Kumasi (GH)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,THUAS,13,77,1772.4166666666667,1847,2,Delft (NL)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,BAUA,16,94,2174.3333333333335,2256,3,Dortmund (DE)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,FUSPCEU,22,123,2890.2833333333333,2954,6,Madrid (ES)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,IZTECH,17,101,2348.0833333333335,2424,7,Izmir (TR)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__glasses__paired_common_sample,1,daily_geometric_mean_medi,KNUST,15,78,1775.1333333333334,1872,9,Kumasi (GH)
main__glasses__paired_common_sample,2,m10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__glasses__paired_common_sample,2,m10_mean_medi,THUAS,13,77,,,2,Delft (NL)
main__glasses__paired_common_sample,2,m10_mean_medi,BAUA,16,94,,,3,Dortmund (DE)
main__glasses__paired_common_sample,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__glasses__paired_common_sample,2,m10_mean_medi,FUSPCEU,22,123,,,6,Madrid (ES)
main__glasses__paired_common_sample,2,m10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__glasses__paired_common_sample,2,m10_mean_medi,UCR,6,32,,,8,San José (CR)
main__glasses__paired_common_sample,2,m10_mean_medi,KNUST,15,78,,,9,Kumasi (GH)
main__glasses__paired_common_sample,3,l10_mean_medi,RISE,13,78,,,1,Borås (SE)
main__glasses__paired_common_sample,3,l10_mean_medi,THUAS,13,77,,,2,Delft (NL)
main__glasses__paired_common_sample,3,l10_mean_medi,BAUA,16,94,,,3,Dortmund (DE)
main__glasses__paired_common_sample,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__glasses__paired_common_sample,3,l10_mean_medi,FUSPCEU,22,123,,,6,Madrid (ES)
main__glasses__paired_common_sample,3,l10_mean_medi,IZTECH,17,101,,,7,Izmir (TR)
main__glasses__paired_common_sample,3,l10_mean_medi,UCR,6,32,,,8,San José (CR)
main__glasses__paired_common_sample,3,l10_mean_medi,KNUST,15,78,,,9,Kumasi (GH)
main__glasses__paired_common_sample,4,duration_above_1000,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__paired_common_sample,4,duration_above_1000,THUAS,13,77,1772.4166666666667,1847,2,Delft (NL)
main__glasses__paired_common_sample,4,duration_above_1000,BAUA,16,94,2174.3333333333335,2256,3,Dortmund (DE)
main__glasses__paired_common_sample,4,duration_above_1000,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__paired_common_sample,4,duration_above_1000,FUSPCEU,22,123,2890.2833333333333,2954,6,Madrid (ES)
main__glasses__paired_common_sample,4,duration_above_1000,IZTECH,17,101,2348.0833333333335,2424,7,Izmir (TR)
main__glasses__paired_common_sample,4,duration_above_1000,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__glasses__paired_common_sample,4,duration_above_1000,KNUST,15,78,1775.1333333333334,1872,9,Kumasi (GH)
main__glasses__paired_common_sample,5,duration_above_250_wake,RISE,13,73,933.0833333333334,968.9666666666667,1,Borås (SE)
main__glasses__paired_common_sample,5,duration_above_250_wake,THUAS,13,63,784.6833333333333,820.5166666666667,2,Delft (NL)
main__glasses__paired_common_sample,5,duration_above_250_wake,BAUA,16,78,950.1833333333333,998.9166666666666,3,Dortmund (DE)
main__glasses__paired_common_sample,5,duration_above_250_wake,TUM,10,54,654.8,690.6333333333333,5,Munich (DE)
main__glasses__paired_common_sample,5,duration_above_250_wake,FUSPCEU,22,111,1387.5166666666667,1416.3666666666666,6,Madrid (ES)
main__glasses__paired_common_sample,5,duration_above_250_wake,IZTECH,17,94,1153.2833333333333,1195.1166666666666,7,Izmir (TR)
main__glasses__paired_common_sample,5,duration_above_250_wake,UCR,6,30,385.28333333333336,408.9166666666667,8,San José (CR)
main__glasses__paired_common_sample,5,duration_above_250_wake,KNUST,15,75,924.1,977.7333333333333,9,Kumasi (GH)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,RISE,13,67,196.95,199.46666666666667,1,Borås (SE)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,THUAS,12,49,143.36666666666667,144.9,2,Delft (NL)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,BAUA,16,72,208.01666666666668,210.28333333333333,3,Dortmund (DE)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,TUM,10,52,150.76666666666668,154.31666666666666,5,Munich (DE)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,FUSPCEU,22,103,305.53333333333336,308.1333333333333,6,Madrid (ES)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,IZTECH,17,82,242.96666666666667,245.56666666666666,7,Izmir (TR)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,UCR,6,25,74.11666666666666,75.66666666666667,8,San José (CR)
main__glasses__paired_common_sample,6,duration_below_10_pre_sleep,KNUST,14,55,157.56666666666666,161.5,9,Kumasi (GH)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,RISE,13,76,585.9,586.9,1,Borås (SE)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,THUAS,13,67,545.25,546.2666666666667,2,Delft (NL)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,BAUA,16,82,681.2,681.2,3,Dortmund (DE)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,TUM,10,60,499.18333333333334,499.18333333333334,5,Munich (DE)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,FUSPCEU,22,115,962.4166666666666,962.4166666666666,6,Madrid (ES)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,IZTECH,17,99,832.6,832.6,7,Izmir (TR)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,UCR,6,31,236.91666666666666,236.91666666666666,8,San José (CR)
main__glasses__paired_common_sample,7,duration_below_1_sleep_environment,KNUST,15,78,622.7333333333333,623.7333333333333,9,Kumasi (GH)
main__glasses__paired_common_sample,8,longest_bout_above_250,RISE,13,78,1807.1666666666667,1871,1,Borås (SE)
main__glasses__paired_common_sample,8,longest_bout_above_250,THUAS,13,77,1772.4166666666667,1847,2,Delft (NL)
main__glasses__paired_common_sample,8,longest_bout_above_250,BAUA,16,94,2174.3333333333335,2256,3,Dortmund (DE)
main__glasses__paired_common_sample,8,longest_bout_above_250,TUM,10,60,1374.4833333333333,1440,5,Munich (DE)
main__glasses__paired_common_sample,8,longest_bout_above_250,FUSPCEU,22,123,2890.2833333333333,2954,6,Madrid (ES)
main__glasses__paired_common_sample,8,longest_bout_above_250,IZTECH,17,101,2348.0833333333335,2424,7,Izmir (TR)
main__glasses__paired_common_sample,8,longest_bout_above_250,UCR,6,32,732.2166666666667,768,8,San José (CR)
main__glasses__paired_common_sample,8,longest_bout_above_250,KNUST,15,78,1775.1333333333334,1872,9,Kumasi (GH)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,RISE,13,71,1657.2833333333333,1703,1,Borås (SE)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,THUAS,13,73,1689.0166666666667,1751,2,Delft (NL)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,BAUA,16,83,1936.7333333333333,1992,3,Dortmund (DE)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,TUM,10,55,1268.65,1320,5,Munich (DE)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,FUSPCEU,22,118,2785.2833333333333,2834,6,Madrid (ES)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,IZTECH,17,96,2241.1833333333334,2304,7,Izmir (TR)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,UCR,6,30,687.9333333333333,720,8,San José (CR)
main__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,KNUST,15,72,1646.8,1728,9,Kumasi (GH)
