"placement","v0_order","metric_id","manuscript_name","factor_id","factor_label","site","display_name","display_order","color_hex","participants","represented_days_total","days_per_participant_min","days_per_participant_median","days_per_participant_max"
"chest",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,103,5,6,8
"chest",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",9,"longest_bout_above_250","Longest continuous period above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",10,"mean_timing_above_250","Mean timing of exposure above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",11,"first_timing_above_250","First light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",15,88,4,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,108,2,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,57,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,116,3,5,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,98,5,6,6
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,225,3,6,7
"chest",12,"last_timing_above_250","Last light timing above 250 lx melEDI","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,79,4,5,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",15,94,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,113,2,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,122,3,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,103,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",15,94,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,113,2,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,122,3,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,103,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",15,94,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,113,2,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,122,3,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,103,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,96,5,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",15,94,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,113,2,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,60,6,6,6
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,122,3,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,103,5,6,8
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,226,4,6,7
"chest",13,"dose_observed_medi","melEDI dose","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,83,4,6,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,68,1,4,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","THUAS","Delft (NL)",2,"#117733",15,83,4,6,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","BAUA","Dortmund (DE)",3,"#DDCC77",20,91,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","TUM","Munich (DE)",5,"#DDCC77",10,58,4,6,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","FUSPCEU","Madrid (ES)",6,"#CC6677",22,104,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","IZTECH","Izmir (TR)",7,"#332288",17,77,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","UCR","San José (CR)",8,"#44AA99",39,176,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f2","Spending time outdoors","KNUST","Kumasi (GH)",9,"#AA4499",15,72,2,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","RISE","Borås (SE)",1,"#88CCEE",16,68,1,4,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","THUAS","Delft (NL)",2,"#117733",15,83,4,6,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","BAUA","Dortmund (DE)",3,"#DDCC77",20,91,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","TUM","Munich (DE)",5,"#DDCC77",10,58,4,6,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","FUSPCEU","Madrid (ES)",6,"#CC6677",22,104,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","IZTECH","Izmir (TR)",7,"#332288",17,77,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","UCR","San José (CR)",8,"#44AA99",39,176,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f3","Using phones and smartwatches in bed before sleep","KNUST","Kumasi (GH)",9,"#AA4499",15,72,2,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","RISE","Borås (SE)",1,"#88CCEE",16,68,1,4,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","THUAS","Delft (NL)",2,"#117733",15,83,4,6,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","BAUA","Dortmund (DE)",3,"#DDCC77",20,91,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","TUM","Munich (DE)",5,"#DDCC77",10,58,4,6,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,104,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","IZTECH","Izmir (TR)",7,"#332288",17,77,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","UCR","San José (CR)",8,"#44AA99",39,176,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f4","Controlling and using ambient light before bedtime","KNUST","Kumasi (GH)",9,"#AA4499",15,72,2,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","RISE","Borås (SE)",1,"#88CCEE",16,68,1,4,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","THUAS","Delft (NL)",2,"#117733",15,83,4,6,7
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","BAUA","Dortmund (DE)",3,"#DDCC77",20,91,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","TUM","Munich (DE)",5,"#DDCC77",10,58,4,6,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","FUSPCEU","Madrid (ES)",6,"#CC6677",22,104,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","IZTECH","Izmir (TR)",7,"#332288",17,77,3,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","UCR","San José (CR)",8,"#44AA99",39,176,1,5,6
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","leba_f5","Using light in the morning and during daytime","KNUST","Kumasi (GH)",9,"#AA4499",15,72,2,5,6
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","leba_f2","Spending time outdoors","RISE","Borås (SE)",1,"#88CCEE",16,93,5,6,7
