component,basis_k,residual_type,sequence,observations,lag1
positive_magnitude,16,AR_standardized,THUAS::THUAS_S016::2025-07-13::1::positive_run::3,19,-0.002419854433415901
positive_magnitude,16,AR_standardized,THUAS::THUAS_S017::2025-09-09::1::positive_run::1,18,0.027036899872806205
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-23::1::positive_run::1,4,-0.008231563183531151
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-23::2::positive_run::1,13,-0.3094320070226082
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-24::1::positive_run::1,6,-0.6760625345908148
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-24::2::positive_run::1,6,0.19225267591680856
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-25::1::positive_run::1,6,0.1887187816114706
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-25::2::positive_run::1,5,0.6446165011731109
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-25::3::positive_run::1,5,-0.22954811966936364
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-26::1::positive_run::1,3,1
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-26::2::positive_run::1,13,-0.12184828940698912
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-27::1::positive_run::1,8,-0.2771762978044676
positive_magnitude,16,AR_standardized,THUAS::THUAS_S018::2025-09-27::2::positive_run::1,5,-0.19188111443801728
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-14::1::positive_run::2,19,-0.15053207542695168
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-15::1::positive_run::2,6,-0.556763139014779
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-15::2::positive_run::1,11,0.04392042309846566
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-16::1::positive_run::2,18,0.3150703568902215
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-17::1::positive_run::2,11,0.03414813438878169
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-17::2::positive_run::1,5,0.6859739509614701
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-18::1::positive_run::2,19,0.0031815678428289505
positive_magnitude,16,AR_standardized,TUM::TUM_S001::2024-05-19::1::positive_run::1,24,0.505008227172437
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-28::1::positive_run::2,4,0.5324262755081101
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-28::2::positive_run::1,12,0.31231075546444664
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-29::1::positive_run::2,9,0.07805756713188841
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-29::2::positive_run::1,3,1
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-29::3::positive_run::1,5,-0.43705066479591276
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-30::1::positive_run::2,9,-0.6014441663079003
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-30::2::positive_run::1,6,-0.980183327844746
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-05-31::1::positive_run::1,18,0.2641100709241744
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-06-01::1::positive_run::2,13,0.38076033645085844
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-06-02::1::positive_run::2,13,0.4483415436016763
positive_magnitude,16,AR_standardized,TUM::TUM_S002::2024-06-02::2::positive_run::1,5,-0.1397336236071951
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-04::1::positive_run::2,19,-0.381260344750948
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-05::1::positive_run::1,6,-0.47896697518132
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-05::2::positive_run::1,9,0.27877123278293037
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-06::1::positive_run::1,11,0.026632731455750014
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-06::2::positive_run::1,7,-0.24905562003566137
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-07::1::positive_run::1,5,-0.9492487147522384
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-07::3::positive_run::1,10,-0.39883353591455506
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-08::1::positive_run::2,19,0.4834487978794977
positive_magnitude,16,AR_standardized,TUM::TUM_S003::2024-06-09::1::positive_run::1,19,0.5393177304976314
positive_magnitude,16,AR_standardized,TUM::TUM_S004::2024-06-11::1::positive_run::2,16,-0.6297667473644624
positive_magnitude,16,AR_standardized,TUM::TUM_S004::2024-06-12::1::positive_run::1,18,-0.4822787757788375
positive_magnitude,16,AR_standardized,TUM::TUM_S004::2024-06-13::1::positive_run::1,19,-0.24081148071093067
positive_magnitude,16,AR_standardized,TUM::TUM_S004::2024-06-14::1::positive_run::1,16,0.4272095691907309
positive_magnitude,16,AR_standardized,TUM::TUM_S004::2024-06-15::1::positive_run::1,18,-0.04700124541145931
positive_magnitude,16,AR_standardized,TUM::TUM_S004::2024-06-16::1::positive_run::1,16,0.4553219022846988
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-18::1::positive_run::1,17,-0.06602823871533453
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-19::1::positive_run::1,13,0.25374764723366977
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-20::1::positive_run::1,6,-0.9368034823028704
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-20::2::positive_run::1,6,0.20133363196212914
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-21::1::positive_run::1,6,-0.6957696919393291
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-21::2::positive_run::1,5,-0.9978587302707891
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-22::1::positive_run::2,10,0.5344364307854126
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-23::1::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-23::1::positive_run::2,9,-0.6215903103346431
positive_magnitude,16,AR_standardized,TUM::TUM_S005::2024-06-23::2::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,TUM::TUM_S006::2024-06-25::1::positive_run::2,18,-0.3562533426423166
positive_magnitude,16,AR_standardized,TUM::TUM_S006::2024-06-26::1::positive_run::1,18,-0.022836540311191974
positive_magnitude,16,AR_standardized,TUM::TUM_S006::2024-06-27::1::positive_run::1,14,-0.11161957838662706
positive_magnitude,16,AR_standardized,TUM::TUM_S006::2024-06-27::2::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,TUM::TUM_S006::2024-06-28::1::positive_run::2,18,-0.060348149512097014
positive_magnitude,16,AR_standardized,TUM::TUM_S006::2024-06-29::1::positive_run::2,19,0.03014969753831098
positive_magnitude,16,AR_standardized,TUM::TUM_S006::2024-06-30::1::positive_run::2,19,-0.12205795793270476
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-02::1::positive_run::3,15,0.5450245902753752
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-03::1::positive_run::1,4,-0.4310072628264436
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-03::1::positive_run::2,4,-0.7222717633908898
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-03::2::positive_run::1,8,-0.6664894069395771
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-04::1::positive_run::1,3,0.9999999999999999
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-04::1::positive_run::2,3,1
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-04::2::positive_run::1,10,-0.11049886952423267
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-05::1::positive_run::1,4,-0.08132948369053382
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-05::1::positive_run::2,16,0.5749033116700775
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-06::1::positive_run::1,6,-0.5008763945260343
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-06::1::positive_run::2,13,0.17410366535733715
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-07::1::positive_run::1,5,-0.3878913883892654
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-07::1::positive_run::2,8,0.07285400405735223
positive_magnitude,16,AR_standardized,TUM::TUM_S007::2024-07-07::2::positive_run::1,4,-0.8444731285468055
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-09::1::positive_run::1,17,0.26552828782881155
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-09::2::positive_run::1,4,-0.0725074338150146
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-10::1::positive_run::2,7,-0.25287875482129785
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-10::2::positive_run::1,11,-0.00954208443605723
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-11::1::positive_run::1,13,0.007327314389880026
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-11::2::positive_run::1,4,-0.7682502547893395
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-12::1::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-12::1::positive_run::2,8,0.2203701655300153
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-12::2::positive_run::1,10,-0.3090895715252192
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-13::1::positive_run::1,4,-0.5076458002154174
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-13::1::positive_run::2,6,0.1196240884304069
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-13::2::positive_run::1,10,0.2259081816000961
positive_magnitude,16,AR_standardized,TUM::TUM_S008::2024-07-14::1::positive_run::2,16,0.5149968811453249
positive_magnitude,16,AR_standardized,TUM::TUM_S009::2024-07-16::1::positive_run::2,19,0.10564501527928231
positive_magnitude,16,AR_standardized,TUM::TUM_S009::2024-07-17::1::positive_run::2,19,0.17621916771796986
positive_magnitude,16,AR_standardized,TUM::TUM_S009::2024-07-18::1::positive_run::2,19,-0.03537842558082446
positive_magnitude,16,AR_standardized,TUM::TUM_S009::2024-07-19::1::positive_run::2,19,0.250831521583032
positive_magnitude,16,AR_standardized,TUM::TUM_S009::2024-07-20::1::positive_run::2,6,-0.5346089107321964
positive_magnitude,16,AR_standardized,TUM::TUM_S009::2024-07-20::2::positive_run::1,12,0.20718300878790227
positive_magnitude,16,AR_standardized,TUM::TUM_S009::2024-07-21::1::positive_run::2,19,0.3276495612272393
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-23::1::positive_run::2,7,-0.4891319870707462
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-23::2::positive_run::1,3,1
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-23::3::positive_run::1,4,-0.5191701527958177
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-24::1::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-24::1::positive_run::2,19,-0.22210339340062732
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-25::1::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-25::1::positive_run::2,14,-0.25881993073682963
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-25::2::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-26::1::positive_run::2,13,-0.16617759137208463
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-26::2::positive_run::1,4,0.2673185540843417
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-27::1::positive_run::2,18,0.17963703126965042
positive_magnitude,16,AR_standardized,TUM::TUM_S010::2024-07-28::1::positive_run::2,18,0.850427887916011
positive_magnitude,16,AR_standardized,UCR::UCR_S001::2025-06-17::1::positive_run::1,11,-0.16736984102071426
positive_magnitude,16,AR_standardized,UCR::UCR_S001::2025-06-17::2::positive_run::1,5,-0.6629601190927299
positive_magnitude,16,AR_standardized,UCR::UCR_S001::2025-06-18::1::positive_run::1,18,0.08399544707698228
positive_magnitude,16,AR_standardized,UCR::UCR_S001::2025-06-19::1::positive_run::1,18,0.1636666991507973
positive_magnitude,16,AR_standardized,UCR::UCR_S001::2025-06-22::1::positive_run::2,12,0.14093406924592036
positive_magnitude,16,AR_standardized,UCR::UCR_S001::2025-06-22::2::positive_run::1,5,-0.4980863219056673
positive_magnitude,16,AR_standardized,UCR::UCR_S002::2025-06-17::1::positive_run::1,15,-0.03588050919960893
positive_magnitude,16,AR_standardized,UCR::UCR_S002::2025-06-18::1::positive_run::1,17,-0.1926843118230856
positive_magnitude,16,AR_standardized,UCR::UCR_S002::2025-06-19::1::positive_run::1,17,0.5442992163710346
positive_magnitude,16,AR_standardized,UCR::UCR_S002::2025-06-20::1::positive_run::1,18,0.4477030533584006
positive_magnitude,16,AR_standardized,UCR::UCR_S002::2025-06-21::1::positive_run::2,18,-0.21185474526812242
positive_magnitude,16,AR_standardized,UCR::UCR_S002::2025-06-22::1::positive_run::1,16,-0.3145225217380301
positive_magnitude,16,AR_standardized,UCR::UCR_S003::2025-06-17::1::positive_run::2,19,0.4851131491967926
positive_magnitude,16,AR_standardized,UCR::UCR_S003::2025-06-18::1::positive_run::2,19,0.013855415066622278
positive_magnitude,16,AR_standardized,UCR::UCR_S003::2025-06-19::1::positive_run::1,24,0.24269066370622494
positive_magnitude,16,AR_standardized,UCR::UCR_S003::2025-06-20::1::positive_run::2,11,-0.11808060570469063
positive_magnitude,16,AR_standardized,UCR::UCR_S003::2025-06-20::2::positive_run::1,3,-1
positive_magnitude,16,AR_standardized,UCR::UCR_S003::2025-06-22::1::positive_run::1,8,-0.31126092710493425
positive_magnitude,16,AR_standardized,UCR::UCR_S003::2025-06-22::2::positive_run::1,10,0.32256466227242125
positive_magnitude,16,AR_standardized,UCR::UCR_S004::2025-06-24::1::positive_run::1,12,-0.08271912719964253
positive_magnitude,16,AR_standardized,UCR::UCR_S004::2025-06-24::2::positive_run::1,6,0.06188518973254013
positive_magnitude,16,AR_standardized,UCR::UCR_S004::2025-06-26::2::positive_run::1,17,-0.16840966267467414
positive_magnitude,16,AR_standardized,UCR::UCR_S004::2025-06-28::1::positive_run::1,8,0.1406963732484326
positive_magnitude,16,AR_standardized,UCR::UCR_S004::2025-06-28::2::positive_run::1,10,0.3486781681007676
positive_magnitude,16,AR_standardized,UCR::UCR_S004::2025-06-29::1::positive_run::2,10,0.12748650669617254
positive_magnitude,16,AR_standardized,UCR::UCR_S004::2025-06-29::1::positive_run::3,7,-0.3750743572491864
positive_magnitude,16,AR_standardized,UCR::UCR_S005::2025-06-25::1::positive_run::2,18,0.3346092646742073
positive_magnitude,16,AR_standardized,UCR::UCR_S005::2025-06-26::1::positive_run::1,4,-0.12187449484276201
positive_magnitude,16,AR_standardized,UCR::UCR_S005::2025-06-26::1::positive_run::2,19,0.14864335445454407
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-24::1::positive_run::1,18,0.03750337598391179
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-25::1::positive_run::1,12,-0.010912113936132808
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-25::2::positive_run::1,4,-0.54482470050001
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-26::1::positive_run::1,13,-0.18612593016590376
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-26::2::positive_run::1,5,-0.05319804619310857
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-27::1::positive_run::1,15,-0.38116062701046294
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-28::1::positive_run::2,14,-0.2356174330256664
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-29::1::positive_run::2,7,0.11229510534928763
positive_magnitude,16,AR_standardized,UCR::UCR_S006::2025-06-29::2::positive_run::1,10,0.4338835025064017
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-11::1::positive_run::1,18,0.06516185544470615
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-12::1::positive_run::1,18,0.22805756569318666
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-13::1::positive_run::1,11,0.2261933103864753
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-13::2::positive_run::1,5,-0.2039796416658364
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-14::1::positive_run::1,7,0.9689336474910423
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-14::2::positive_run::1,9,0.21727328375634675
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-15::1::positive_run::1,17,0.45290074688118764
positive_magnitude,16,deviance,BAUA::BAUA_S002::2025-06-16::1::positive_run::1,18,0.20091003071430907
positive_magnitude,16,deviance,BAUA::BAUA_S003::2025-06-11::1::positive_run::1,17,-0.36128499185058965
positive_magnitude,16,deviance,BAUA::BAUA_S003::2025-06-12::1::positive_run::1,16,0.29069818080729637
positive_magnitude,16,deviance,BAUA::BAUA_S003::2025-06-13::1::positive_run::1,16,0.780449954667686
positive_magnitude,16,deviance,BAUA::BAUA_S003::2025-06-14::1::positive_run::2,15,0.17021405598929415
positive_magnitude,16,deviance,BAUA::BAUA_S003::2025-06-16::1::positive_run::2,17,0.5301798772808411
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-11::1::positive_run::1,12,-0.08395523303492518
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-11::2::positive_run::1,3,-0.9999999999999999
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-12::1::positive_run::1,13,0.17629118261292187
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-12::2::positive_run::1,3,-1
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-13::1::positive_run::1,7,-0.1531001623491995
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-13::2::positive_run::1,11,0.14349890924388745
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-14::1::positive_run::1,15,0.37322947097445824
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-15::1::positive_run::2,9,-0.31119514228264433
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-15::2::positive_run::1,4,0.4772584344774327
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-16::1::positive_run::1,12,0.04145914746540733
positive_magnitude,16,deviance,BAUA::BAUA_S004::2025-06-16::2::positive_run::1,3,1
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-11::1::positive_run::2,12,0.4300097808362347
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-11::3::positive_run::1,3,1
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-12::1::positive_run::1,8,0.017085868783444272
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-12::3::positive_run::1,8,0.4885585934741007
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-13::1::positive_run::2,8,-0.4837208946306544
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-13::2::positive_run::1,3,-1
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-13::3::positive_run::1,6,-0.005864772596589383
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-14::1::positive_run::2,19,0.44232608817792995
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-15::1::positive_run::1,3,-1
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-15::1::positive_run::2,9,0.3344136501224577
positive_magnitude,16,deviance,BAUA::BAUA_S005::2025-06-15::1::positive_run::3,9,0.6103795296965226
positive_magnitude,16,deviance,BAUA::BAUA_S006::2025-06-13::1::positive_run::2,7,0.5947851361632885
positive_magnitude,16,deviance,BAUA::BAUA_S006::2025-06-13::2::positive_run::1,10,0.06957046958862771
positive_magnitude,16,deviance,BAUA::BAUA_S006::2025-06-15::1::positive_run::1,4,-0.6596492216350185
positive_magnitude,16,deviance,BAUA::BAUA_S006::2025-06-15::1::positive_run::2,7,-0.4946648263895269
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-25::1::positive_run::1,18,0.1608562587234427
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-26::1::positive_run::1,17,0.2466705278058085
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-27::1::positive_run::1,13,0.24772449266397578
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-27::2::positive_run::1,5,0.7976552302103325
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-28::1::positive_run::1,18,0.14777084778652833
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-29::1::positive_run::1,4,-0.16833594226578422
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-29::2::positive_run::1,8,0.04357010204613358
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-30::1::positive_run::1,9,0.22732193208830653
positive_magnitude,16,deviance,BAUA::BAUA_S007::2025-06-30::2::positive_run::1,7,0.0026224626514117547
positive_magnitude,16,deviance,BAUA::BAUA_S009::2025-06-25::1::positive_run::1,17,0.5127348778642137
positive_magnitude,16,deviance,BAUA::BAUA_S009::2025-06-26::1::positive_run::2,15,0.7489706429522291
positive_magnitude,16,deviance,BAUA::BAUA_S009::2025-06-27::1::positive_run::2,14,0.43356787062623864
positive_magnitude,16,deviance,BAUA::BAUA_S009::2025-06-28::1::positive_run::1,18,0.621762398508866
positive_magnitude,16,deviance,BAUA::BAUA_S009::2025-06-29::1::positive_run::1,18,0.6130655023228644
positive_magnitude,16,deviance,BAUA::BAUA_S009::2025-06-30::1::positive_run::1,19,0.7950145690241661
positive_magnitude,16,deviance,BAUA::BAUA_S011::2025-06-26::1::positive_run::1,17,0.6729677207933465
positive_magnitude,16,deviance,BAUA::BAUA_S011::2025-06-27::1::positive_run::1,16,0.5904674192008518
positive_magnitude,16,deviance,BAUA::BAUA_S011::2025-06-28::1::positive_run::1,17,0.894262079557441
positive_magnitude,16,deviance,BAUA::BAUA_S011::2025-06-29::1::positive_run::2,16,-0.09341505273133731
positive_magnitude,16,deviance,BAUA::BAUA_S011::2025-06-30::1::positive_run::1,17,0.5135792860177778
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-16::1::positive_run::1,16,0.3432621260776828
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-17::1::positive_run::1,6,0.39967541756710356
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-17::2::positive_run::1,12,0.7039590892134002
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-18::1::positive_run::1,20,0.624986804992076
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-19::1::positive_run::2,16,0.43767499278880867
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-20::1::positive_run::2,7,0.4250559596587564
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-20::2::positive_run::1,10,-0.08710349318399752
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-21::1::positive_run::3,6,0.17079558677027484
positive_magnitude,16,deviance,BAUA::BAUA_S012::2025-07-21::2::positive_run::1,8,-0.07233942323947569
positive_magnitude,16,deviance,BAUA::BAUA_S013::2025-07-18::1::positive_run::2,19,0.445448604508972
positive_magnitude,16,deviance,BAUA::BAUA_S013::2025-07-19::1::positive_run::3,19,0.12035958109567838
positive_magnitude,16,deviance,BAUA::BAUA_S013::2025-07-20::1::positive_run::3,16,0.48624461602571406
positive_magnitude,16,deviance,BAUA::BAUA_S013::2025-07-21::1::positive_run::2,16,0.3491234779858989
positive_magnitude,16,deviance,BAUA::BAUA_S014::2025-07-16::1::positive_run::1,18,0.08032999213862545
positive_magnitude,16,deviance,BAUA::BAUA_S014::2025-07-17::1::positive_run::1,17,0.10496100292901653
positive_magnitude,16,deviance,BAUA::BAUA_S014::2025-07-18::1::positive_run::1,18,0.48917847434486145
positive_magnitude,16,deviance,BAUA::BAUA_S014::2025-07-19::1::positive_run::1,3,1
positive_magnitude,16,deviance,BAUA::BAUA_S014::2025-07-19::1::positive_run::2,7,-0.05461742735137633
positive_magnitude,16,deviance,BAUA::BAUA_S014::2025-07-20::1::positive_run::2,16,0.0536726372210182
positive_magnitude,16,deviance,BAUA::BAUA_S014::2025-07-21::1::positive_run::1,18,0.4707428289488234
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-23::1::positive_run::1,19,0.5756963600679945
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-24::1::positive_run::2,14,0.5608886982157929
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-24::2::positive_run::1,7,-0.006483275819968848
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-25::1::positive_run::2,13,0.20263948100899393
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-26::1::positive_run::1,19,0.2052540638440506
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-27::1::positive_run::2,7,-0.10219823590231025
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-27::2::positive_run::1,11,0.4169699360405234
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-28::1::positive_run::2,9,0.09546719459111082
positive_magnitude,16,deviance,BAUA::BAUA_S015::2025-07-28::3::positive_run::1,5,-0.07447016076810747
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-23::1::positive_run::1,10,-0.5957652671032699
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-23::3::positive_run::1,4,-0.8466788975709845
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-24::1::positive_run::2,11,-0.32894709670500216
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-24::2::positive_run::1,4,-0.5193615580416088
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-25::1::positive_run::1,18,0.0811040380957003
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-26::1::positive_run::1,4,0.43760599377360954
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-26::2::positive_run::1,4,0.675622084765144
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-26::3::positive_run::1,6,0.4651109778578805
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-27::1::positive_run::1,3,1
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-27::2::positive_run::1,10,-0.007780746623295508
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-28::1::positive_run::1,10,-0.5289026338937345
positive_magnitude,16,deviance,BAUA::BAUA_S016::2025-07-28::3::positive_run::1,4,-0.8097466775531668
positive_magnitude,16,deviance,BAUA::BAUA_S018::2025-09-09::1::positive_run::2,17,0.4959835101945742
positive_magnitude,16,deviance,BAUA::BAUA_S018::2025-09-10::1::positive_run::2,18,0.4233279202186906
positive_magnitude,16,deviance,BAUA::BAUA_S018::2025-09-11::1::positive_run::3,10,-0.07883956923038267
positive_magnitude,16,deviance,BAUA::BAUA_S018::2025-09-11::2::positive_run::1,5,0.5126020018095887
positive_magnitude,16,deviance,BAUA::BAUA_S018::2025-09-13::1::positive_run::2,6,0.24476008217581105
positive_magnitude,16,deviance,BAUA::BAUA_S018::2025-09-13::2::positive_run::1,6,0.13216066737119556
positive_magnitude,16,deviance,BAUA::BAUA_S022::2025-09-24::1::positive_run::1,17,0.20021879892357394
positive_magnitude,16,deviance,BAUA::BAUA_S022::2025-09-25::1::positive_run::1,16,0.3807273790372754
