deletion_type,deletion_id,full_omnibus_p,deletion_omnibus_p,omnibus_decision_changed,ratio_relative_change_percent,full_ratio_inside_deletion_interval,run_id,placement,scenario_id,working_power,category_order,category_code,light_source,short_label,distribution,expected_mel_edi_lx,expected_conf_low_lx,expected_conf_high_lx,model_ratio_to_indoor,ratio_to_indoor,ratio_conf_low,ratio_conf_high,statistic,df,p_raw,estimability_status,hours,participants,participant_days,sites,family_id,family_n,p_adjusted,full_ratio,full_conf_low,full_conf_high,full_p_adjusted
participant,MPI.MPI_S204,2.4949289777301775e-47,2.5920899810765207e-47,FALSE,-3.911969718459485,TRUE,influence__Near-eye__participant__MPI.MPI_S204,Near-eye,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,38.545935883408376,20.09474603616099,73.93918641490245,0.4318031133094769,0.4318031133094769,0.23026585920119005,0.809733276615908,-2.64103394323784,138,0.009218477464897857,ESTIMABLE,840,65,228,9,H03-I-Near-eye-participant-context-contrasts,6,0.013827716197346785,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
participant,KNUST.KNUST_S007,6.574149673174995e-45,7.091329416448435e-58,FALSE,0,TRUE,influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,88.03502564066054,74.68120828804075,103.77665168002979,1,1,1,1,,149,,REFERENCE,5458,148,761,8,H03-I-Chest-participant-context-contrasts,,,1,1,1,
participant,KNUST.KNUST_S007,6.574149673174995e-45,7.091329416448435e-58,FALSE,7.435614560083947,TRUE,influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,58.793902833355006,32.00572764651889,108.00326268332664,0.6678467167527012,0.6678467167527012,0.38254926102545844,1.1659132104497265,-1.4316367701631847,149,0.15434207238638284,ESTIMABLE,218,58,128,8,H03-I-Chest-participant-context-contrasts,6,0.15434207238638284,0.6216250723629494,0.3504659293821016,1.1025828709556054,0.10326768735002957
participant,KNUST.KNUST_S007,6.574149673174995e-45,7.091329416448435e-58,FALSE,-2.2228999219285006,TRUE,influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,224.0637207854473,192.58014134831333,260.69433027061484,2.5451656219199132,2.5451656219199132,2.0918080574569986,3.096779372232696,9.410266174689465,149,8.558286473159626e-17,ESTIMABLE,4954,147,737,8,H03-I-Chest-participant-context-contrasts,6,1.7116572946319251e-16,2.6030283367861085,2.130029067772513,3.181062936947255,2.2269193902981017e-16
participant,KNUST.KNUST_S007,6.574149673174995e-45,7.091329416448435e-58,FALSE,-0.3461402928295554,TRUE,influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1301.3245513178426,1043.5228464288036,1622.8160156320282,14.781895522238626,14.781895522238626,11.372376797353974,19.213611993687902,20.297020747598314,149,9.706218215465595e-45,ESTIMABLE,1670,144,551,8,H03-I-Chest-participant-context-contrasts,6,5.823730929279357e-44,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44
participant,KNUST.KNUST_S007,6.574149673174995e-45,7.091329416448435e-58,FALSE,-1.465072404566592,TRUE,influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,50.22351831325988,35.136967522910844,71.78769169871113,0.5704947314749603,0.5704947314749603,0.39529854540205855,0.8233378099321289,-3.02303892711608,149,0.002947157132893713,ESTIMABLE,859,96,274,8,H03-I-Chest-participant-context-contrasts,6,0.00442073569934057,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589
participant,KNUST.KNUST_S007,6.574149673174995e-45,7.091329416448435e-58,FALSE,-44.31279351042272,FALSE,influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.133251161275631,1.3185919784616091,3.451227211614896,0.02423184574266031,0.02423184574266031,0.014559951738359748,0.04032859164972985,-14.430787927511643,149,4.3245162480981865e-30,ESTIMABLE,5502,141,763,8,H03-I-Chest-participant-context-contrasts,6,1.297354874429456e-29,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10
participant,KNUST.KNUST_S007,6.574149673174995e-45,7.091329416448435e-58,FALSE,-5.220241363707379,TRUE,influence__Chest__participant__KNUST.KNUST_S007,Chest,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,30.8437735423536,12.931486271522013,73.56759666729481,0.35035797761053705,0.35035797761053705,0.15583533173253508,0.7876950054306449,-2.558079562935938,149,0.011523327769156697,ESTIMABLE,759,63,225,7,H03-I-Chest-participant-context-contrasts,6,0.013827993322988036,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783
participant,RISE.RISE_S008,6.574149673174995e-45,3.782936182368311e-44,FALSE,0,TRUE,influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,87.96131315166802,74.65645196547635,103.63729333057165,1,1,1,1,,149,,REFERENCE,5444,148,760,8,H03-I-Chest-participant-context-contrasts,,,1,1,1,
participant,RISE.RISE_S008,6.574149673174995e-45,3.782936182368311e-44,FALSE,-0.39230185036495113,TRUE,influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,54.464451090412524,29.076487790087526,102.01976435376785,0.6191864257017371,0.6191864257017371,0.34942993717442905,1.097192280871775,-1.6556444655397364,149,0.0998984885069795,ESTIMABLE,218,58,128,8,H03-I-Chest-participant-context-contrasts,6,0.0998984885069795,0.6216250723629494,0.3504659293821016,1.1025828709556054,0.10326768735002957
participant,RISE.RISE_S008,6.574149673174995e-45,3.782936182368311e-44,FALSE,-1.0555952238043953,TRUE,influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,226.54883872420027,193.56920317395742,265.14742782279956,2.5755508939887193,2.5755508939887193,2.10328302930431,3.153861042524648,9.228856241289284,149,2.5199600578575006e-16,ESTIMABLE,4942,147,735,8,H03-I-Chest-participant-context-contrasts,6,7.559880173572501e-16,2.6030283367861085,2.130029067772513,3.181062936947255,2.2269193902981017e-16
participant,RISE.RISE_S008,6.574149673174995e-45,3.782936182368311e-44,FALSE,-4.574523433671107,TRUE,influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1245.065060785052,987.9505255872884,1569.0937607084875,14.154689330731548,14.154689330731548,10.85174922168206,18.462943250587738,19.70695456025479,149,2.4065871024502216e-43,ESTIMABLE,1653,144,548,8,H03-I-Chest-participant-context-contrasts,6,1.443952261470133e-42,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44
participant,RISE.RISE_S008,6.574149673174995e-45,3.782936182368311e-44,FALSE,0.09058696223929186,TRUE,influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,50.973725579093454,35.71134297757956,72.75897467770999,0.5795016439920763,0.5795016439920763,0.40191670532592294,0.8355516228597506,-2.946206715209311,149,0.003734544616119552,ESTIMABLE,860,96,274,8,H03-I-Chest-participant-context-contrasts,6,0.005601816924179328,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589
participant,RISE.RISE_S008,6.574149673174995e-45,3.782936182368311e-44,FALSE,0.8873384972547305,TRUE,influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,3.861530172579506,1.5394141205081584,9.686422305142733,0.04390032429280848,0.04390032429280848,0.017388379088519815,0.11083485488800703,-6.669428418502304,149,4.704006463333069e-10,ESTIMABLE,5501,141,761,8,H03-I-Chest-participant-context-contrasts,6,9.408012926666138e-10,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10
participant,RISE.RISE_S008,6.574149673174995e-45,3.782936182368311e-44,FALSE,1.3651875572392669,TRUE,influence__Chest__participant__RISE.RISE_S008,Chest,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,32.95922148546653,13.751640293780834,78.99496043532504,0.3747013352180898,0.3747013352180898,0.16663770824749366,0.8425529376921868,-2.393790738621163,149,0.017919353533067808,ESTIMABLE,752,62,220,7,H03-I-Chest-participant-context-contrasts,6,0.02150322423968137,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783
participant,TUM.TUM_S008,6.574149673174995e-45,4.32496388576409e-48,FALSE,0,TRUE,influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,82.66969092062756,72.31076761868668,94.51258812451002,1,1,1,1,,149,,REFERENCE,5404,148,759,8,H03-I-Chest-participant-context-contrasts,,,1,1,1,
participant,TUM.TUM_S008,6.574149673174995e-45,4.32496388576409e-48,FALSE,-15.000445674812257,TRUE,influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,43.68089068035203,23.723627192315963,80.42700195722469,0.5283785410821328,0.5283785410821328,0.2870904249968396,0.9724597491510086,-2.0664752990785544,149,0.04051466953961443,ESTIMABLE,214,58,126,8,H03-I-Chest-participant-context-contrasts,6,0.04051466953961443,0.6216250723629494,0.3504659293821016,1.1025828709556054,0.10326768735002957
participant,TUM.TUM_S008,6.574149673174995e-45,4.32496388576409e-48,FALSE,5.683356898231784,TRUE,influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,227.42165175080794,194.23143182369603,266.28340840329383,2.7509677273277697,2.7509677273277697,2.298721424041048,3.2921881519227423,11.13382783553973,149,2.485320468488605e-21,ESTIMABLE,4972,147,739,8,H03-I-Chest-participant-context-contrasts,6,7.455961405465815e-21,2.6030283367861085,2.130029067772513,3.181062936947255,2.2269193902981017e-16
participant,TUM.TUM_S008,6.574149673174995e-45,4.32496388576409e-48,FALSE,4.71408319074389,TRUE,influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1284.0661957004029,1025.1157452614314,1608.4290994086832,15.532490582712526,15.532490582712526,12.05051115370794,20.02058341133672,21.353423666683298,149,3.4542812672957896e-47,ESTIMABLE,1682,144,550,8,H03-I-Chest-participant-context-contrasts,6,2.0725687603774737e-46,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44
participant,TUM.TUM_S008,6.574149673174995e-45,4.32496388576409e-48,FALSE,3.983305322429498,TRUE,influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,49.77042719439243,34.77577556032015,71.23048683172242,0.6020395944406975,0.6020395944406975,0.4189490545060652,0.8651449845176157,-2.765484422504988,149,0.0064030851577539065,ESTIMABLE,861,97,275,8,H03-I-Chest-participant-context-contrasts,6,0.00960462773663086,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589
participant,TUM.TUM_S008,6.574149673174995e-45,4.32496388576409e-48,FALSE,7.073270925611208,TRUE,influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,3.851753156525857,1.5489950697049581,9.577824144806842,0.04659208367216449,0.04659208367216449,0.018701812084060365,0.11607550386864267,-6.637850565276401,149,5.55035510402313e-10,ESTIMABLE,5535,141,766,8,H03-I-Chest-participant-context-contrasts,6,1.110071020804626e-9,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10
participant,TUM.TUM_S008,6.574149673174995e-45,4.32496388576409e-48,FALSE,-23.96878994777609,TRUE,influence__Chest__participant__TUM.TUM_S008,Chest,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,23.23456942664436,7.206150991621825,74.91450249504952,0.2810530578728331,0.2810530578728331,0.08882287860036195,0.8893071535664933,-2.1772558198346825,149,0.03103539201072211,ESTIMABLE,712,62,219,7,H03-I-Chest-participant-context-contrasts,6,0.03724247041286653,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783
participant,BAUA.BAUA_S009,6.574149673174995e-45,2.199677761569679e-43,FALSE,0,TRUE,influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,87.81493468680009,74.41699710661453,103.6250192009096,1,1,1,1,,149,,REFERENCE,5465,148,762,8,H03-I-Chest-participant-context-contrasts,,,1,1,1,
participant,BAUA.BAUA_S009,6.574149673174995e-45,2.199677761569679e-43,FALSE,0.3078195891091262,TRUE,influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,54.75599757919361,29.01336637381462,103.3392413780234,0.6235385561064963,0.6235385561064963,0.34897332554074256,1.114126216807313,-1.6080892555472142,149,0.10993253808834604,ESTIMABLE,219,59,129,8,H03-I-Chest-participant-context-contrasts,6,0.10993253808834604,0.6216250723629494,0.3504659293821016,1.1025828709556054,0.10326768735002957
participant,BAUA.BAUA_S009,6.574149673174995e-45,2.199677761569679e-43,FALSE,0.8033944801238313,TRUE,influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,230.42120075418322,197.15186256821687,269.3047332415055,2.6239409227599073,2.6239409227599073,2.148739149820362,3.2042353613325822,9.540801333720337,149,3.9227403790049165e-17,ESTIMABLE,4951,147,735,8,H03-I-Chest-participant-context-contrasts,6,1.176822113701475e-16,2.6030283367861085,2.130029067772513,3.181062936947255,2.2269193902981017e-16
participant,BAUA.BAUA_S009,6.574149673174995e-45,2.199677761569679e-43,FALSE,-3.6067710984908685,TRUE,influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1255.5988669144754,997.5351356074477,1580.4240455519287,14.29823835083044,14.29823835083044,10.945569387631062,18.677842394218747,19.672280213649852,149,2.910241562159291e-43,ESTIMABLE,1620,144,548,8,H03-I-Chest-participant-context-contrasts,6,1.7461449372955746e-42,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44
participant,BAUA.BAUA_S009,6.574149673174995e-45,2.199677761569679e-43,FALSE,1.1302004561101864,TRUE,influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,51.417468064489015,35.68634776066238,74.0831210829874,0.5855207687379609,0.5855207687379609,0.40305525825578303,0.8505895000777445,-2.832321786650839,149,0.005260934941224619,ESTIMABLE,861,97,275,8,H03-I-Chest-participant-context-contrasts,6,0.007891402411836928,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589
participant,BAUA.BAUA_S009,6.574149673174995e-45,2.199677761569679e-43,FALSE,-1.446431583251817,TRUE,influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,3.765926154533417,1.4710348530363133,9.640967902375563,0.04288480277261416,0.04288480277261416,0.016652645383124425,0.11043928856551175,-6.578514350839275,149,7.566061250061727e-10,ESTIMABLE,5499,141,761,8,H03-I-Chest-participant-context-contrasts,6,1.5132122500123453e-9,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10
participant,BAUA.BAUA_S009,6.574149673174995e-45,2.199677761569679e-43,FALSE,1.1943025554138398,TRUE,influence__Chest__participant__BAUA.BAUA_S009,Chest,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,32.848901928334776,13.697336730257012,78.77811425295295,0.3740696505155229,0.3740696505155229,0.16636502808136927,0.8410908533515018,-2.3980519278843264,149,0.017720090395912186,ESTIMABLE,757,62,224,7,H03-I-Chest-participant-context-contrasts,6,0.021264108475094624,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783
participant,RISE.RISE_S012,6.574149673174995e-45,7.928644892027278e-43,FALSE,0,TRUE,influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,88.06331255076077,74.74274289158014,103.75785952440083,1,1,1,1,,149,,REFERENCE,5462,148,762,8,H03-I-Chest-participant-context-contrasts,,,1,1,1,
participant,RISE.RISE_S012,6.574149673174995e-45,7.928644892027278e-43,FALSE,-0.6752857775956134,TRUE,influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,54.372695644979835,29.019856697356907,101.87472882906668,0.617427326659314,0.617427326659314,0.348389166348063,1.0942260567448516,-1.6650696880116755,149,0.09800017914770565,ESTIMABLE,219,59,129,8,H03-I-Chest-participant-context-contrasts,6,0.09800017914770565,0.6216250723629494,0.3504659293821016,1.1025828709556054,0.10326768735002957
participant,RISE.RISE_S012,6.574149673174995e-45,7.928644892027278e-43,FALSE,-1.9584114336110736,TRUE,influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,224.74200605141772,192.3962218560494,262.5257855728904,2.552050332218353,2.552050332218353,2.0877408992575313,3.11962126166711,9.219059601024279,149,2.6708989355856765e-16,ESTIMABLE,4909,147,734,8,H03-I-Chest-participant-context-contrasts,6,8.012696806757029e-16,2.6030283367861085,2.130029067772513,3.181062936947255,2.2269193902981017e-16
participant,RISE.RISE_S012,6.574149673174995e-45,7.928644892027278e-43,FALSE,-2.309497005128136,TRUE,influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1276.096059770318,1002.8357697909387,1623.8163843126658,14.490666121998995,14.490666121998995,11.01079507481532,19.070321737213085,19.23645699844295,149,3.2120268294879256e-42,ESTIMABLE,1665,144,548,8,H03-I-Chest-participant-context-contrasts,6,1.9272160976927555e-41,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44
participant,RISE.RISE_S012,6.574149673174995e-45,7.928644892027278e-43,FALSE,0.33133114637087235,TRUE,influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,5,display,Emissive display light,Emissive display,site_standardized,51.15558178623621,35.77002093569911,73.15884865129044,0.5808954978470688,0.5808954978470688,0.40228962376968636,0.8387976211193072,-2.9214579886954835,149,0.004026671660265013,ESTIMABLE,856,96,273,8,H03-I-Chest-participant-context-contrasts,6,0.0060400074903975195,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589
participant,RISE.RISE_S012,6.574149673174995e-45,7.928644892027278e-43,FALSE,0.7493011007910333,TRUE,influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,3.860718379173745,1.536586321982605,9.700168607552323,0.043840258415766276,0.043840258415766276,0.017348396634154828,0.11078650658570216,-6.665635628560912,149,4.798517969018221e-10,ESTIMABLE,5510,141,760,8,H03-I-Chest-participant-context-contrasts,6,9.597035938036442e-10,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10
participant,RISE.RISE_S012,6.574149673174995e-45,7.928644892027278e-43,FALSE,6.514538522318447,TRUE,influence__Chest__participant__RISE.RISE_S012,Chest,delete_participant,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,34.67371060574237,14.724706016500487,81.64958986777145,0.39373616096664565,0.39373616096664565,0.17837655507455422,0.8691061691821371,-2.3261273202312966,149,0.021359918463543827,ESTIMABLE,723,62,218,7,H03-I-Chest-participant-context-contrasts,6,0.025631902156252592,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783
