route,attribute,target,valid
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-gap-near-eye-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,tabset-2-8-tab,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-samples-gap-chest-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-metric-registry-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-participant-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-participant-day-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-preregistered-scope-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-describedby,tbl-h01-formula-manifest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 2.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
notebooks/hypotheses/H01 3.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H01 3.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H01 3.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H01 3.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H01 3.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H01 3.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-model-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-primary-metric-synthesis-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-primary-publication-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-primary-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-primary-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-site-contrasts-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-primary-site-deviation-matrix-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-primary-site-contrasts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-primary-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-chest-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-chest-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-site-contrasts-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-chest-site-contrasts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-chest-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-r2-intervals-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-diagnostic-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-diagnostic-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-representative-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-1-1-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-diagnostic-mean-mel-edi-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-1-2-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-diagnostic-pre-sleep-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-1-3-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-diagnostic-wake-250-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-1-4-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,fig-h01-diagnostic-sleep-below-1-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-sensitivity-classification-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-sensitivity-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-l10-noon-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-l10-noon-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-period-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-scope-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-marginalization-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-influence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-latitude-loo-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-1-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-primary-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-2-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-primary-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-3-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-primary-near-eye-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-4-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-primary-chest-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-5-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-gap-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-6-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-gap-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-7-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-gap-near-eye-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,tabset-2-8-tab,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-samples-gap-chest-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-metric-registry-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-participant-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-participant-day-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-preregistered-scope-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-describedby,tbl-h01-formula-manifest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01 3.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
notebooks/hypotheses/H01.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H01.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H01.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H01.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H01.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H01.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-model-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-primary-metric-synthesis-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-primary-publication-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-primary-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-primary-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-site-contrasts-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-primary-site-deviation-matrix-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-primary-site-contrasts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-primary-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-chest-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-chest-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-site-contrasts-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-chest-site-contrasts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-chest-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-r2-intervals-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-diagnostic-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-diagnostic-assessment-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-representative-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-1-1-tab,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-diagnostic-mean-mel-edi-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-1-2-tab,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-diagnostic-pre-sleep-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-1-3-tab,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-diagnostic-wake-250-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-1-4-tab,True
notebooks/hypotheses/H01.html,aria-describedby,fig-h01-diagnostic-sleep-below-1-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-sensitivity-classification-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-sensitivity-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-l10-noon-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-l10-noon-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-period-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-scope-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-marginalization-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-influence-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-latitude-loo-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-1-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-primary-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-2-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-primary-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-3-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-primary-near-eye-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-4-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-primary-chest-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-5-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-gap-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-6-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-gap-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-7-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-gap-near-eye-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,tabset-2-8-tab,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-samples-gap-chest-matched-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-metric-registry-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-participant-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-participant-day-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-preregistered-scope-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-describedby,tbl-h01-formula-manifest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H01.html,aria-labelledby,quarto-embedded-source-code-modal-label,True
notebooks/hypotheses/H02.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H02.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H02.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H02.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H02.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H02.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H02.html,aria-describedby,fig-h02-near-patterns-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-near-variation-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-near-dominance-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-near-relevance-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-near-windows-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-chest-variation-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-chest-dominance-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-chest-relevance-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,fig-h02-chest-patterns-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-chest-windows-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,fig-h02-paired-placement-curves-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,fig-h02-near-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-near-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,fig-h02-chest-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-chest-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-sensitivity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-near-sample-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-chest-sample-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-model-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H02.html,aria-describedby,tbl-h02-data-deviations-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H03.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H03.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H03.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H03.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H03.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-primary-estimates-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-primary-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-omnibus-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-near-site-factorization-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-near-site-context-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-fixed-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-participant-random-intercept-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-primary-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-primary-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-paired-placement-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-temporal-near-eye-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-temporal-chest-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-temporal-fit-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-temporal-allocation-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-temporal-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-temporal-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-latitude-slopes-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,fig-h03-latitude-slopes-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-overall-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-category-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H03.html,aria-describedby,tbl-h03-formulas-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-labelledby,nav-menu-study--data,True
notebooks/hypotheses/H04.html,aria-labelledby,nav-menu-environment,True
notebooks/hypotheses/H04.html,aria-labelledby,nav-menu-behaviour--time,True
notebooks/hypotheses/H04.html,aria-labelledby,nav-menu-individual-factors,True
notebooks/hypotheses/H04.html,aria-labelledby,nav-menu-supporting-material,True
notebooks/hypotheses/H04.html,aria-labelledby,quarto-navigation-tool-dropdown-0,True
notebooks/hypotheses/H04.html,aria-describedby,fig-h04-primary-estimates-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-primary-results-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-named-contrasts-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-omnibus-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-overall-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-sample-flow-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-category-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-heterogeneity-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-near-site-factorization-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,fig-h04-site-context-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-fixed-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-participant-random-intercept-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-primary-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,fig-h04-primary-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
notebooks/hypotheses/H04.html,aria-describedby,tbl-h04-sensitivities-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca,True
